Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:w7,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:v1,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l8,90:9f:33:a4:06:5c,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:c9,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:q1,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:u7,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:v5
2021.02.13 185230,47.0,21.0,-2.320862028965517,20.375172163793106,-30.19189605172414,0.08609069176551722,0.5223027935344827,9.687504310344826,0.0006569749822413799,-0.002490076166379311,0.004485120114482758,-0.053815039974669396,-0.008895387639470188,0.09307163475274009,1015.2366530172413,-100.0,-100.0,-90.0,-56.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-38.0,-61.0,-75.0,-100.0,-64.0,-75.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-92.0,-100.0,-100.0,-77.0,-100.0,-67.0,-83.0,-88.0,-69.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-91.0,-100.0,-100.0,-77.0,-92.0,-68.0,-83.0,-100.0,-100.0,-100.0,-73.0,-54.0,-73.0,-73.0,-54.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-40.0,-77.0,-100.0,-100.0,-81.0,-77.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-68.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-81.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185243,48.0,21.0,28.855178187499998,10.919464035714286,-26.794285374999998,0.19502650860714285,0.7097955875892856,9.683238352678572,-0.0009948813212499997,-0.003147395946875,1.8544194285714304e-05,-0.07316262171869828,-0.020116237035836055,-1.1594210575733865,1015.2340083928572,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-69.0,-80.0,-100.0,-42.0,-100.0,-73.0,-100.0,-100.0,-73.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-71.0,-82.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-81.0,-66.0,-75.0,-87.0,-58.0,-100.0,-100.0,-100.0,-72.0,-82.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-82.0,-66.0,-75.0,-100.0,-100.0,-70.0,-100.0,-51.0,-70.0,-66.0,-51.0,-100.0,-100.0,-73.0,-100.0,-100.0,-88.0,-42.0,-71.0,-100.0,-100.0,-100.0,-67.0,-73.0,-84.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-75.0,-91.0,-93.0,-74.0,-80.0,-80.0,-80.0,-100.0,-75.0,-100.0,-100.0,-100.0,-79.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185415,53.0,24.0,31.496785187499995,8.42839273482143,-19.92803550892857,0.1518868076267857,0.5217167577696429,9.685119522321429,-0.0014912093033928576,-0.004663650695089286,0.00045487630910714304,-0.05378227844812496,-0.015738192949356695,-1.2815250594701086,1015.2566419642857,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-87.0,-100.0,-65.0,-100.0,-44.0,-59.0,-76.0,-100.0,-100.0,-77.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-66.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-59.0,-75.0,-100.0,-79.0,-100.0,-100.0,-100.0,-67.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-62.0,-75.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-56.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-43.0,-100.0,-100.0,-100.0,-83.0,-66.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-79.0,-79.0,-73.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185426,54.0,24.0,34.5410522368421,8.104210354385964,-20.027368192982458,0.15587989131052632,0.6373391494736843,9.687172877192983,-0.0047198772963157895,-0.00330862823377193,0.00011547493947368395,-0.06570552773120106,-0.016118034739823348,-1.3081189320798505,1015.2601554385966,-100.0,-72.0,-78.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-59.0,-38.0,-49.0,-55.0,-40.0,-49.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-69.0,-91.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-67.0,-100.0,-100.0,-71.0,-73.0,-65.0,-76.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-67.0,-100.0,-100.0,-71.0,-73.0,-66.0,-77.0,-100.0,-100.0,-100.0,-58.0,-76.0,-100.0,-59.0,-76.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-64.0,-56.0,-82.0,-100.0,-52.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-72.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-87.0,-86.0,-81.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185436,55.0,24.0,34.22324283783784,5.576216123423425,-19.8556754054054,0.1643421594774775,0.47913536944144147,9.693793202702704,0.005119716500990992,-0.003631439877927927,0.003042356424864864,-0.04937710127633832,-0.0169167023105966,-1.384286127648912,1015.2577059459459,-89.0,-100.0,-77.0,-46.0,-77.0,-77.0,-81.0,-55.0,-100.0,-58.0,-56.0,-37.0,-50.0,-59.0,-37.0,-50.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-77.0,-58.0,-73.0,-100.0,-73.0,-100.0,-100.0,-100.0,-67.0,-74.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-78.0,-61.0,-73.0,-100.0,-100.0,-80.0,-55.0,-74.0,-80.0,-53.0,-76.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-69.0,-57.0,-80.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-73.0,-100.0,-100.0,-61.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-88.0,-86.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185447,56.0,24.0,32.46210477192982,2.4405262815789475,-19.75578924561404,0.2512518379298246,0.592288977631579,9.68347649122807,-0.0013922690023684208,-0.0019154267986842095,0.00024407813701754388,-0.06110112102734933,-0.0259500666880947,-1.462094652025323,1015.2576568421052,-88.0,-73.0,-77.0,-53.0,-72.0,-63.0,-82.0,-55.0,-54.0,-45.0,-61.0,-100.0,-51.0,-44.0,-33.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-69.0,-100.0,-100.0,-65.0,-76.0,-65.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-69.0,-100.0,-100.0,-67.0,-76.0,-100.0,-80.0,-100.0,-100.0,-100.0,-50.0,-79.0,-100.0,-51.0,-79.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-69.0,-84.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-80.0,-77.0,-100.0,-100.0,-60.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-81.0,-83.0,-100.0,-91.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185616,64.0,24.0,37.05333299145299,10.249743294871795,-24.19743566666666,0.2193319439145299,0.6432822960683762,9.689343683760685,-0.0003808927109401709,-0.0047044403666666665,-0.0006616401977777768,-0.06625859745037858,-0.022699316804352943,-1.2671910300214067,1015.2655700854701,-90.0,-100.0,-79.0,-52.0,-100.0,-66.0,-75.0,-100.0,-56.0,-46.0,-60.0,-31.0,-45.0,-46.0,-31.0,-45.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-75.0,-100.0,-100.0,-71.0,-100.0,-100.0,-66.0,-78.0,-63.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-76.0,-100.0,-100.0,-71.0,-100.0,-100.0,-67.0,-78.0,-63.0,-76.0,-100.0,-100.0,-83.0,-53.0,-79.0,-84.0,-53.0,-78.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-63.0,-85.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-65.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-60.0,-72.0,-100.0,-100.0,-80.0,-84.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185628,65.0,24.0,42.71844758620689,13.008103219827587,-25.182413422413795,0.3253943288793104,0.4275431773275862,9.6948727887931,-0.0016916964768965519,-0.00033098370991379347,0.004385064606379311,-0.04404751427375289,-0.0335842045425469,-1.2588058103775155,1015.2683347413794,-100.0,-56.0,-65.0,-100.0,-73.0,-100.0,-77.0,-56.0,-52.0,-40.0,-100.0,-38.0,-55.0,-40.0,-39.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-75.0,-100.0,-100.0,-64.0,-100.0,-100.0,-70.0,-80.0,-63.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-75.0,-100.0,-100.0,-64.0,-100.0,-100.0,-70.0,-80.0,-63.0,-77.0,-100.0,-100.0,-100.0,-46.0,-86.0,-100.0,-47.0,-86.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-69.0,-100.0,-87.0,-63.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-64.0,-60.0,-100.0,-100.0,-86.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-90.0,-72.0,-91.0,-70.0,-92.0,-78.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185641,66.0,24.0,42.99147489344263,12.61475387704918,-28.402130811475416,0.33478634286885245,0.6224721994262294,9.674302893442622,-0.00039304664319672096,-0.002979390024590164,-0.0021322701226229508,-0.0642386853817056,-0.03461294252517033,-1.2557488767827143,1015.2648791803279,-76.0,-55.0,-68.0,-100.0,-71.0,-100.0,-79.0,-57.0,-57.0,-44.0,-100.0,-42.0,-56.0,-44.0,-43.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-81.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-76.0,-64.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-81.0,-100.0,-100.0,-65.0,-100.0,-100.0,-64.0,-76.0,-64.0,-77.0,-100.0,-100.0,-100.0,-50.0,-84.0,-100.0,-62.0,-84.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-87.0,-78.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-70.0,-100.0,-100.0,-70.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-82.0,-83.0,-71.0,-92.0,-91.0,-78.0,-78.0,-90.0,-58.0,-100.0,-100.0,-100.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185652,67.0,24.0,46.097142125000005,7.880356958035714,-30.378749535714284,0.200007455425,0.4295371755357143,9.667397656250001,-0.0002585707181249998,-0.005699940023660715,0.0011802789464285715,-0.044402823151488344,-0.02066902228008461,-1.3766831276672227,1015.2598987499999,-74.0,-63.0,-66.0,-100.0,-100.0,-100.0,-79.0,-57.0,-62.0,-57.0,-100.0,-42.0,-62.0,-57.0,-45.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-64.0,-82.0,-100.0,-61.0,-80.0,-66.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-73.0,-81.0,-100.0,-64.0,-82.0,-100.0,-62.0,-80.0,-65.0,-76.0,-100.0,-100.0,-100.0,-46.0,-87.0,-100.0,-45.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-73.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-92.0,-92.0,-100.0,-100.0,-91.0,-100.0,-91.0,-100.0,-90.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185829,75.0,24.0,50.53964516814159,15.503893491150443,-24.776282849557525,0.18582115131858407,0.38202455539823016,9.685117084070795,-0.004757812963805309,-0.002763819166814159,-0.001508377675044248,-0.03944181008017164,-0.01917367777478077,-1.259050638274809,1015.2559539823009,-75.0,-100.0,-68.0,-100.0,-75.0,-100.0,-85.0,-60.0,-55.0,-55.0,-100.0,-44.0,-63.0,-55.0,-43.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-61.0,-100.0,-100.0,-71.0,-81.0,-69.0,-76.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-61.0,-100.0,-100.0,-70.0,-80.0,-69.0,-76.0,-100.0,-100.0,-100.0,-53.0,-87.0,-100.0,-52.0,-88.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-63.0,-56.0,-100.0,-100.0,-100.0,-86.0,-67.0,-100.0,-100.0,-74.0,-74.0,-100.0,-77.0,-100.0,-72.0,-90.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185840,76.0,24.0,44.254512575221234,11.643185588495575,-24.380176628318587,0.21590849734159293,0.28595692664601763,9.687786827433628,-0.0035306767710619473,-0.0044774854606194694,0.004930033907964602,-0.029472484816879457,-0.022319145675797993,-1.3021722430676486,1015.2543767256636,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-93.0,-100.0,-72.0,-100.0,-100.0,-100.0,-70.0,-100.0,-53.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-80.0,-100.0,-100.0,-52.0,-100.0,-100.0,-70.0,-81.0,-70.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-81.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-81.0,-70.0,-86.0,-100.0,-100.0,-100.0,-37.0,-92.0,-100.0,-37.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-66.0,-66.0,-100.0,-100.0,-81.0,-64.0,-73.0,-69.0,-64.0,-73.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
