Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:x7,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:k9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:v1,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:j9,90:9f:33:a4:06:5c,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:c9,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q1,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:u7,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:d8,00:1a:ac:a0:de:j3
2021.02.13 185219,47.0,20.0,3.8750871847619046,7.2414490704761905,-33.37325062857143,-0.11898498566380952,0.5690409238476191,9.751551628571429,-0.0009433506388190476,-0.0009585636756190479,-0.0009255989684380946,-0.05824343045907356,0.012149087126211535,-0.3623479901325135,1013.7328536190475,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-48.0,-60.0,-73.0,-100.0,-59.0,-73.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-69.0,-82.0,-100.0,-72.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-69.0,-82.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-56.0,-59.0,-100.0,-75.0,-100.0,-100.0,-76.0,-100.0,-57.0,-75.0,-77.0,-48.0,-57.0,-100.0,-100.0,-77.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-71.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-85.0,-87.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185230,47.0,21.0,5.05851725140187,10.683099803738319,-36.38790437383177,0.010968355731850466,0.6837923772897198,9.752582766355141,0.00245096057140187,-0.005186230304803739,-0.002322041743738318,-0.07000494529014432,-0.0011124869510554891,-0.3681535145668226,1013.7338641121495,-100.0,-100.0,-90.0,-56.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-38.0,-61.0,-75.0,-100.0,-64.0,-75.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-92.0,-100.0,-100.0,-77.0,-100.0,-67.0,-83.0,-88.0,-69.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-91.0,-100.0,-100.0,-77.0,-92.0,-68.0,-83.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-58.0,-61.0,-100.0,-100.0,-100.0,-100.0,-73.0,-78.0,-54.0,-73.0,-73.0,-40.0,-54.0,-100.0,-100.0,-76.0,-100.0,-68.0,-77.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-81.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185243,48.0,21.0,36.79986844230769,-0.42844832149519235,-33.897455865384615,0.11631418993461538,0.7523686020192308,9.741682538461538,0.0012884257816730771,-0.000770481102826923,0.00026575307528846164,-0.07709974946024323,-0.011922194889288739,-1.512986054787269,1013.735586923077,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-69.0,-80.0,-100.0,-42.0,-100.0,-73.0,-100.0,-100.0,-73.0,-45.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-71.0,-82.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-81.0,-66.0,-75.0,-87.0,-58.0,-100.0,-100.0,-100.0,-72.0,-82.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-82.0,-66.0,-75.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-55.0,-100.0,-100.0,-70.0,-88.0,-100.0,-100.0,-100.0,-51.0,-70.0,-66.0,-42.0,-51.0,-100.0,-100.0,-73.0,-100.0,-58.0,-71.0,-84.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-74.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-91.0,-93.0,-80.0,-80.0,-80.0,-75.0,-100.0,-100.0,-79.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185415,53.0,24.0,40.26102030693069,-3.906010174257425,-29.5044486039604,0.12059744372277226,0.6274235275742575,9.748968851485149,0.0011303323625742581,-0.0003200616415841585,-0.0016121426371287124,-0.06421112047858754,-0.012414281714089766,-1.6207849660722335,1013.7595186138611,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-87.0,-100.0,-65.0,-100.0,-44.0,-59.0,-76.0,-100.0,-100.0,-77.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-66.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-59.0,-75.0,-100.0,-79.0,-100.0,-100.0,-100.0,-67.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-62.0,-75.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-56.0,-100.0,-100.0,-43.0,-56.0,-100.0,-100.0,-68.0,-100.0,-59.0,-100.0,-100.0,-73.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185426,54.0,24.0,43.00640239805824,-4.686280650485437,-29.206367592233,-0.0003015364790291275,0.7495662069902911,9.743326626213593,-0.0011052658417475723,0.0004442547045631063,0.0008245373752038833,-0.07677358707177982,3.690913691014291e-05,-1.6272786230716891,1013.7595289320392,-100.0,-72.0,-78.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-59.0,-38.0,-49.0,-55.0,-40.0,-49.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-69.0,-91.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-67.0,-100.0,-100.0,-71.0,-73.0,-65.0,-76.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-67.0,-100.0,-100.0,-71.0,-73.0,-66.0,-77.0,-100.0,-100.0,-100.0,-64.0,-82.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-76.0,-100.0,-59.0,-60.0,-76.0,-100.0,-100.0,-61.0,-100.0,-71.0,-100.0,-100.0,-66.0,-100.0,-56.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-72.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-86.0,-81.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185436,55.0,24.0,42.9642448446602,-7.029784685436893,-28.752077553398063,-0.09349986358349512,0.5600265344660195,9.74625559708738,0.0043401511352427185,-0.0014164562996504856,0.0010180462012233007,-0.05739734175352791,0.009584094910713973,-1.6952862878447597,1013.7615546601942,-89.0,-100.0,-77.0,-46.0,-77.0,-77.0,-81.0,-55.0,-100.0,-58.0,-56.0,-37.0,-50.0,-59.0,-37.0,-50.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-77.0,-58.0,-73.0,-100.0,-73.0,-100.0,-100.0,-100.0,-67.0,-74.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-78.0,-61.0,-73.0,-100.0,-100.0,-100.0,-69.0,-80.0,-100.0,-62.0,-100.0,-100.0,-80.0,-100.0,-100.0,-55.0,-61.0,-74.0,-80.0,-53.0,-56.0,-76.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-73.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-84.0,-100.0,-88.0,-86.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185447,56.0,24.0,41.18670156363637,-9.281785596363637,-28.46584418181818,0.010876685987545454,0.5839753628181819,9.754407472727271,-0.002097127771181818,-0.0023745286378181823,-0.0005337983612545459,-0.05979413359679954,-0.0011325017956220372,-1.752314777807756,1013.7603111818179,-88.0,-73.0,-77.0,-53.0,-72.0,-63.0,-82.0,-55.0,-54.0,-45.0,-61.0,-100.0,-51.0,-44.0,-33.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-69.0,-100.0,-100.0,-65.0,-76.0,-65.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-69.0,-100.0,-100.0,-67.0,-76.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-50.0,-79.0,-100.0,-51.0,-62.0,-79.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-77.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-83.0,-100.0,-91.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185616,64.0,24.0,45.71154924545455,-3.5301264736363644,-32.66670051818182,0.024908301868090902,0.7322917678181818,9.744885390909092,0.004288199273972727,0.0016594283455272727,0.003842520512090909,-0.07498626949434928,-0.002561620483563509,-1.5943435896526683,1013.7690730000002,-90.0,-100.0,-79.0,-52.0,-100.0,-66.0,-75.0,-100.0,-56.0,-46.0,-60.0,-31.0,-45.0,-46.0,-31.0,-45.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-75.0,-100.0,-100.0,-71.0,-100.0,-100.0,-66.0,-78.0,-63.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-76.0,-100.0,-100.0,-71.0,-100.0,-100.0,-67.0,-78.0,-63.0,-76.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-59.0,-86.0,-100.0,-83.0,-100.0,-100.0,-53.0,-59.0,-79.0,-84.0,-53.0,-62.0,-78.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-65.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-80.0,-84.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185629,65.0,24.0,52.905340704347836,-0.7058070798782609,-32.60078353043478,-0.05108720309913044,0.5571936820869565,9.757648530434784,0.0007226693058260871,-0.0010229804375652173,0.0032496313962608694,-0.057033434089111205,0.005172389943618292,-1.548569713468137,1013.7734469565219,-100.0,-68.0,-63.0,-100.0,-69.0,-100.0,-83.0,-59.0,-60.0,-46.0,-72.0,-38.0,-51.0,-44.0,-38.0,-51.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-83.0,-100.0,-57.0,-78.0,-72.0,-100.0,-67.0,-72.0,-100.0,-61.0,-81.0,-60.0,-80.0,-100.0,-100.0,-100.0,-83.0,-100.0,-58.0,-79.0,-73.0,-100.0,-67.0,-75.0,-100.0,-62.0,-81.0,-61.0,-81.0,-100.0,-100.0,-100.0,-45.0,-79.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-77.0,-37.0,-57.0,-89.0,-100.0,-38.0,-72.0,-88.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-85.0,-82.0,-65.0,-88.0,-89.0,-82.0,-79.0,-71.0,-90.0,-76.0,-84.0,-76.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185641,66.0,24.0,51.00340007142857,-1.3218558345741072,-36.5740621875,0.07553619228303574,0.6793814751785714,9.738730049107144,0.0014883375079464284,-9.774778509821399e-05,-0.0016995289476785715,-0.06963622902653042,-0.0077663102222556195,-1.5474287207637514,1013.7687472321428,-76.0,-55.0,-68.0,-100.0,-71.0,-100.0,-79.0,-57.0,-57.0,-44.0,-100.0,-42.0,-56.0,-44.0,-43.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-81.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-76.0,-64.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-81.0,-100.0,-100.0,-65.0,-100.0,-100.0,-64.0,-76.0,-64.0,-77.0,-100.0,-100.0,-100.0,-44.0,-78.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-60.0,-84.0,-100.0,-62.0,-100.0,-84.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-70.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-83.0,-71.0,-92.0,-91.0,-78.0,-78.0,-58.0,-100.0,-77.0,-100.0,-77.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.13 185653,67.0,24.0,53.33324537623764,-6.82896228910891,-39.10896535643565,0.08069881464059406,0.5353997264356436,9.756310663366337,0.001221222976376238,0.00036243584924752455,0.0011123092898019803,-0.05483021087354358,-0.008298196764011589,-1.658100446852127,1013.7682231683167,-81.0,-56.0,-72.0,-75.0,-78.0,-64.0,-83.0,-55.0,-59.0,-43.0,-71.0,-37.0,-62.0,-43.0,-37.0,-61.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-64.0,-75.0,-100.0,-100.0,-61.0,-100.0,-100.0,-62.0,-79.0,-67.0,-82.0,-100.0,-77.0,-100.0,-100.0,-100.0,-64.0,-76.0,-88.0,-100.0,-61.0,-100.0,-100.0,-63.0,-80.0,-67.0,-82.0,-100.0,-100.0,-100.0,-42.0,-80.0,-100.0,-76.0,-100.0,-100.0,-81.0,-100.0,-70.0,-42.0,-60.0,-87.0,-81.0,-42.0,-72.0,-88.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-60.0,-100.0,-93.0,-100.0,-100.0,-69.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-67.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-93.0,-67.0,-90.0,-90.0,-76.0,-75.0,-74.0,-100.0,-74.0,-81.0,-66.0,-79.0,-100.0,-64.0,-86.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
