Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:be:a0:de:39,00:1a:be:a0:de:52,00:1a:be:a0:de:64,00:1a:be:a0:de:72,00:1a:be:a0:de:73,00:1a:be:a0:de:89,00:1a:be:a0:de:90,00:1a:be:a0:de:91,00:1a:be:a0:de:92,00:1a:be:a0:de:93,00:1a:be:a0:de:94,00:1a:be:a0:de:95,00:1a:be:a0:de:96,00:1a:be:a0:df:01,00:1a:be:a0:df:02,00:1a:be:a0:df:03,00:1a:be:a0:df:08,00:1a:be:a0:df:11,00:1a:be:a0:df:20,00:1a:be:a0:df:22,00:1a:be:a0:df:28,00:1a:be:a0:df:29,00:1a:be:a0:df:36,00:1a:be:a0:df:45,00:1a:be:a0:df:46,00:1a:be:a0:df:47,00:1a:be:a0:df:48,00:1a:be:a0:df:49,00:1a:be:a0:df:50,00:1a:be:a0:df:51,00:1a:be:a0:df:52,00:1a:be:a0:df:56,00:1a:be:a0:df:57,00:1a:be:a0:df:58,00:1a:be:a0:df:64,00:1a:be:a0:df:67,00:1a:be:a0:df:73,00:1a:be:a0:df:75,00:1a:be:a0:de:40,00:1a:be:a0:de:43,00:1a:be:a0:de:53,00:1a:be:a0:de:66,00:1a:be:a0:df:12,00:1a:be:a0:df:68,00:1a:be:a0:df:74,00:1a:be:a0:de:80,00:1a:be:a0:de:37,00:1a:be:a0:de:48,00:1a:be:a0:df:13,00:1a:be:a0:df:69,00:1a:be:a0:de:56,00:1a:be:a0:de:59,00:1a:be:a0:de:84,00:1a:be:a0:df:34,00:1a:be:a0:df:40,00:1a:be:a0:de:78,00:1a:be:a0:de:65,00:1a:be:a0:df:21,00:1a:be:a0:de:82,00:1a:be:a0:df:38,00:1a:be:a0:de:81,00:1a:be:a0:df:14,00:1a:be:a0:df:37,00:1a:be:a0:df:70,00:1a:be:a0:de:44,00:1a:be:a0:de:57,00:1a:be:a0:de:67,00:1a:be:a0:df:23,00:1a:be:a0:df:06,00:1a:be:a0:de:79,00:1a:be:a0:df:35,00:1a:be:a0:de:83,00:1a:be:a0:df:15,00:1a:be:a0:df:39,00:1a:be:a0:df:71,00:1a:be:a0:de:38,00:1a:be:a0:de:51,00:1a:be:a0:de:68,00:1a:be:a0:df:24,00:1a:be:a0:de:60,00:1a:be:a0:de:05,00:1a:be:a0:df:09,00:1a:be:a0:df:65,00:1a:be:a0:de:33,00:1a:be:a0:de:32,00:1a:be:a0:de:97,00:1a:be:a0:df:53,00:1a:be:a0:de:86,00:1a:be:a0:df:44,00:1a:be:a0:df:62,00:1a:be:a0:de:55,00:1a:be:a0:de:88,00:1a:be:a0:de:41,00:1a:be:a0:de:49,00:1a:be:a0:de:54,00:1a:be:a0:df:10,00:1a:be:a0:df:66,00:1a:be:a0:df:42,00:1a:be:a0:de:70,00:1a:be:a0:de:08,00:1a:be:a0:de:12,00:1a:be:a0:de:69,00:1a:be:a0:df:25,00:1a:be:a0:de:74,00:1a:be:a0:df:26,00:1a:be:a0:de:85,00:1a:be:a0:de:62,00:1a:be:a0:df:30,00:1a:be:a0:df:41,00:1a:be:a0:df:18,00:1a:be:a0:de:76,00:1a:be:a0:df:32,00:1a:be:a0:de:98,00:1a:be:a0:de:87,00:1a:be:a0:df:43,00:1a:be:a0:df:54,00:1a:be:a0:de:71,00:1a:be:a0:de:75,00:1a:be:a0:df:27,00:1a:be:a0:df:31,00:1a:be:a0:de:17,00:1a:be:a0:df:04,00:1a:be:a0:df:59,00:1a:be:a0:de:15,00:1a:be:a0:df:05,00:1a:be:a0:df:60,00:1a:be:a0:de:63,00:1a:be:a0:df:19,00:1a:be:a0:de:02,00:1a:be:a0:de:99,00:1a:be:a0:df:55,00:1a:be:a0:de:16,00:1a:be:a0:de:77,00:1a:be:a0:de:27,00:1a:be:a0:de:30,00:1a:be:a0:df:33,00:1a:be:a0:de:26,00:1a:be:a0:de:61,00:1a:be:a0:df:61,00:1a:be:a0:de:01,00:1a:be:a0:de:03,00:1a:be:a0:de:04,00:1a:be:a0:de:24
2021.05.19 172011,101.0,70.0,28.37123037692308,-13.871076657692306,-34.29553803076922,-0.4803836146230769,0.6885934345384616,9.928191996153846,0.0029431486326923083,-0.002301223271615385,-0.003767017864415385,-0.06921575350257061,0.04833588186884294,-1.9729117255944473,1003.2550773846154,-100.0,-100.0,-80.0,-100.0,-65.0,-69.0,-77.0,-85.0,-100.0,-79.0,-100.0,-100.0,-100.0,-68.0,-80.0,-100.0,-85.0,-100.0,-81.0,-71.0,-100.0,-65.0,-77.0,-68.0,-77.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-67.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-72.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-78.0,-100.0,-79.0,-87.0,-88.0,-73.0,-88.0,-100.0,-100.0,-100.0,-100.0,-86.0,-87.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172024,100.0,71.0,28.622747702290077,-15.327480671755724,-34.69190795419847,-0.5781533926717557,0.7730766092366413,9.92631609923664,0.0019037453553435116,-0.0030718175290839695,0.0018996090471908391,-0.0776079383230846,0.058205990255845816,-2.0100299893444733,1003.2512154961831,-100.0,-100.0,-79.0,-67.0,-64.0,-70.0,-77.0,-87.0,-100.0,-81.0,-100.0,-88.0,-100.0,-68.0,-82.0,-100.0,-81.0,-93.0,-79.0,-72.0,-66.0,-64.0,-78.0,-70.0,-78.0,-87.0,-100.0,-81.0,-100.0,-89.0,-100.0,-69.0,-82.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-72.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-79.0,-78.0,-62.0,-100.0,-100.0,-82.0,-100.0,-82.0,-88.0,-88.0,-87.0,-100.0,-88.0,-89.0,-88.0,-88.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172035,99.0,72.0,28.171532532846715,-17.02642313868613,-34.72116740145985,-0.5978696429927007,0.9077622051094891,9.90639069562044,0.0034189101664233576,-0.00038737313970802915,-0.0023158614514160584,-0.09135214519435468,0.06012406504719792,-2.0535827544483825,1003.239553722628,-100.0,-100.0,-76.0,-72.0,-62.0,-65.0,-80.0,-100.0,-100.0,-81.0,-100.0,-87.0,-100.0,-73.0,-86.0,-100.0,-100.0,-100.0,-80.0,-70.0,-70.0,-63.0,-81.0,-65.0,-80.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-75.0,-87.0,-100.0,-85.0,-90.0,-100.0,-100.0,-100.0,-66.0,-100.0,-70.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-82.0,-82.0,-65.0,-100.0,-100.0,-82.0,-100.0,-81.0,-87.0,-87.0,-100.0,-86.0,-88.0,-100.0,-88.0,-90.0,-84.0,-83.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172047,98.0,73.0,27.70781919548872,-13.420601266917291,-37.17473646616542,-0.5239501398120301,0.8296072193984962,9.917500319548871,-0.0017724554481203015,0.0002535641938345864,0.00022713627374436093,-0.08346018822569594,0.052731066199957835,-1.9469336907666428,1003.2339860150377,-100.0,-100.0,-80.0,-66.0,-59.0,-71.0,-77.0,-100.0,-100.0,-78.0,-100.0,-88.0,-100.0,-76.0,-100.0,-100.0,-85.0,-100.0,-79.0,-67.0,-66.0,-59.0,-80.0,-71.0,-77.0,-89.0,-100.0,-79.0,-88.0,-88.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-67.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-85.0,-83.0,-67.0,-100.0,-100.0,-80.0,-100.0,-81.0,-88.0,-86.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-79.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172100,97.0,74.0,30.805969716417913,-8.646268428358209,-34.180298119402984,-0.5561149929850746,0.7979546152238807,9.93034407835821,0.004832272177985074,0.0005615675217910446,-0.0025187066264776127,-0.08008607732715887,0.0559752080033519,-1.7670603554640243,1003.2263232835819,-100.0,-100.0,-76.0,-60.0,-65.0,-66.0,-79.0,-89.0,-100.0,-84.0,-89.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-76.0,-72.0,-60.0,-65.0,-75.0,-66.0,-79.0,-88.0,-100.0,-83.0,-89.0,-100.0,-100.0,-70.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-68.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-79.0,-81.0,-67.0,-100.0,-100.0,-82.0,-100.0,-81.0,-86.0,-87.0,-84.0,-86.0,-88.0,-89.0,-88.0,-89.0,-84.0,-85.0,-77.0,-78.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172114,96.0,75.0,35.34412174045802,-13.400152450381679,-33.25236595419848,-0.6111980419160304,0.7798756151145038,9.906138366412215,0.004878798933587787,-0.0031510900286259537,-0.001117412304519084,-0.07865606441752598,0.06134156338365759,-1.8788585662841797,1003.2205378625954,-100.0,-100.0,-77.0,-60.0,-62.0,-66.0,-75.0,-100.0,-100.0,-100.0,-89.0,-87.0,-100.0,-74.0,-100.0,-100.0,-84.0,-100.0,-77.0,-65.0,-60.0,-62.0,-71.0,-66.0,-75.0,-100.0,-100.0,-100.0,-88.0,-86.0,-100.0,-74.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-65.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-88.0,-100.0,-87.0,-86.0,-86.0,-81.0,-81.0,-88.0,-88.0,-88.0,-88.0,-86.0,-86.0,-85.0,-84.0,-100.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172125,95.0,76.0,33.953283231343285,-16.776716201492537,-33.25208917164179,-0.6289438285820895,0.970503213880597,9.893893902985074,0.009910659660074627,-0.0032495022518656703,0.0016798520924029847,-0.0976758791383967,0.06341862678527826,-1.9658644973342099,1003.2126852238808,-100.0,-100.0,-75.0,-63.0,-56.0,-70.0,-75.0,-86.0,-100.0,-85.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-80.0,-100.0,-75.0,-63.0,-63.0,-57.0,-72.0,-70.0,-76.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-79.0,-90.0,-100.0,-100.0,-100.0,-78.0,-100.0,-63.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-79.0,-79.0,-78.0,-100.0,-100.0,-80.0,-100.0,-79.0,-86.0,-87.0,-81.0,-81.0,-86.0,-86.0,-85.0,-86.0,-100.0,-87.0,-79.0,-80.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172137,94.0,77.0,34.2135760729927,-15.936350043795619,-31.35766377372263,-0.759299690948905,0.7005263590510948,9.912629716788322,0.008038299850364963,-0.0017027399384671534,0.0016213210141459863,-0.07042777766711518,0.07630065233059169,-1.9734484688208922,1003.2498328467154,-100.0,-100.0,-71.0,-56.0,-56.0,-75.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-81.0,-100.0,-71.0,-65.0,-55.0,-56.0,-67.0,-74.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-64.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-75.0,-75.0,-77.0,-100.0,-100.0,-79.0,-100.0,-79.0,-86.0,-86.0,-80.0,-79.0,-80.0,-83.0,-80.0,-82.0,-100.0,-100.0,-76.0,-76.0,-100.0,-88.0,-87.0,-88.0,-91.0,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172149,93.0,78.0,35.29249953333333,-14.039499741666667,-30.936499616666666,-0.6686411413583334,0.65557239275,9.935442341666667,0.004001981902500001,-0.0017232508970833334,0.0016031140915166663,-0.06574914474040265,0.06718395103622846,-1.913419145345688,1003.2840840833331,-100.0,-100.0,-80.0,-58.0,-58.0,-75.0,-80.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-76.0,-100.0,-100.0,-82.0,-100.0,-80.0,-65.0,-57.0,-59.0,-100.0,-75.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-66.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-69.0,-69.0,-74.0,-100.0,-100.0,-72.0,-100.0,-72.0,-81.0,-81.0,-78.0,-77.0,-83.0,-71.0,-84.0,-71.0,-100.0,-100.0,-71.0,-72.0,-100.0,-83.0,-83.0,-100.0,-85.0,-100.0,-85.0,-90.0,-90.0,-86.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172201,92.0,79.0,34.72164146268657,-12.700746022388062,-32.41298458208955,-0.4094031239701493,0.7214450258955224,9.940564458955222,0.0017916221582089551,-0.0009336850580597018,-0.0033939765960447764,-0.0724375988982284,0.04114255997171594,-1.8677968267184586,1003.320436641791,-100.0,-100.0,-74.0,-54.0,-51.0,-70.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-77.0,0.0,-53.0,-51.0,-64.0,-70.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,0.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-64.0,-63.0,-74.0,-100.0,-100.0,-73.0,-100.0,-73.0,-87.0,-85.0,-75.0,-76.0,-80.0,-73.0,-80.0,-73.0,-100.0,-100.0,-74.0,-74.0,-100.0,-86.0,-85.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172213,91.0,80.0,33.09940251492537,-11.073134149253733,-32.773880231343284,-0.49833078216417914,0.8116770269402985,9.935936720149254,0.0027307134455223877,0.002690478453134328,-0.0043057154357910455,-0.08143278127953182,0.05009260438660627,-1.826616226737179,1003.3182704477613,-100.0,-100.0,-72.0,-54.0,-54.0,-75.0,-80.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-71.0,-59.0,-54.0,-54.0,-63.0,-75.0,-80.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-58.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-67.0,-67.0,-85.0,-100.0,-100.0,-72.0,-100.0,-73.0,-83.0,-84.0,-72.0,-72.0,-80.0,-78.0,-80.0,-79.0,-100.0,-100.0,-74.0,-74.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-89.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172225,90.0,81.0,31.054999492424244,-11.53954518560606,-33.544545,-0.5243461828787879,0.8379417665909091,9.910084796969699,0.001676066259848486,-0.0022665504895454545,0.0014272589804696968,-0.08437264346602284,0.05263825112982,-1.854614293936527,1003.3128917424242,-100.0,-100.0,-69.0,-58.0,-55.0,-73.0,-82.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-69.0,-64.0,-58.0,-55.0,-72.0,-73.0,-81.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-74.0,-100.0,-63.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-56.0,-57.0,-82.0,-100.0,-100.0,-72.0,-100.0,-72.0,-84.0,-82.0,-72.0,-72.0,-80.0,-74.0,-80.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-81.0,-88.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.19 172236,89.0,82.0,31.012856698412698,-12.366666396825398,-32.47142796031746,-0.5827968921428571,0.9877143635714285,9.897875031746032,0.005719191759523809,-0.003939818924682539,-0.0032959282054920644,-0.09946064769275602,0.05869395037492113,-1.8678609738274226,1003.3027737301587,-100.0,-100.0,-68.0,-51.0,-52.0,-74.0,-80.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-87.0,-100.0,-100.0,-79.0,-100.0,-69.0,-63.0,-51.0,-52.0,-72.0,-74.0,-80.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-63.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-60.0,-60.0,-100.0,-100.0,-100.0,-69.0,-100.0,-69.0,-81.0,-81.0,-65.0,-66.0,-78.0,-70.0,-78.0,-70.0,-100.0,-100.0,-69.0,-69.0,-100.0,-80.0,-80.0,-88.0,-100.0,-86.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-86.0,-88.0,-86.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
