Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ab:a0:de:a1,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:d9,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:m8,00:1a:ac:a0:de:e5,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:d7,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:cs:a0:de:10,00:1a:ac:a0:de:g2,00:1a:cs:a0:de:52,00:1a:cs:a0:de:53,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:n8,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:n9,70:5d:cc:b5:7e:cc,00:1a:ac:a0:de:d2,2c:5d:93:16:e5:d8,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:u9,70:5d:cc:05:03:10
2021.02.07 170337,48.0,17.0,3.753214233928572,-26.506606857142856,-28.868570946428576,-0.1622762504017857,0.4934771446428572,9.987631892857141,0.0016193166452678571,-0.0015029030901785709,-0.0022841997317857147,-0.049344489858153096,0.01628069955040696,-3.012789302638599,1012.1517846428571,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-73.0,-100.0,-100.0,-100.0,-73.0,-84.0,-81.0,-100.0,-73.0,-84.0,-100.0,-77.0,-100.0,-74.0,-89.0,-70.0,-71.0,-100.0,-60.0,-100.0,-67.0,-87.0,-84.0,-86.0,-68.0,-81.0,-100.0,-100.0,-100.0,-100.0,-69.0,-71.0,-85.0,-67.0,-80.0,-100.0,-100.0,-83.0,-100.0,-77.0,-68.0,-81.0,-87.0,-100.0,-100.0,-69.0,-70.0,-100.0,-67.0,-80.0,-100.0,-100.0,-82.0,-100.0,-100.0,-63.0,-82.0,-70.0,-83.0,-83.0,-100.0,-77.0,-76.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-91.0,-85.0,-100.0,-77.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170351,48.0,16.0,2.970265446902655,-29.200884584070792,-30.333981831858406,-0.23599498024778762,0.45194585707964596,9.987240566371682,0.0016246258530973447,0.00012542726707964627,-0.00401224935938053,-0.045174629056611904,0.023689201907228535,-3.0615985034841353,1012.2148876106195,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-64.0,-100.0,-100.0,-100.0,-80.0,-87.0,-82.0,-100.0,-80.0,-87.0,-100.0,-82.0,-100.0,-78.0,-85.0,-72.0,-76.0,-100.0,-55.0,-100.0,-67.0,-100.0,-82.0,-84.0,-74.0,-86.0,-100.0,-100.0,-100.0,-100.0,-65.0,-75.0,-80.0,-74.0,-85.0,-100.0,-100.0,-84.0,-100.0,-81.0,-62.0,-87.0,-100.0,-100.0,-100.0,-65.0,-75.0,-79.0,-73.0,-85.0,-100.0,-100.0,-84.0,-100.0,-100.0,-65.0,-81.0,-100.0,-100.0,-100.0,-100.0,-80.0,-83.0,-100.0,-100.0,-80.0,-82.0,-100.0,-94.0,-88.0,-81.0,-100.0,-77.0,-100.0,-100.0,-93.0,-100.0,-100.0,-85.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170401,48.0,15.0,2.17749996175,-31.266499549999995,-30.46649953333333,-0.218357862225,0.46993628691666667,9.998052670833333,0.0009720901066666669,-0.0010309369448333338,-0.005126177549499999,-0.04694165385638669,0.021855552455720757,-3.039255791902542,1012.2493468333334,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-79.0,-100.0,-100.0,-86.0,-84.0,-88.0,-88.0,-100.0,-83.0,-88.0,-100.0,-88.0,-100.0,-79.0,-100.0,-73.0,-79.0,-100.0,-56.0,-91.0,-61.0,-83.0,-84.0,-85.0,-72.0,-88.0,-100.0,-100.0,-100.0,-100.0,-73.0,-72.0,-83.0,-70.0,-86.0,-100.0,-100.0,-87.0,-100.0,-82.0,-73.0,-88.0,-100.0,-100.0,-100.0,-73.0,-72.0,-83.0,-70.0,-86.0,-100.0,-100.0,-87.0,-100.0,-100.0,-64.0,-83.0,-72.0,-100.0,-100.0,-100.0,-82.0,-88.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170412,48.0,14.0,5.7009599456,-31.049759592000004,-29.93135964,-0.21056210364,0.40988069167999996,9.997648800000002,-0.00043432513888000016,-0.0015919147977599994,-0.00057176985992,-0.0409332720637321,0.021072434321045833,-2.973904396057129,1012.2857864000001,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-74.0,-100.0,-100.0,-100.0,-83.0,-100.0,-84.0,-100.0,-83.0,-100.0,-100.0,-84.0,-100.0,-83.0,-84.0,-71.0,-74.0,-100.0,-61.0,-100.0,-69.0,-100.0,-83.0,-85.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-69.0,-78.0,-78.0,-89.0,-100.0,-100.0,-100.0,-100.0,-80.0,-81.0,-91.0,-100.0,-100.0,-100.0,-67.0,-69.0,-78.0,-79.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-80.0,-72.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-90.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170424,48.0,13.0,7.576034346551723,-30.719999534482756,-31.79120662931034,-0.21934446862068963,0.42933888215517235,9.991845362068966,0.0024562472012931032,-0.002630596302586206,-0.003909537515344828,-0.04294429240940969,0.02198455818318597,-2.9122426509857178,1012.3232206896549,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-73.0,-100.0,-100.0,-100.0,-85.0,-100.0,-88.0,-100.0,-84.0,-100.0,-100.0,-88.0,-100.0,-81.0,-87.0,-71.0,-79.0,-100.0,-62.0,-100.0,-69.0,-85.0,-100.0,-90.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-73.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-65.0,-73.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-86.0,-100.0,-100.0,-90.0,-88.0,-100.0,-80.0,-100.0,-100.0,-93.0,-100.0,-100.0,-78.0,-100.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170435,49.0,13.0,23.440884654867258,-0.715752202300885,-31.74530936283186,-0.09930943348672565,0.39162284256637164,9.999275539823008,0.002030067287964602,-0.002718069265132743,-0.0014228295434513276,-0.039148809932238175,0.009944200162889284,-1.5460538526551912,1012.319669380531,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-82.0,-100.0,-100.0,-100.0,-75.0,-100.0,-86.0,-100.0,-73.0,-100.0,-100.0,-86.0,-100.0,-83.0,-100.0,-74.0,-100.0,-100.0,-59.0,-100.0,-70.0,-100.0,-87.0,-88.0,-78.0,-92.0,-100.0,-100.0,-100.0,-100.0,-75.0,-70.0,-79.0,-72.0,-85.0,-100.0,-100.0,-100.0,-100.0,-86.0,-80.0,-100.0,-100.0,-100.0,-100.0,-76.0,-70.0,-100.0,-72.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-80.0,-77.0,-100.0,-100.0,-100.0,-86.0,-90.0,-100.0,-100.0,-80.0,-86.0,-100.0,-100.0,-100.0,-89.0,-100.0,-85.0,-100.0,-100.0,-92.0,-100.0,-87.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-87.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170446,50.0,13.0,-1.5915789285087718,14.36578919736842,-28.22052597368421,-0.3217989347368421,0.4248157594736841,9.988053346491228,0.0014262203222807017,-0.0030438449473684207,-0.010870186294035087,-0.04247688273327389,0.032238858800969585,0.15451765952125324,1012.3283707894736,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-71.0,-100.0,-100.0,-100.0,-76.0,-100.0,-84.0,-100.0,-75.0,-100.0,-100.0,-84.0,-100.0,-81.0,-100.0,-83.0,-82.0,-100.0,-63.0,-100.0,-75.0,-88.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-71.0,-71.0,-75.0,-82.0,-100.0,-100.0,-100.0,-100.0,-81.0,-73.0,-100.0,-100.0,-100.0,-100.0,-69.0,-71.0,-72.0,-75.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-85.0,-68.0,-100.0,-100.0,-100.0,-81.0,-91.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-86.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170456,50.0,14.0,-2.3144347430434786,14.555999647826084,-26.418260565217395,-0.1299154328347826,0.4257853400869565,9.985978834782607,0.0011409634079130435,-0.004548502703999999,6.374245999999997e-05,-0.04260721005823297,0.013078396170116595,0.1631914998913366,1012.3436830434781,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-69.0,-91.0,-80.0,-84.0,-100.0,-66.0,-100.0,-74.0,-92.0,-88.0,-90.0,-75.0,-91.0,-100.0,-100.0,-100.0,-100.0,-72.0,-68.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-75.0,-92.0,-100.0,-100.0,-100.0,-73.0,-68.0,-73.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-84.0,-75.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-80.0,-89.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-86.0,-100.0,-100.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170507,50.0,15.0,-1.403999981818182,15.717272422727271,-28.459090481818173,-0.07635559983454546,0.3074684168,10.000254640909093,0.0028690119870000007,0.0005216791023636369,-0.004570382735454546,-0.030699872403320897,0.007625184021556321,0.09377045178341423,1012.3856410909092,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-81.0,-100.0,-100.0,-100.0,-90.0,-90.0,-100.0,-100.0,-82.0,-100.0,-100.0,-85.0,-100.0,-76.0,-100.0,-77.0,-86.0,-100.0,-68.0,-100.0,-75.0,-100.0,-84.0,-100.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-70.0,-81.0,-73.0,-75.0,-88.0,-100.0,-100.0,-100.0,-100.0,-75.0,-82.0,-82.0,-100.0,-100.0,-100.0,-70.0,-81.0,-69.0,-75.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-88.0,-100.0,-100.0,-100.0,-100.0,-74.0,-86.0,-100.0,-100.0,-81.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-91.0,-88.0,-100.0,-100.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170517,50.0,16.0,-2.4254999711666665,17.883999783333334,-33.63049949166666,-0.15708437903166667,0.21664196448333334,10.019102383333331,0.0024279857469999993,-0.002130494299166666,-0.004617123128666667,-0.021624241954608155,0.01572396917290457,0.15409481435005243,1012.4333368333333,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-81.0,-100.0,-100.0,-100.0,-80.0,-100.0,-87.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-79.0,-100.0,-100.0,-70.0,-100.0,-78.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-78.0,-65.0,-81.0,-88.0,-100.0,-100.0,-100.0,-100.0,-75.0,-79.0,-100.0,-100.0,-100.0,-100.0,-71.0,-79.0,-64.0,-80.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-76.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-82.0,-82.0,-86.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170528,50.0,17.0,-4.6526315114035075,15.81473659649123,-35.47789422807018,-0.11145979386666666,0.43712317394736844,9.996874482456139,0.0014905220245614035,-0.0010558537292982458,-0.0061922444409649125,-0.04364817403256888,0.011230347937446764,0.2791076978962672,1012.4802557894736,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-79.0,-100.0,-100.0,-100.0,-82.0,-100.0,-89.0,-100.0,-82.0,-100.0,-100.0,-90.0,-100.0,-79.0,-90.0,-78.0,-100.0,-100.0,-66.0,-100.0,-77.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-75.0,-70.0,-78.0,-100.0,-100.0,-100.0,-90.0,-100.0,-71.0,-80.0,-100.0,-100.0,-100.0,-100.0,-73.0,-75.0,-69.0,-78.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-75.0,-88.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-76.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170538,50.0,18.0,-4.954999921296297,17.53333313888889,-33.28555500925926,-0.16325407175925927,0.4593238877777779,9.99909022222222,0.0015801272395370377,-0.0007781064662962949,-0.0034513885747222217,-0.045884235313645064,0.016361918545077958,0.27861350981725586,1012.5156044444445,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-80.0,-100.0,-100.0,-100.0,-84.0,-100.0,-87.0,-100.0,-84.0,-100.0,-100.0,-87.0,-100.0,-78.0,-90.0,-82.0,-100.0,-100.0,-73.0,-100.0,-80.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-77.0,-67.0,-74.0,-100.0,-100.0,-100.0,-91.0,-100.0,-68.0,-84.0,-100.0,-100.0,-100.0,-100.0,-68.0,-77.0,-67.0,-72.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-72.0,-100.0,-82.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-87.0,-100.0,-85.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-93.0,-100.0,-74.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-90.0,-91.0,-90.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170548,50.0,19.0,-5.9944536882352955,19.56403340336135,-32.21294078991597,-0.19280954187394958,0.4783922028571429,9.991228273109245,-0.0006810532624369756,-0.0024808009050420175,-0.004946468479831932,-0.047817696261556165,0.019331427919091378,0.30145491446767536,1012.5479855462183,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-82.0,-100.0,-100.0,-100.0,-82.0,-100.0,-87.0,-100.0,-81.0,-100.0,-100.0,-87.0,-100.0,-84.0,-100.0,-80.0,-100.0,-100.0,-73.0,-100.0,-85.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-77.0,-70.0,-65.0,-86.0,-100.0,-100.0,-100.0,-100.0,-67.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-69.0,-65.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-85.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-72.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-86.0,-100.0,-100.0,-88.0,-88.0,-100.0,-87.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170558,50.0,20.0,-8.068999801666667,21.405999800000004,-31.199999616666666,-0.06508437012833333,0.3240650955833333,9.991608070833335,0.002743599485416667,-0.002161037563333333,-0.005991569890666666,-0.03240854070366666,0.006518051039650619,0.3516676268229882,1012.5526279166666,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-82.0,-100.0,-100.0,-100.0,-79.0,-100.0,-81.0,-100.0,-79.0,-100.0,-100.0,-80.0,-100.0,-90.0,-86.0,-79.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-88.0,-100.0,-100.0,-100.0,-100.0,-71.0,-79.0,-67.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-76.0,-87.0,-100.0,-100.0,-100.0,-70.0,-80.0,-66.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-85.0,-100.0,-78.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-74.0,-100.0,-100.0,-69.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-84.0,-84.0,-79.0,-100.0,-87.0,-100.0,-85.0,-100.0,-85.0,-90.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.07 170609,50.0,21.0,-5.443414563414633,21.480975406504065,-33.00292645528456,-0.044225954128455286,0.4392229011382114,9.995201837398373,-0.0014707499896747971,0.000122878340813008,-0.0059358222694308954,-0.043922765634772216,0.0044390899171802695,0.23673360413167535,1012.5555943089433,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-79.0,-100.0,-100.0,-100.0,-77.0,-100.0,-82.0,-100.0,-77.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-87.0,-100.0,-100.0,-100.0,-100.0,-69.0,-84.0,-65.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-68.0,-87.0,-100.0,-100.0,-100.0,-69.0,-84.0,-65.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-83.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-84.0,-73.0,-100.0,-100.0,-61.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-74.0,-74.0,-80.0,-100.0,-100.0,-100.0,-80.0,-100.0,-80.0,-89.0,-100.0,-100.0,-82.0,-83.0,-82.0,-83.0,-89.0
