Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,32:24:a9:c6:2d:75,70:5d:cc:e8:73:1c,70:5d:cc:e8:73:1e,86:25:19:b5:ef:50,88:36:6c:4b:14:1c,ea:d8:d1:b4:cf:21,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:k9,88:36:6c:51:f3:22,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,70:5d:cc:b6:d1:c8,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:l1,72:5d:cc:c6:d1:c8,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:f2,70:5d:cc:05:03:10,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l7,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:n5,70:5d:cc:b1:75:50,90:9f:33:a4:06:5c,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:b1,70:5d:cc:ea:72:5c,00:1a:ac:a0:de:k2,72:5d:cc:4b:31:60,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1b:ad:a1:df:a8,28:b3:71:0f:d8:ec,28:b3:71:0f:d8:ed,28:b3:71:4f:d8:ec,28:b3:71:8f:d8:ec,28:b3:71:cf:d8:ec,00:1a:ac:a0:de:h5,28:b3:71:0f:d8:e9,28:b3:71:4f:d8:e8,28:b3:71:8f:d8:e8,28:b3:71:cf:d8:e8,00:1a:ac:a0:de:j8,28:b3:71:0f:d8:e8,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,70:5d:cc:ea:72:5e,70:5d:cc:1b:31:60,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:e4,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:j3
2021.05.22 152240,19.0,24.0,30.683635893939393,7.522272584848484,-33.86499955303031,-0.2201100355833333,0.4724520921212121,9.968309212121213,0.0009143173290757575,-0.003040905607499999,0.005933019406439394,-0.04735486264425241,0.022085272516547228,-1.2734557101220796,1000.6074170454543,-63.0,-100.0,-100.0,-81.0,-82.0,-100.0,-100.0,-100.0,-58.0,-68.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-69.0,-65.0,-81.0,-82.0,-100.0,-38.0,-35.0,-46.0,-59.0,-75.0,-100.0,-85.0,-100.0,-79.0,-66.0,-68.0,-59.0,-64.0,-61.0,-74.0,-100.0,-64.0,-66.0,-80.0,-100.0,-38.0,-35.0,-46.0,-59.0,-75.0,-100.0,-84.0,-73.0,-79.0,-67.0,-68.0,-59.0,-64.0,-60.0,-74.0,-100.0,-65.0,-59.0,-56.0,-82.0,-100.0,-65.0,-65.0,-81.0,-64.0,-85.0,-67.0,-100.0,-87.0,-82.0,-89.0,-80.0,-81.0,-100.0,-100.0,-81.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-76.0,-100.0,-100.0,-100.0,-100.0,-91.0,-82.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152255,20.0,24.0,33.608905898437506,5.97328114375,-34.8117181484375,-0.2375195427953125,0.6828172457421875,9.9627084140625,0.0009921213046640634,-0.0063300912327343755,0.00560083205859375,-0.0684631519616232,0.023786846166785787,-1.3194427350535989,1000.6093867187501,-100.0,-100.0,-69.0,-85.0,-100.0,-100.0,-100.0,-67.0,-53.0,-78.0,-100.0,-80.0,-100.0,-100.0,-100.0,-82.0,-62.0,-59.0,-76.0,-100.0,-100.0,-32.0,-36.0,-50.0,-67.0,-79.0,-75.0,-86.0,-74.0,-81.0,-59.0,-72.0,-53.0,-58.0,-65.0,-71.0,-83.0,-62.0,-59.0,-76.0,-100.0,-32.0,-36.0,-50.0,-66.0,-80.0,-78.0,-86.0,-74.0,-81.0,-57.0,-72.0,-53.0,-58.0,-68.0,-71.0,-100.0,-68.0,-60.0,-60.0,-81.0,-100.0,-64.0,-68.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-84.0,-85.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-88.0,-100.0,-89.0,-84.0,-100.0,-100.0,-100.0,-83.0,-83.0,-100.0,-100.0,-77.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152306,21.0,24.0,35.85348803875969,7.1223254635658915,-37.70604596899226,-0.2507121248294574,0.47245166937984495,9.965454263565892,0.0015380973348604653,-0.0021786340984496127,-5.7032946511628154e-05,-0.04737157703832134,0.025162147942843778,-1.3194532265034757,1000.61442,-66.0,-86.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-68.0,-81.0,-76.0,-100.0,-100.0,-100.0,-100.0,-61.0,-59.0,-79.0,-100.0,-100.0,-29.0,-41.0,-56.0,-69.0,-79.0,-64.0,-86.0,-100.0,-80.0,-65.0,-69.0,-51.0,-56.0,-67.0,-69.0,-100.0,-63.0,-59.0,-79.0,-100.0,-30.0,-41.0,-56.0,-69.0,-80.0,-71.0,-85.0,-100.0,-80.0,-65.0,-68.0,-51.0,-56.0,-65.0,-69.0,-100.0,-68.0,-61.0,-49.0,-84.0,-100.0,-63.0,-67.0,-100.0,-64.0,-100.0,-69.0,-77.0,-100.0,-78.0,-100.0,-85.0,-84.0,-100.0,-77.0,-80.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152318,22.0,24.0,37.723510984732826,7.249923514503816,-41.79664045038168,-0.16937209743511453,0.5106750567938931,9.958392072519084,0.0018123156999312981,-0.0036904887533587786,0.0012762139645038167,-0.051329139349911006,0.01697851221107355,-1.3212053775787354,1000.6200370992366,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-59.0,-83.0,-100.0,-100.0,-37.0,-39.0,-61.0,-67.0,-78.0,-71.0,-86.0,-100.0,-80.0,-63.0,-71.0,-55.0,-60.0,-67.0,-65.0,-100.0,-64.0,-57.0,-85.0,-100.0,-38.0,-41.0,-61.0,-67.0,-78.0,-67.0,-86.0,-100.0,-80.0,-64.0,-71.0,-52.0,-61.0,-68.0,-65.0,-100.0,-73.0,-60.0,-58.0,-100.0,-100.0,-63.0,-65.0,-100.0,-62.0,-100.0,-67.0,-74.0,-100.0,-78.0,-100.0,-80.0,-80.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-73.0,-77.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152330,23.0,24.0,37.23089069306931,4.862376144554456,-42.65108872277229,-0.30687017161782176,0.49658681972277235,9.963217514851486,0.003266139369772278,-0.00393841741980198,-0.00045504023168316845,-0.04974059617529518,0.030778427990983282,-1.377358071874864,1000.5995791089109,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-57.0,-63.0,-76.0,-100.0,-100.0,-37.0,-42.0,-100.0,-66.0,-78.0,-100.0,-87.0,-100.0,-82.0,-66.0,-71.0,-53.0,-49.0,-69.0,-66.0,-100.0,-57.0,-63.0,-77.0,-100.0,-36.0,-42.0,-100.0,-67.0,-77.0,-77.0,-87.0,-100.0,-82.0,-66.0,-71.0,-53.0,-50.0,-67.0,-66.0,-100.0,-100.0,-61.0,-58.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-88.0,-63.0,-100.0,-100.0,-71.0,-100.0,-81.0,-81.0,-100.0,-100.0,-78.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152340,24.0,24.0,35.97565168115942,3.239565165942029,-42.162173260869565,-0.3731772234057971,0.6374496440797102,9.954318920289856,0.0022801120380217393,-0.0026123341255797094,-0.0001317698355072457,-0.06389473249932083,0.037435985575227586,-1.3974748651186626,1000.5788500000001,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-69.0,-64.0,-100.0,-85.0,-100.0,-100.0,-100.0,-84.0,-58.0,-60.0,-73.0,-100.0,-100.0,-42.0,-48.0,-57.0,-69.0,-76.0,-100.0,-89.0,-71.0,-82.0,-64.0,-71.0,-48.0,-56.0,-67.0,-68.0,-100.0,-58.0,-60.0,-72.0,-100.0,-41.0,-48.0,-100.0,-69.0,-75.0,-100.0,-88.0,-72.0,-82.0,-100.0,-71.0,-49.0,-56.0,-67.0,-68.0,-100.0,-100.0,-64.0,-52.0,-100.0,-100.0,-66.0,-68.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-69.0,-89.0,-80.0,-79.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152352,25.0,24.0,37.49767386046511,2.868372034883721,-42.35999956589147,-0.31368711821705425,0.8077986232558139,9.951051468992247,-0.002174448049635658,-0.0029789149145736443,0.010251909755426359,-0.08095962704383122,0.031520766868420765,-1.395871259445368,1000.5890425581395,-68.0,-100.0,-77.0,-90.0,-100.0,-100.0,-100.0,-100.0,-68.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-59.0,-73.0,-100.0,-100.0,-45.0,-54.0,-60.0,-72.0,-76.0,-72.0,-89.0,-74.0,-78.0,-61.0,-73.0,-43.0,-49.0,-64.0,-65.0,-82.0,-61.0,-61.0,-73.0,-100.0,-45.0,-54.0,-60.0,-73.0,-76.0,-100.0,-89.0,-100.0,-79.0,-65.0,-73.0,-43.0,-49.0,-66.0,-65.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-57.0,-100.0,-100.0,-65.0,-100.0,-67.0,-88.0,-82.0,-81.0,-100.0,-71.0,-100.0,-100.0,-78.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-60.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-71.0,-65.0,-100.0,-100.0,-87.0,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152405,26.0,24.0,36.1521946097561,5.692682829268293,-38.39073121951219,-0.30136717315447153,0.6483228998373983,9.950430906504065,0.003587134863365853,-0.0035908197359349582,0.0004657077252032518,-0.06499125655528487,0.030335603084044135,-1.3386844939332667,1000.5841865040651,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-55.0,-74.0,-100.0,-100.0,-45.0,-61.0,-65.0,-74.0,-78.0,-76.0,-88.0,-100.0,-81.0,-67.0,-70.0,-47.0,-56.0,-59.0,-63.0,-100.0,-65.0,-54.0,-74.0,-100.0,-45.0,-61.0,-65.0,-74.0,-77.0,-77.0,-86.0,-100.0,-80.0,-60.0,-70.0,-48.0,-56.0,-59.0,-63.0,-100.0,-100.0,-71.0,-59.0,-100.0,-100.0,-66.0,-68.0,-100.0,-54.0,-90.0,-100.0,-64.0,-100.0,-72.0,-100.0,-81.0,-82.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-68.0,-100.0,-85.0,-100.0,-68.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-89.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152416,27.0,24.0,32.36055897902098,9.399020744755244,-34.87678278321678,-0.32233970910489507,0.4552303362937063,9.963163496503496,-0.0024276425000629375,-0.004167233036993007,0.004536857582517483,-0.045610779277667664,0.0323505887266743,-1.2307772327969957,1000.5880644755246,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-77.0,-73.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-58.0,-65.0,-100.0,-100.0,-48.0,-60.0,-100.0,-76.0,-80.0,-100.0,-87.0,-67.0,-80.0,-64.0,-76.0,-47.0,-50.0,-64.0,-62.0,-100.0,-62.0,-56.0,-66.0,-100.0,-49.0,-60.0,-100.0,-76.0,-79.0,-100.0,-89.0,-68.0,-80.0,-65.0,-76.0,-46.0,-50.0,-64.0,-62.0,-100.0,-78.0,-74.0,-62.0,-100.0,-100.0,-100.0,-66.0,-100.0,-53.0,-89.0,-66.0,-100.0,-100.0,-79.0,-100.0,-87.0,-86.0,-100.0,-70.0,-76.0,-87.0,-100.0,-100.0,-72.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-71.0,-84.0,-100.0,-100.0,-100.0,-89.0,-89.0,-92.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152428,28.0,24.0,30.98887165413534,10.051578714285714,-32.26646571428571,-0.3267555049398497,0.6464722025563909,9.962919533834587,0.0018945686330375943,-0.0018545272950375939,0.004199868437593985,-0.06477368380734341,0.03276580581756627,-1.1834178705860798,1000.6030681203006,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-55.0,-63.0,-81.0,-100.0,-53.0,-64.0,-67.0,-81.0,-85.0,-76.0,-100.0,-100.0,-75.0,-73.0,-71.0,-41.0,-43.0,-100.0,-59.0,-100.0,-63.0,-54.0,-62.0,-100.0,-53.0,-64.0,-100.0,-81.0,-84.0,-72.0,-100.0,-100.0,-75.0,-72.0,-71.0,-42.0,-43.0,-100.0,-60.0,-100.0,-100.0,-80.0,-67.0,-100.0,-100.0,-100.0,-67.0,-83.0,-54.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-87.0,-88.0,-100.0,-66.0,-71.0,-100.0,-71.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-86.0,-68.0,-75.0,-100.0,-100.0,-100.0,-87.0,-87.0,-89.0,-90.0,-90.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 152439,29.0,24.0,31.907659156028366,9.106808286524823,-30.70255271631206,-0.27157189279007093,0.6078061891489361,9.95909643971631,-0.0028556391355035455,-0.00731814410326241,0.0038832141308510638,-0.06095031849670067,0.02724105723165895,-1.2293413513941123,1000.6032664539009,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-57.0,-72.0,-100.0,-100.0,-58.0,-61.0,-100.0,-79.0,-79.0,-70.0,-89.0,-70.0,-78.0,-70.0,-72.0,-41.0,-42.0,-62.0,-70.0,-76.0,-65.0,-56.0,-72.0,-100.0,-58.0,-61.0,-100.0,-81.0,-78.0,-76.0,-89.0,-100.0,-78.0,-69.0,-72.0,-41.0,-42.0,-61.0,-70.0,-100.0,-100.0,-74.0,-71.0,-100.0,-100.0,-100.0,-68.0,-100.0,-63.0,-100.0,-66.0,-80.0,-100.0,-87.0,-88.0,-86.0,-87.0,-100.0,-66.0,-69.0,-88.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-65.0,-79.0,-100.0,-100.0,-100.0,-87.0,-89.0,-90.0,-92.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
