Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ia:ct:de:06,00:1a:ia:ct:de:07,00:1a:ia:ct:de:09,00:1a:ia:ct:de:10,00:1a:ia:ct:de:16,00:1a:ia:ct:de:18,00:1a:ia:ct:de:19,00:1a:ia:ct:de:23,00:1a:ia:ct:de:24,00:1a:ia:ct:de:29,00:1a:ia:ct:de:30,00:1a:ia:ct:de:31,00:1a:ia:ct:de:32,00:1a:ia:ct:de:40,00:1a:ia:ct:de:47,00:1a:ia:ct:de:62,00:1a:ia:ct:de:63,00:1a:ia:ct:de:65,00:1a:ia:ct:de:68,00:1a:ia:ct:de:69,00:1a:ia:ct:de:70,00:1a:ia:ct:de:71,00:1a:ia:ct:de:72,00:1a:ia:ct:de:74,00:1a:ia:ct:de:75,00:1a:ia:ct:de:76,00:1a:ia:ct:de:77,00:1a:ia:ct:de:78,00:1a:ia:ct:de:80,00:1a:ia:ct:de:82,00:1a:ia:ct:de:83,00:1a:ia:ct:de:84,00:1a:ia:ct:de:85,00:1a:ia:ct:de:86,00:1a:ia:ct:de:87,00:1a:ia:ct:de:89,00:1a:ia:ct:de:90,00:1a:ia:ct:de:91,00:1a:ia:ct:de:92,00:1a:ia:ct:de:93,00:1a:ia:ct:de:94,00:1a:ia:ct:de:95,00:1a:ia:ct:de:96,00:1a:ia:ct:de:97,00:1a:ia:ct:de:98,00:1a:ia:ct:df:01,00:1a:ia:ct:df:02,00:1a:ia:ct:df:03,00:1a:ia:ct:df:04,00:1a:ia:ct:df:05,00:1a:ia:ct:df:06,00:1a:ia:ct:df:07,00:1a:ia:ct:df:08,00:1a:ia:ct:df:09,00:1a:ia:ct:df:11,00:1a:ia:ct:df:12,00:1a:ia:ct:df:13,00:1a:ia:ct:de:36,00:1a:ia:ct:de:39,00:1a:ia:ct:de:46,00:1a:ia:ct:de:64,00:1a:ia:ct:de:66,00:1a:ia:ct:de:67,00:1a:ia:ct:de:79,00:1a:ia:ct:de:81,00:1a:ia:ct:de:99,00:1a:ia:ct:df:10,00:1a:ia:ct:df:15,94:f6:65:00:06:7c,00:1a:ia:ct:de:44,00:1a:ia:ct:de:17,00:1a:ia:ct:de:58,00:1a:ia:ct:de:59,00:1a:ia:ct:de:35,00:1a:ia:ct:de:57,00:1a:ia:ct:df:14,50:64:2b:74:9e:a9,00:23:eb:22:cc:77,88:3c:1c:7c:d0:74,00:1a:ia:ct:de:73,00:1a:ia:ct:de:88,00:25:a6:ba:e3:64,00:1a:ia:ct:de:51,00:1a:ia:ct:de:05,00:1a:ia:ct:de:12,00:1a:ia:ct:de:26,00:1a:ia:ct:de:33,00:1a:ia:ct:de:41,00:1a:ia:ct:de:49,00:1a:ia:ct:de:53,00:1a:ia:ct:de:54,00:1a:ia:ct:de:13,00:1a:ia:ct:de:21,00:1a:ia:ct:de:27,00:1a:ia:ct:de:34,00:1a:ia:ct:de:50,00:1a:ia:ct:de:22,00:1a:ia:ct:de:38,00:1a:ia:ct:de:08,00:1a:ia:ct:de:15,00:1a:ia:ct:de:55,00:1a:ia:ct:df:17,00:1a:ia:ct:de:14,00:1a:ia:ct:de:20,00:1a:ia:ct:de:28,00:1a:ia:ct:de:45,00:1a:ia:ct:de:56,00:1a:ia:ct:de:42,00:1a:ia:ct:de:61,00:1a:ia:ct:de:48,00:1a:ia:ct:de:60
2021.02.12 113655,22.0,18.0,36.771250821428566,-8.789353617857143,-34.80154527678571,-0.22648366464285716,0.6902232267857143,9.73936671875,-0.00019802322696428485,-0.006723603745750539,0.0007749145401250009,-0.0707533606660685,0.0232602363939804,-1.7425592562982015,1016.7029465178572,-100.0,-100.0,-59.0,-79.0,-62.0,-66.0,-82.0,-59.0,-78.0,-64.0,-78.0,-66.0,-84.0,-100.0,-100.0,-71.0,-70.0,-100.0,-64.0,-70.0,-53.0,-64.0,-100.0,-60.0,-72.0,-54.0,-69.0,-71.0,-100.0,-100.0,-63.0,-73.0,-56.0,-66.0,-100.0,-60.0,-74.0,-53.0,-70.0,-43.0,-60.0,-100.0,-67.0,-59.0,-69.0,-77.0,-50.0,-77.0,-45.0,-61.0,-100.0,-69.0,-59.0,-69.0,-76.0,-50.0,-77.0,-83.0,-100.0,-100.0,-86.0,-84.0,-100.0,-85.0,-83.0,-61.0,-61.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-81.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113737,22.0,16.0,9.71417042672414,-35.30254343103448,-31.537913715517245,-0.2398397049655172,0.7228854333620689,9.739679961206896,0.002163026821293104,-0.003819909010948276,0.004981244535603448,-0.07407102659986961,0.024624817894273877,-2.8760958704455146,1016.694945172414,-81.0,-84.0,-70.0,-73.0,-62.0,-72.0,-100.0,-69.0,-72.0,-63.0,-74.0,-72.0,-100.0,-86.0,-73.0,-76.0,-68.0,-64.0,-59.0,-66.0,-56.0,-59.0,-76.0,-67.0,-74.0,-54.0,-62.0,-68.0,-64.0,-84.0,-60.0,-66.0,-56.0,-59.0,-77.0,-67.0,-73.0,-54.0,-62.0,-45.0,-56.0,-59.0,-65.0,-57.0,-67.0,-69.0,-58.0,-69.0,-45.0,-56.0,-59.0,-65.0,-57.0,-67.0,-69.0,-57.0,-69.0,-83.0,-85.0,-84.0,-85.0,-75.0,-84.0,-84.0,-75.0,-69.0,-69.0,-70.0,-100.0,-100.0,-74.0,-100.0,-86.0,-73.0,-91.0,-75.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113803,22.0,14.0,9.918761213043476,-31.034170252173915,-31.435809921739132,-0.1844916496173913,0.5814880566956521,9.746904839130433,0.00021624037321739102,-0.007057695966956522,0.0017857954159130438,-0.059586143526046124,0.01893536253710799,-2.8315241129502007,1016.6892773913041,-73.0,-75.0,-67.0,-75.0,-100.0,-77.0,-74.0,-67.0,-72.0,-59.0,-65.0,-76.0,-74.0,-82.0,-73.0,-75.0,-72.0,-60.0,-62.0,-64.0,-52.0,-57.0,-77.0,-73.0,-70.0,-48.0,-56.0,-75.0,-60.0,-86.0,-62.0,-65.0,-52.0,-57.0,-72.0,-72.0,-71.0,-49.0,-56.0,-53.0,-61.0,-56.0,-59.0,-60.0,-60.0,-64.0,-59.0,-68.0,-53.0,-61.0,-56.0,-59.0,-59.0,-60.0,-65.0,-58.0,-68.0,-81.0,-84.0,-85.0,-80.0,-73.0,-87.0,-80.0,-73.0,-62.0,-62.0,-69.0,-100.0,-100.0,-63.0,-100.0,-83.0,-72.0,-100.0,-83.0,-88.0,-100.0,-100.0,-84.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113818,22.0,13.0,10.01687080769231,-29.13028752991453,-33.90163349572649,-0.07971184556837607,0.5195601377777778,9.75592093162393,0.006372438882820512,-0.0051039043464957265,0.004111194518461539,-0.05318937221398716,0.008152959076662783,-2.798794522244706,1016.687747094017,-82.0,-74.0,-64.0,-75.0,-58.0,-66.0,-77.0,-63.0,-73.0,-58.0,-75.0,-65.0,-75.0,-73.0,-69.0,-72.0,-69.0,-63.0,-51.0,-68.0,-49.0,-63.0,-68.0,-66.0,-73.0,-39.0,-56.0,-69.0,-64.0,-73.0,-51.0,-70.0,-48.0,-64.0,-68.0,-65.0,-73.0,-40.0,-58.0,-43.0,-63.0,-43.0,-62.0,-51.0,-60.0,-67.0,-51.0,-75.0,-44.0,-63.0,-43.0,-64.0,-53.0,-61.0,-68.0,-51.0,-74.0,-80.0,-93.0,-92.0,-89.0,-79.0,-73.0,-87.0,-79.0,-58.0,-58.0,-69.0,-100.0,-100.0,-74.0,-100.0,-81.0,-88.0,-80.0,-85.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113833,22.0,12.0,10.699802245967742,-29.65552523387097,-37.16777448387097,-0.12478064507903228,0.4892764675806452,9.754061354838711,0.0027510879150806442,-0.004155515169274194,0.0005889190716129034,-0.05012958130288504,0.012804248033717118,-2.7886826434443073,1016.6874772580643,-73.0,-100.0,-73.0,-100.0,-65.0,-63.0,-78.0,-72.0,-100.0,-65.0,-70.0,-63.0,-78.0,-100.0,-76.0,-76.0,-78.0,-66.0,-66.0,-63.0,-52.0,-60.0,-79.0,-64.0,-69.0,-46.0,-52.0,-75.0,-66.0,-82.0,-64.0,-63.0,-52.0,-60.0,-79.0,-63.0,-69.0,-46.0,-52.0,-48.0,-60.0,-58.0,-59.0,-58.0,-58.0,-61.0,-56.0,-64.0,-48.0,-60.0,-57.0,-59.0,-58.0,-58.0,-62.0,-57.0,-65.0,-82.0,-87.0,-86.0,-83.0,-78.0,-81.0,-82.0,-78.0,-62.0,-62.0,-75.0,-100.0,-100.0,-70.0,-100.0,-85.0,-78.0,-91.0,-81.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113847,22.0,11.0,11.40542086016949,-32.39946611864407,-39.98349307627117,-0.22923019665254238,0.5747408547457628,9.752811627118644,0.005066745457745762,-0.006017935591042373,-5.516787915254242e-05,-0.05885396654701835,0.023501855542220257,-2.8057301812252757,1016.6848732203392,-89.0,-100.0,-60.0,-100.0,-51.0,-67.0,-81.0,-60.0,-100.0,-51.0,-77.0,-65.0,-81.0,-67.0,-66.0,-68.0,-100.0,-68.0,-55.0,-67.0,-49.0,-58.0,-74.0,-61.0,-74.0,-41.0,-60.0,-74.0,-70.0,-75.0,-55.0,-68.0,-48.0,-58.0,-73.0,-62.0,-73.0,-41.0,-60.0,-51.0,-56.0,-48.0,-61.0,-53.0,-63.0,-69.0,-50.0,-77.0,-50.0,-57.0,-47.0,-61.0,-50.0,-63.0,-68.0,-50.0,-77.0,-89.0,-100.0,-100.0,-83.0,-84.0,-74.0,-84.0,-83.0,-53.0,-53.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-86.0,-100.0,-88.0,-100.0,-82.0,-100.0,-88.0,-91.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113900,22.0,10.0,11.443544842857143,-33.751005152380955,-43.077471933333335,0.021322572912857142,0.5078242496190476,9.754660333333334,0.000977587631619048,0.0027528470527619056,0.005552752673619047,-0.05202011132524123,-0.002180976177208189,-2.790259717759632,1016.6774328571428,-77.0,-80.0,-72.0,-80.0,-64.0,-71.0,-76.0,-72.0,-80.0,-63.0,-65.0,-71.0,-76.0,-74.0,-72.0,-78.0,-72.0,-60.0,-62.0,-72.0,-57.0,-62.0,-81.0,-64.0,-70.0,-46.0,-60.0,-75.0,-61.0,-100.0,-62.0,-71.0,-57.0,-62.0,-81.0,-64.0,-70.0,-46.0,-60.0,-54.0,-62.0,-56.0,-62.0,-54.0,-61.0,-67.0,-57.0,-68.0,-53.0,-63.0,-56.0,-62.0,-54.0,-61.0,-67.0,-57.0,-68.0,-83.0,-84.0,-83.0,-87.0,-82.0,-100.0,-87.0,-81.0,-60.0,-60.0,-72.0,-100.0,-100.0,-65.0,-100.0,-100.0,-81.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113941,23.0,9.0,32.979323836065575,-3.82387455,-43.35393212295082,-0.16830602789098362,0.5351736394262295,9.749852094262296,-0.00035445524508196687,-0.0034259771333360663,-0.0029125186536885254,-0.054881211507637924,0.017330688694215213,-1.614198971967228,1016.6614553278689,-84.0,-87.0,-77.0,-80.0,-57.0,-71.0,-75.0,-77.0,-80.0,-57.0,-65.0,-72.0,-75.0,-82.0,-100.0,-100.0,-72.0,-73.0,-67.0,-73.0,-62.0,-65.0,-75.0,-70.0,-69.0,-56.0,-59.0,-71.0,-72.0,-87.0,-68.0,-74.0,-62.0,-65.0,-75.0,-70.0,-69.0,-57.0,-59.0,-58.0,-63.0,-62.0,-62.0,-62.0,-68.0,-71.0,-62.0,-68.0,-57.0,-63.0,-62.0,-62.0,-62.0,-68.0,-71.0,-62.0,-67.0,-84.0,-100.0,-100.0,-88.0,-81.0,-86.0,-88.0,-81.0,-70.0,-69.0,-100.0,-100.0,-100.0,-65.0,-100.0,-86.0,-83.0,-91.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113954,24.0,9.0,30.560308881355937,-1.9671559316101694,-45.48628972881357,-0.2284213954288135,0.6814115627966101,9.744062139830513,-0.00285649678161017,-0.00495948576661017,-0.000798562731567797,-0.06980803179538851,0.023436459956860313,-1.528067848439944,1016.6574722881355,-89.0,-81.0,-73.0,-76.0,-62.0,-74.0,-83.0,-72.0,-76.0,-61.0,-61.0,-74.0,-82.0,-100.0,-74.0,-80.0,-100.0,-70.0,-66.0,-74.0,-61.0,-60.0,-73.0,-66.0,-78.0,-53.0,-62.0,-100.0,-70.0,-100.0,-67.0,-74.0,-61.0,-60.0,-71.0,-67.0,-77.0,-53.0,-62.0,-55.0,-70.0,-61.0,-68.0,-61.0,-63.0,-70.0,-62.0,-68.0,-55.0,-70.0,-60.0,-69.0,-62.0,-63.0,-70.0,-62.0,-68.0,-78.0,-100.0,-100.0,-89.0,-82.0,-100.0,-91.0,-82.0,-62.0,-63.0,-68.0,-100.0,-100.0,-60.0,-100.0,-86.0,-80.0,-100.0,-83.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114006,25.0,9.0,26.24170497413793,-2.630908999137931,-46.84541460344827,-0.18681459656034483,0.7975533024137932,9.730136758620691,0.004026954823706895,-0.0034683206513448275,-0.0031227623585344823,-0.08182549434874589,0.019230371783186383,-1.5213143476124467,1016.6530737931035,-86.0,-100.0,-70.0,-74.0,-58.0,-70.0,-79.0,-70.0,-77.0,-58.0,-57.0,-71.0,-80.0,-100.0,-79.0,-78.0,-78.0,-73.0,-67.0,-76.0,-59.0,-66.0,-71.0,-76.0,-75.0,-54.0,-60.0,-77.0,-72.0,-89.0,-67.0,-75.0,-59.0,-66.0,-71.0,-75.0,-75.0,-54.0,-60.0,-57.0,-67.0,-67.0,-66.0,-60.0,-62.0,-74.0,-58.0,-75.0,-57.0,-67.0,-66.0,-66.0,-60.0,-62.0,-74.0,-58.0,-75.0,-81.0,-100.0,-100.0,-89.0,-85.0,-74.0,-89.0,-86.0,-63.0,-64.0,-76.0,-100.0,-100.0,-57.0,-100.0,-100.0,-86.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114018,26.0,9.0,26.216515288,-8.8351060256,-43.11805811200001,-0.20207177251279998,0.7407686124000001,9.737891944000003,0.0032003370676800006,-0.0044884084652800004,-0.0008201780196800002,-0.07591094955801961,0.020721523825777653,-1.7845191593170167,1016.6442705599998,-88.0,-100.0,-71.0,-100.0,-56.0,-79.0,-83.0,-71.0,-100.0,-57.0,-58.0,-100.0,-82.0,-100.0,-80.0,-81.0,-70.0,-74.0,-66.0,-78.0,-57.0,-63.0,-67.0,-72.0,-81.0,-57.0,-59.0,-69.0,-74.0,-100.0,-66.0,-79.0,-57.0,-63.0,-67.0,-72.0,-82.0,-57.0,-59.0,-61.0,-71.0,-63.0,-73.0,-62.0,-69.0,-71.0,-65.0,-73.0,-61.0,-71.0,-63.0,-73.0,-61.0,-69.0,-71.0,-64.0,-73.0,-83.0,-100.0,-100.0,-88.0,-84.0,-100.0,-88.0,-84.0,-66.0,-71.0,-78.0,-100.0,-100.0,-58.0,-100.0,-100.0,-82.0,-100.0,-84.0,-100.0,-100.0,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114031,27.0,9.0,25.82823465289256,-9.954321190082647,-38.262770198347106,-0.17278144863636363,0.7945370414876034,9.734799429752066,0.0023990819508264457,-0.00042476381301652903,-0.00010234475266115696,-0.08146508355155462,0.017787704783999745,-1.8338129313524105,1016.6423962809918,-86.0,-100.0,-73.0,-75.0,-50.0,-75.0,-81.0,-72.0,-74.0,-50.0,-52.0,-74.0,-81.0,-87.0,-81.0,-85.0,-77.0,-72.0,-67.0,-80.0,-58.0,-64.0,-66.0,-74.0,-79.0,-49.0,-62.0,-72.0,-72.0,-100.0,-67.0,-80.0,-60.0,-64.0,-67.0,-74.0,-80.0,-49.0,-66.0,-58.0,-69.0,-65.0,-76.0,-64.0,-64.0,-75.0,-62.0,-77.0,-58.0,-69.0,-65.0,-76.0,-62.0,-64.0,-75.0,-63.0,-77.0,-83.0,-100.0,-100.0,-82.0,-85.0,-100.0,-83.0,-85.0,-69.0,-69.0,-77.0,-100.0,-100.0,-52.0,-100.0,-90.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114043,28.0,9.0,24.029216,-8.761800044247787,-36.38295089380531,-0.3070200079380531,0.6553940984070796,9.734872194690265,0.0048940499805840715,-0.004655475048539823,-0.0016541409230088492,-0.06721614884723599,0.03156914301958359,-1.837375024778653,1016.6373561061947,-87.0,-100.0,-78.0,-76.0,-49.0,-73.0,-83.0,-79.0,-76.0,-49.0,-45.0,-74.0,-83.0,-100.0,-82.0,-82.0,-71.0,-78.0,-68.0,-77.0,-58.0,-70.0,-66.0,-71.0,-77.0,-54.0,-63.0,-71.0,-76.0,-100.0,-68.0,-77.0,-58.0,-70.0,-66.0,-71.0,-78.0,-55.0,-63.0,-62.0,-73.0,-64.0,-74.0,-63.0,-70.0,-80.0,-66.0,-77.0,-61.0,-73.0,-64.0,-75.0,-63.0,-70.0,-81.0,-66.0,-77.0,-84.0,-100.0,-100.0,-88.0,-86.0,-100.0,-88.0,-86.0,-77.0,-77.0,-77.0,-100.0,-100.0,-45.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114055,29.0,9.0,25.599275560000002,-5.6254958392,-36.745130528000004,-0.16307330405599998,0.5625774116000001,9.74582512,-0.00011143686303999961,-0.003693721197416,-0.0025412330604,-0.057662478491663886,0.016742944192141253,-1.7088859157562255,1016.6333553599999,-100.0,-100.0,-66.0,-80.0,-49.0,-65.0,-90.0,-66.0,-80.0,-49.0,-67.0,-66.0,-91.0,-100.0,-100.0,-84.0,-67.0,-68.0,-73.0,-100.0,-47.0,-75.0,-56.0,-74.0,-77.0,-58.0,-68.0,-68.0,-69.0,-82.0,-72.0,-100.0,-51.0,-75.0,-52.0,-73.0,-78.0,-57.0,-67.0,-63.0,-78.0,-62.0,-79.0,-66.0,-75.0,-82.0,-61.0,-87.0,-63.0,-77.0,-70.0,-79.0,-67.0,-74.0,-82.0,-68.0,-87.0,-100.0,-100.0,-100.0,-100.0,-90.0,-80.0,-100.0,-100.0,-64.0,-64.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114107,30.0,9.0,27.282927846153843,-3.3912051709401703,-34.773199461538454,-0.2672936554957265,0.48545956239316235,9.751014615384616,0.000853756753632479,-0.0015487582855128208,0.005986014061794871,-0.04975249732916167,0.0274175313663565,-1.6321462698471851,1016.6291451282051,-100.0,-100.0,-77.0,-100.0,-48.0,-79.0,-100.0,-80.0,-100.0,-47.0,-57.0,-78.0,-100.0,-100.0,-82.0,-90.0,-69.0,-80.0,-75.0,-84.0,-67.0,-76.0,-68.0,-79.0,-83.0,-56.0,-72.0,-69.0,-100.0,-83.0,-75.0,-84.0,-67.0,-77.0,-68.0,-80.0,-83.0,-56.0,-72.0,-72.0,-80.0,-69.0,-79.0,-67.0,-78.0,-82.0,-68.0,-83.0,-71.0,-81.0,-69.0,-78.0,-67.0,-78.0,-82.0,-68.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-77.0,-77.0,-86.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114119,31.0,9.0,30.909899852173915,-5.036778427826087,-33.517628800000004,-0.22792777829565217,0.5312458726956522,9.755620104347825,0.003728583299391304,-0.0037036218840869562,0.008386222616521737,-0.05439309830898819,0.023374804115408754,-1.6754929096802422,1016.6288828695654,-100.0,-100.0,-82.0,-85.0,-50.0,-80.0,-87.0,-82.0,-86.0,-50.0,-58.0,-80.0,-87.0,-100.0,-100.0,-100.0,-71.0,-81.0,-78.0,-100.0,-70.0,-83.0,-73.0,-82.0,-86.0,-62.0,-76.0,-71.0,-81.0,-88.0,-78.0,-100.0,-70.0,-83.0,-74.0,-100.0,-100.0,-61.0,-76.0,-69.0,-78.0,-73.0,-82.0,-71.0,-77.0,-100.0,-72.0,-81.0,-69.0,-77.0,-73.0,-83.0,-71.0,-77.0,-100.0,-73.0,-81.0,-100.0,-100.0,-100.0,-90.0,-100.0,-88.0,-90.0,-100.0,-82.0,-82.0,-87.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114226,35.0,9.0,26.159665788990832,-7.466811608256881,-32.984745999999994,-0.2214456915765137,0.4469008776146789,9.756698041284405,0.004052697907779817,-0.004660534582110091,0.004737564699449541,-0.04576306520115342,0.022698849111735565,-1.7998270660365394,1016.5964304587154,-100.0,-100.0,-66.0,-100.0,-58.0,-100.0,-100.0,-67.0,-81.0,-63.0,-88.0,-76.0,-100.0,-100.0,-100.0,-100.0,-70.0,-78.0,-83.0,-100.0,-78.0,-100.0,-65.0,-100.0,-100.0,-68.0,-84.0,-69.0,-79.0,-81.0,-100.0,-100.0,-76.0,-89.0,-66.0,-100.0,-100.0,-68.0,-84.0,-69.0,-81.0,-73.0,-89.0,-76.0,-88.0,-100.0,-78.0,-100.0,-69.0,-81.0,-72.0,-100.0,-75.0,-87.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-81.0,-90.0,-100.0,-76.0,-74.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-80.0,-82.0,-77.0,-78.0,-85.0,-87.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
