Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:n1,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:g4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:h3,00:1a:ab:a0:de:a4,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:x8,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:f2,70:5d:cc:05:03:10,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:r7,90:9f:33:a4:06:5c,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:m8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:f4,00:1a:ac:a0:de:l3,00:1a:ac:a0:de:c9,00:1a:ac:a0:de:d1,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:e5,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:h5,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:q1,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:u7,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:x6,00:1a:ab:a0:de:a6,00:1a:ac:a0:de:d8,00:1a:ac:a0:de:e1,00:1a:ac:a0:de:j3,00:1a:ac:a0:de:l6
2021.02.06 175015,50.0,23.0,-3.164347757652174,15.970956208695654,-28.79113011304348,-0.2139440677826087,0.4616578232173913,9.996701091304345,-0.0011163398521739124,-0.003294061026086956,-0.002675385930434782,-0.04614493570434783,0.021392672556521736,0.2124640401217391,1007.5252585217393,-59.0,-83.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-79.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-69.0,-84.0,-100.0,-100.0,-65.0,-70.0,-83.0,-100.0,-75.0,-85.0,-100.0,-100.0,-44.0,-48.0,-73.0,-79.0,-62.0,-62.0,-65.0,-70.0,-78.0,-86.0,-69.0,-85.0,-100.0,-100.0,-64.0,-70.0,-100.0,-100.0,-75.0,-86.0,-100.0,-100.0,-45.0,-48.0,-73.0,-79.0,-66.0,-63.0,-67.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-64.0,-72.0,-100.0,-100.0,-88.0,-100.0,-100.0,-92.0,-100.0,-69.0,-100.0,-69.0,-66.0,-100.0,-100.0,-66.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-69.0,-100.0,-100.0,-100.0,-100.0,-85.0,-71.0,-85.0,-90.0,-100.0,-70.0,-100.0,-100.0,-100.0,-73.0,-71.0,-100.0,-86.0,-90.0,-100.0,-100.0,-76.0,-86.0,-76.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175039,50.0,24.0,29.503539451327434,-2.570973415044248,-23.3538050619469,-0.12547695013274338,0.6074677740707966,9.990079880530974,0.00021844185840708062,-0.005524853628318584,-0.004339422185840707,-0.06080325077876106,0.012528836592920353,-1.608398300353982,1007.5297582300885,-57.0,-87.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-81.0,-60.0,-100.0,-100.0,-80.0,-89.0,-100.0,-100.0,-100.0,-74.0,-52.0,-69.0,-82.0,-89.0,-100.0,-57.0,-62.0,-78.0,-87.0,-60.0,-74.0,-80.0,-100.0,-44.0,-49.0,-73.0,-66.0,-55.0,-63.0,-47.0,-56.0,-52.0,-88.0,-69.0,-82.0,-100.0,-100.0,-58.0,-62.0,-77.0,-87.0,-61.0,-74.0,-77.0,-100.0,-43.0,-49.0,-73.0,-66.0,-57.0,-63.0,-47.0,-56.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-68.0,-76.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-59.0,-70.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-63.0,-76.0,-100.0,-100.0,-100.0,-100.0,-78.0,-70.0,-78.0,-100.0,-86.0,-72.0,-85.0,-60.0,-100.0,-78.0,-69.0,-100.0,-91.0,-83.0,-100.0,-61.0,-74.0,-91.0,-75.0,-80.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175054,51.0,24.0,29.5347364122807,-1.2726315525438598,-22.956315491228064,-0.2439009943070176,0.5314659989473685,9.985449100877192,0.001000018524385965,-0.005326680546385965,-0.000769979629157895,-0.05319471230828444,0.024444225437228375,-1.570070835581997,1007.5317875438597,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-88.0,-60.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-76.0,-61.0,-75.0,-83.0,-100.0,-100.0,-69.0,-71.0,-85.0,-100.0,-66.0,-69.0,-100.0,-100.0,-43.0,-57.0,-100.0,-72.0,-66.0,-74.0,-45.0,-50.0,-60.0,-100.0,-73.0,-84.0,-100.0,-100.0,-68.0,-71.0,-85.0,-100.0,-65.0,-69.0,-100.0,-100.0,-44.0,-57.0,-100.0,-72.0,-69.0,-74.0,-46.0,-50.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-68.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-69.0,-61.0,-100.0,-74.0,-65.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-62.0,-80.0,-100.0,-100.0,-100.0,-100.0,-75.0,-76.0,-75.0,-100.0,-100.0,-71.0,-100.0,-59.0,-100.0,-71.0,-75.0,-100.0,-100.0,-78.0,-100.0,-76.0,-82.0,-100.0,-83.0,-70.0,-100.0,-100.0,-78.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175104,52.0,24.0,28.09016908474576,-1.0255932083898307,-21.68135561016949,-0.19403771072033896,0.4740055433898304,9.980494016949152,0.004299290167203389,-0.0026780539351186437,-0.00348699485881356,-0.04747379138686895,0.019523011461310667,-1.5684137455487654,1007.5379048305083,-72.0,-87.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-59.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-71.0,-87.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-60.0,-70.0,-100.0,-100.0,-47.0,-60.0,-73.0,-74.0,-69.0,-73.0,-48.0,-50.0,-59.0,-100.0,-72.0,-85.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-56.0,-69.0,-100.0,-100.0,-48.0,-60.0,-72.0,-74.0,-70.0,-74.0,-46.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-70.0,-60.0,-100.0,-76.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-59.0,-78.0,-100.0,-100.0,-100.0,-100.0,-75.0,-80.0,-75.0,-100.0,-100.0,-67.0,-100.0,-65.0,-100.0,-69.0,-79.0,-100.0,-100.0,-83.0,-100.0,-64.0,-83.0,-82.0,-85.0,-100.0,-100.0,-100.0,-72.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-88.0,-89.0,-87.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175114,53.0,24.0,29.29911479646018,-0.10247787380530973,-20.931504274336284,-0.16980281677876105,0.465527537699115,9.989020424778758,-0.0010789717583185837,-0.0004541269470796458,-0.005966602018548672,-0.04657233569902916,0.01701075809006369,-1.5390492013070436,1007.533143097345,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-55.0,-100.0,-89.0,-100.0,-100.0,-72.0,-69.0,-86.0,-100.0,-61.0,-65.0,-100.0,-100.0,-53.0,-64.0,-72.0,-73.0,-68.0,-75.0,-36.0,-49.0,-56.0,-91.0,-78.0,-90.0,-100.0,-100.0,-72.0,-70.0,-87.0,-100.0,-60.0,-65.0,-100.0,-100.0,-54.0,-64.0,-100.0,-73.0,-70.0,-75.0,-39.0,-49.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-61.0,-63.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-77.0,-62.0,-100.0,-76.0,-61.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-82.0,-100.0,-100.0,-100.0,-100.0,-77.0,-76.0,-77.0,-100.0,-100.0,-67.0,-100.0,-68.0,-100.0,-72.0,-100.0,-100.0,-100.0,-77.0,-100.0,-67.0,-86.0,-79.0,-86.0,-100.0,-100.0,-100.0,-70.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-100.0,-100.0,-92.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175124,54.0,24.0,32.64756712612613,-1.100540517927928,-21.332432225225226,-0.20422516934234233,0.540006035045045,9.998513139639641,-6.066818918918923e-05,3.9172436540540624e-05,-0.0014956898445405411,-0.05397657392261261,0.02046040760202178,-1.5674836087871242,1007.5370621621621,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-55.0,-100.0,-89.0,-100.0,-100.0,-72.0,-69.0,-86.0,-100.0,-61.0,-65.0,-100.0,-100.0,-53.0,-64.0,-72.0,-73.0,-68.0,-75.0,-36.0,-49.0,-56.0,-91.0,-78.0,-90.0,-100.0,-100.0,-72.0,-70.0,-87.0,-100.0,-60.0,-65.0,-100.0,-100.0,-54.0,-64.0,-100.0,-73.0,-70.0,-75.0,-39.0,-49.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-61.0,-63.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-77.0,-62.0,-100.0,-76.0,-61.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-82.0,-100.0,-100.0,-100.0,-100.0,-77.0,-76.0,-77.0,-100.0,-100.0,-67.0,-100.0,-68.0,-100.0,-72.0,-100.0,-100.0,-100.0,-77.0,-100.0,-67.0,-86.0,-79.0,-86.0,-100.0,-100.0,-100.0,-70.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-100.0,-100.0,-92.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175134,55.0,24.0,32.50831808849558,-4.386902578761062,-20.18336257522124,-0.25074201936283186,0.5069294256637168,9.993660668141592,-0.0010465364982300879,-0.00479505424984071,-0.0023662813299469023,-0.05068071400829116,0.025092917133897368,-1.6738641124911013,1007.5386762831857,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-47.0,-100.0,-89.0,-100.0,-100.0,-69.0,-73.0,-100.0,-100.0,-63.0,-65.0,-88.0,-100.0,-63.0,-73.0,-76.0,-74.0,-72.0,-74.0,-40.0,-46.0,-48.0,-100.0,-100.0,-89.0,-100.0,-100.0,-68.0,-73.0,-88.0,-100.0,-63.0,-65.0,-87.0,-100.0,-64.0,-73.0,-100.0,-74.0,-73.0,-74.0,-40.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-60.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-87.0,-100.0,-83.0,-54.0,-83.0,-70.0,-64.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-86.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-73.0,-100.0,-100.0,-72.0,-100.0,-64.0,-100.0,-71.0,-100.0,-100.0,-100.0,-78.0,-100.0,-64.0,-100.0,-82.0,-100.0,-100.0,-100.0,-85.0,-68.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-83.0,-83.0,-87.0,-82.0,-86.0,-82.0,-84.0,-87.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175143,56.0,24.0,30.545127880341884,-6.120512710256411,-19.964615145299142,-0.21386808495726498,0.551563152051282,9.991697581196583,-0.0020452396019658126,-0.0015102155277264958,-0.00439931063791453,-0.055158450180648695,0.021389050638545896,-1.7339517132848756,1007.5401905982908,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-47.0,-100.0,-89.0,-100.0,-100.0,-69.0,-73.0,-100.0,-100.0,-63.0,-65.0,-88.0,-100.0,-63.0,-73.0,-76.0,-74.0,-72.0,-74.0,-40.0,-46.0,-48.0,-100.0,-100.0,-89.0,-100.0,-100.0,-68.0,-73.0,-88.0,-100.0,-63.0,-65.0,-87.0,-100.0,-64.0,-73.0,-100.0,-74.0,-73.0,-74.0,-40.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-60.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-87.0,-100.0,-83.0,-54.0,-83.0,-70.0,-64.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-86.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-73.0,-100.0,-100.0,-72.0,-100.0,-64.0,-100.0,-71.0,-100.0,-100.0,-100.0,-78.0,-100.0,-64.0,-100.0,-82.0,-100.0,-100.0,-100.0,-85.0,-68.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-83.0,-83.0,-87.0,-82.0,-86.0,-82.0,-84.0,-87.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175154,57.0,24.0,29.80499965178571,-5.907857052678572,-21.1944639375,-0.26783811710714284,0.5231918017857143,9.9963325,0.002035446558214286,-0.0010687087463214285,-0.0015258105768392856,-0.052290393355568565,0.0268223421880975,-1.7319445961288042,1007.5315823214287,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-59.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-70.0,-72.0,-100.0,-100.0,-64.0,-63.0,-85.0,-100.0,-65.0,-79.0,-71.0,-75.0,-73.0,-75.0,-39.0,-43.0,-50.0,-89.0,-100.0,-100.0,-100.0,-100.0,-70.0,-72.0,-100.0,-100.0,-65.0,-63.0,-85.0,-100.0,-65.0,-78.0,-72.0,-75.0,-75.0,-75.0,-39.0,-43.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-53.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-87.0,-100.0,-60.0,-56.0,-100.0,-76.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-66.0,-100.0,-100.0,-67.0,-100.0,-68.0,-100.0,-69.0,-85.0,-100.0,-100.0,-73.0,-100.0,-68.0,-100.0,-75.0,-100.0,-100.0,-100.0,-88.0,-65.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-79.0,-88.0,-89.0,-100.0,-75.0,-100.0,-70.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.06 175214,59.0,24.0,24.73274308849557,-7.196814074336282,-22.996459973451326,-0.19872480816814161,0.546954072300885,9.98974075221239,-0.00023565327035398182,-0.0003460090616283186,-0.004388082984814159,-0.054680476970640914,0.019882327907891753,-1.8093504114488586,1007.5272210619469,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-59.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-70.0,-72.0,-100.0,-100.0,-64.0,-63.0,-85.0,-100.0,-65.0,-79.0,-71.0,-75.0,-73.0,-75.0,-39.0,-43.0,-50.0,-89.0,-100.0,-100.0,-100.0,-100.0,-70.0,-72.0,-100.0,-100.0,-65.0,-63.0,-85.0,-100.0,-65.0,-78.0,-72.0,-75.0,-75.0,-75.0,-39.0,-43.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-53.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-87.0,-100.0,-60.0,-56.0,-100.0,-76.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-66.0,-100.0,-100.0,-67.0,-100.0,-68.0,-100.0,-69.0,-85.0,-100.0,-100.0,-73.0,-100.0,-68.0,-100.0,-75.0,-100.0,-100.0,-100.0,-88.0,-65.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-79.0,-88.0,-89.0,-100.0,-75.0,-100.0,-68.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
