Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a2,00:1a:ab:a0:de:a3,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:l5,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n2,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:e3,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:n9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:d4,70:5d:cc:05:03:10,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:t4,90:9f:33:a4:06:5c,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:d6,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:l4,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:u8,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:q9,00:1a:ac:a0:de:v6,00:1a:ac:a0:de:j3
2021.01.10 212911,19.0,24.0,27.23281404191617,0.9883832113173652,-31.058801868263473,-0.2986678610179641,1.0701691531736528,9.946419718562874,0.003799523359461078,0.0015903529670658683,-0.0031266461487425147,-0.10711318919223221,0.030034530640183767,-1.4044185919675998,1021.3206313173653,-100.0,-100.0,-64.0,-75.0,-100.0,-63.0,-76.0,-100.0,-50.0,-100.0,-100.0,-74.0,-100.0,-100.0,-71.0,-100.0,-66.0,-55.0,-100.0,-100.0,-100.0,-88.0,-62.0,-100.0,-100.0,-67.0,-100.0,-90.0,-62.0,-100.0,-65.0,-100.0,-80.0,-75.0,-100.0,-38.0,-36.0,-50.0,-58.0,-69.0,-68.0,-73.0,-100.0,-74.0,-77.0,-59.0,-68.0,-55.0,-55.0,-57.0,-70.0,-100.0,-66.0,-100.0,-80.0,-76.0,-100.0,-39.0,-36.0,-50.0,-59.0,-69.0,-68.0,-69.0,-100.0,-74.0,-78.0,-59.0,-68.0,-55.0,-55.0,-57.0,-70.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-82.0,-61.0,-80.0,-100.0,-100.0,-85.0,-86.0,-78.0,-80.0,-100.0,-78.0,-100.0,-85.0,-100.0,-86.0,-82.0,-86.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212925,20.0,24.0,30.13288301226994,1.1665030480368097,-32.49828184662577,-0.25853761307730067,0.964466771411043,9.956922337423313,0.0012705847742331296,-0.002273037111411043,-0.003847023041779141,-0.09655021252167732,0.02602809056763938,-1.4217843570592212,1021.3214342944785,-100.0,-100.0,-63.0,-82.0,-100.0,-66.0,-84.0,-100.0,-49.0,-100.0,-100.0,-74.0,-100.0,-61.0,-75.0,-100.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-78.0,-100.0,-57.0,-100.0,-72.0,-66.0,-81.0,-79.0,-100.0,-34.0,-35.0,-53.0,-64.0,-100.0,-65.0,-74.0,-100.0,-100.0,-78.0,-61.0,-66.0,-54.0,-57.0,-58.0,-72.0,-100.0,-72.0,-61.0,-80.0,-80.0,-100.0,-34.0,-35.0,-54.0,-65.0,-100.0,-65.0,-74.0,-100.0,-100.0,-77.0,-61.0,-66.0,-54.0,-57.0,-58.0,-72.0,-100.0,-85.0,-100.0,-63.0,-74.0,-100.0,-86.0,-58.0,-72.0,-78.0,-100.0,-100.0,-100.0,-81.0,-80.0,-100.0,-81.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212939,21.0,24.0,32.4052495625,0.554999987125,-35.54212451874999,-0.3067215665,1.1038205403124999,9.943842259375,0.0050110805175000005,-0.001263727463125,-0.0026957483859375,-0.110501252207905,0.030867258890066245,-1.42482733130455,1021.3130871875001,-100.0,-100.0,-100.0,-78.0,-100.0,-65.0,-77.0,-88.0,-53.0,-100.0,-85.0,-75.0,-83.0,-66.0,-78.0,-100.0,-66.0,-48.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-68.0,-78.0,-100.0,-60.0,-100.0,-71.0,-67.0,-79.0,-82.0,-100.0,-28.0,-37.0,-52.0,-66.0,-100.0,-67.0,-74.0,-88.0,-100.0,-72.0,-66.0,-71.0,-52.0,-57.0,-61.0,-68.0,-79.0,-72.0,-67.0,-78.0,-83.0,-100.0,-29.0,-37.0,-51.0,-66.0,-100.0,-67.0,-74.0,-87.0,-73.0,-76.0,-67.0,-70.0,-52.0,-57.0,-62.0,-68.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-82.0,-62.0,-80.0,-100.0,-100.0,-100.0,-100.0,-79.0,-79.0,-100.0,-80.0,-100.0,-80.0,-100.0,-82.0,-100.0,-90.0,-100.0,-83.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 212951,22.0,24.0,33.79215170886076,-0.0072151921518986565,-37.62189833544304,-0.28957087018987343,1.1473577059493671,9.93228531012658,-0.00011530669411392401,-0.0035285199459493674,-0.005306230529873417,-0.1149974824695647,0.02926098593050916,-1.4355321466168272,1021.3070174050633,-100.0,-100.0,-63.0,-100.0,-100.0,-67.0,-87.0,-100.0,-57.0,-100.0,-87.0,-69.0,-77.0,-65.0,-81.0,-100.0,-100.0,-48.0,-100.0,-100.0,-83.0,-100.0,-64.0,-100.0,-100.0,-69.0,-100.0,-100.0,-59.0,-82.0,-65.0,-60.0,-75.0,-100.0,-100.0,-33.0,-39.0,-54.0,-64.0,-65.0,-68.0,-100.0,-86.0,-100.0,-72.0,-61.0,-71.0,-54.0,-61.0,-62.0,-68.0,-81.0,-64.0,-60.0,-76.0,-100.0,-100.0,-33.0,-39.0,-54.0,-64.0,-64.0,-69.0,-100.0,-86.0,-100.0,-73.0,-62.0,-71.0,-45.0,-60.0,-62.0,-68.0,-100.0,-88.0,-100.0,-56.0,-71.0,-100.0,-81.0,-60.0,-100.0,-100.0,-87.0,-100.0,-83.0,-79.0,-76.0,-80.0,-78.0,-100.0,-76.0,-100.0,-75.0,-100.0,-100.0,-100.0,-83.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213004,23.0,24.0,33.05185141358025,-2.304444410308642,-40.39148098765432,-0.18882256115061727,1.0571905648148148,9.948758657407408,0.00020687967216049394,-0.0024334684427160494,-0.003728185993641975,-0.10584695887878348,0.018998140616509094,-1.5067519471969133,1021.296891234568,-100.0,-100.0,-64.0,-79.0,-100.0,-100.0,-85.0,-100.0,-61.0,-100.0,-100.0,-71.0,-100.0,-64.0,-78.0,-100.0,-70.0,-52.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-73.0,-86.0,-100.0,-54.0,-100.0,-61.0,-60.0,-71.0,-100.0,-100.0,-36.0,-42.0,-59.0,-66.0,-68.0,-69.0,-70.0,-87.0,-70.0,-73.0,-64.0,-69.0,-50.0,-59.0,-55.0,-62.0,-100.0,-60.0,-59.0,-71.0,-100.0,-100.0,-36.0,-42.0,-57.0,-66.0,-68.0,-69.0,-72.0,-88.0,-70.0,-73.0,-64.0,-69.0,-50.0,-59.0,-54.0,-62.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-75.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-70.0,-100.0,-78.0,-88.0,-74.0,-100.0,-82.0,-73.0,-100.0,-100.0,-83.0,-91.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213017,24.0,24.0,32.76074955625,-3.9663749375000004,-40.47562455625,-0.31091154748125,1.150972795,9.9428846125,0.0015406021761249999,-0.0012331842590000003,-0.0047536006126249995,-0.11518859146162863,0.031303841112821786,-1.543744231015444,1021.28328725,-100.0,-100.0,-67.0,-76.0,-100.0,-100.0,-90.0,-89.0,-65.0,-100.0,-100.0,-71.0,-79.0,-62.0,-81.0,-100.0,-71.0,-57.0,-100.0,-100.0,-90.0,-100.0,-59.0,-100.0,-100.0,-77.0,-82.0,-100.0,-59.0,-100.0,-63.0,-100.0,-75.0,-85.0,-100.0,-40.0,-46.0,-58.0,-71.0,-64.0,-73.0,-74.0,-88.0,-100.0,-72.0,-61.0,-73.0,-47.0,-55.0,-54.0,-63.0,-100.0,-64.0,-59.0,-75.0,-85.0,-100.0,-39.0,-46.0,-57.0,-71.0,-64.0,-73.0,-73.0,-88.0,-100.0,-72.0,-61.0,-73.0,-48.0,-55.0,-55.0,-63.0,-100.0,-100.0,-100.0,-64.0,-71.0,-100.0,-80.0,-67.0,-100.0,-100.0,-100.0,-81.0,-81.0,-81.0,-66.0,-78.0,-81.0,-100.0,-76.0,-76.0,-100.0,-66.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-90.0,-68.0,-91.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213030,25.0,24.0,33.14817026219512,-2.8679267823170727,-38.735121408536585,-0.2977222329329268,0.9698564877439024,9.954109890243902,-0.0009490461899999996,-0.0005538759350609756,-0.002951268767195122,-0.0971021530468289,0.02995156648671023,-1.5387854205399025,1021.2716810365853,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-89.0,-100.0,-61.0,-100.0,-87.0,-67.0,-100.0,-56.0,-80.0,-100.0,-74.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-60.0,-100.0,-68.0,-60.0,-73.0,-100.0,-100.0,-49.0,-50.0,-66.0,-69.0,-65.0,-73.0,-78.0,-100.0,-100.0,-73.0,-65.0,-70.0,-47.0,-52.0,-58.0,-61.0,-100.0,-66.0,-59.0,-73.0,-100.0,-100.0,-51.0,-50.0,-61.0,-69.0,-65.0,-73.0,-78.0,-100.0,-100.0,-73.0,-65.0,-70.0,-47.0,-52.0,-58.0,-61.0,-100.0,-100.0,-100.0,-70.0,-61.0,-100.0,-68.0,-67.0,-65.0,-100.0,-86.0,-77.0,-79.0,-81.0,-56.0,-100.0,-81.0,-100.0,-76.0,-100.0,-82.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213042,26.0,24.0,32.64824940625,-1.2967499745,-35.74124969375,-0.2687423823125,1.1001842378749997,9.94758331875,0.0030601293268124998,-0.0009162977872500004,-0.005719531252125,-0.11010541338473553,0.027020456554600926,-1.4840929090976716,1021.2643001875,-100.0,-100.0,-68.0,-73.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-84.0,-65.0,-100.0,-55.0,-86.0,-100.0,-73.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-68.0,-79.0,-69.0,-60.0,-77.0,-80.0,-100.0,-48.0,-54.0,-54.0,-72.0,-63.0,-67.0,-75.0,-100.0,-75.0,-72.0,-62.0,-73.0,-47.0,-52.0,-62.0,-65.0,-75.0,-70.0,-60.0,-80.0,-81.0,-100.0,-48.0,-54.0,-53.0,-73.0,-64.0,-68.0,-75.0,-100.0,-75.0,-73.0,-63.0,-73.0,-47.0,-52.0,-61.0,-66.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-74.0,-64.0,-64.0,-100.0,-100.0,-76.0,-75.0,-79.0,-68.0,-100.0,-78.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-62.0,-90.0,-89.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213055,27.0,24.0,29.32905627044025,2.52905656572327,-33.30415050314465,-0.294284985408805,1.0963369366666669,9.946088584905661,1.2862825220125738e-05,-0.0029844993233962263,-0.0060674170603144655,-0.10972137435239811,0.029580730388421263,-1.3523479377698597,1021.256258301887,-100.0,-100.0,-76.0,-74.0,-100.0,-73.0,-100.0,-100.0,-72.0,-100.0,-100.0,-66.0,-77.0,-55.0,-85.0,-100.0,-78.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-69.0,-81.0,-71.0,-100.0,-72.0,-100.0,-100.0,-52.0,-53.0,-62.0,-79.0,-65.0,-68.0,-80.0,-100.0,-100.0,-72.0,-65.0,-70.0,-46.0,-48.0,-57.0,-66.0,-76.0,-61.0,-100.0,-72.0,-100.0,-100.0,-52.0,-53.0,-62.0,-79.0,-64.0,-68.0,-79.0,-91.0,-100.0,-72.0,-64.0,-70.0,-47.0,-47.0,-58.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-72.0,-100.0,-100.0,-100.0,-76.0,-76.0,-87.0,-75.0,-100.0,-86.0,-100.0,-73.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-86.0,-100.0,-77.0,-76.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213108,28.0,24.0,27.69054511515152,3.2530908593939394,-30.317454145454544,-0.20714104762424243,1.0389701592727272,9.949198584848485,0.0021264774106666664,-0.000880664169030303,-0.004069269618424243,-0.10401980610507904,0.020861368169161353,-1.3358320503523855,1021.2383109696972,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-60.0,-78.0,-56.0,-100.0,-100.0,-84.0,-62.0,-100.0,-86.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-89.0,-100.0,-76.0,-75.0,-70.0,-59.0,-68.0,-100.0,-100.0,-50.0,-58.0,-66.0,-78.0,-59.0,-70.0,-71.0,-89.0,-73.0,-69.0,-55.0,-72.0,-40.0,-48.0,-52.0,-65.0,-100.0,-70.0,-59.0,-68.0,-100.0,-100.0,-50.0,-58.0,-65.0,-78.0,-64.0,-70.0,-70.0,-100.0,-73.0,-70.0,-65.0,-72.0,-40.0,-48.0,-55.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-89.0,-81.0,-100.0,-86.0,-100.0,-71.0,-66.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-70.0,-74.0,-100.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.10 213121,29.0,24.0,28.74469844578313,2.9457830879518068,-28.750120078313252,-0.28311578344819277,1.0252977016265057,9.950865728915664,0.0007784926449397584,0.0014018620953614455,-0.0030320922216265068,-0.10262720978044597,0.028456635994441114,-1.3590150698121772,1021.2265756024095,-100.0,-100.0,-77.0,-71.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-86.0,-62.0,-100.0,-53.0,-89.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-56.0,-69.0,-100.0,-100.0,-56.0,-63.0,-69.0,-85.0,-63.0,-69.0,-72.0,-100.0,-71.0,-77.0,-65.0,-71.0,-40.0,-47.0,-54.0,-70.0,-83.0,-72.0,-56.0,-69.0,-100.0,-100.0,-56.0,-63.0,-65.0,-84.0,-100.0,-70.0,-75.0,-100.0,-71.0,-78.0,-65.0,-71.0,-41.0,-46.0,-53.0,-70.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-62.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-88.0,-81.0,-100.0,-88.0,-100.0,-69.0,-100.0,-100.0,-76.0,-100.0,-100.0,-88.0,-100.0,-100.0,-92.0,-100.0,-55.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-90.0,-90.0,-88.0,-89.0,-91.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
