Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a2,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,f0:b0:52:6a:1f:cc,f0:b0:52:6a:20:c8,f0:b0:52:6a:20:cc,f4:28:53:71:29:24,fa:d0:27:36:de:a9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:n2,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:m1,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,88:36:6c:95:5e:2e,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:t8,86:25:19:04:e1:e0,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:l5,00:1a:ac:a0:de:r3,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:v9,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:i9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:j6,90:9f:33:a4:06:5c,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:l4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:c2,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:b9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:v5,f0:b0:52:6a:26:78,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9
2021.01.16 155159,37.0,24.0,19.90118323076923,-11.131597384615386,-29.71633086982248,-0.17593840703550295,0.8302638099999999,9.65758626923077,0.0018000644618343196,-0.0011169074837278107,-0.0032025242251479285,-0.08574665959417463,0.01823313037049263,-1.9850821911230596,1015.5727722485206,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-61.0,-100.0,-86.0,-55.0,-74.0,-100.0,-100.0,-66.0,-65.0,-37.0,-52.0,-49.0,-51.0,-100.0,-57.0,-62.0,-100.0,-83.0,-54.0,-74.0,-100.0,-100.0,-65.0,-65.0,-36.0,-52.0,-48.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-55.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-49.0,-100.0,-71.0,-100.0,-56.0,-71.0,-100.0,-62.0,-100.0,-100.0,-60.0,-100.0,-100.0,-63.0,-59.0,-100.0,-100.0,-62.0,-56.0,-62.0,-56.0,-100.0,-100.0,-100.0,-47.0,-73.0,-100.0,-79.0,-100.0,-100.0,-100.0,-74.0,-79.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-88.0,-80.0,-76.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-86.0,-88.0,-86.0,-87.0,-83.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155230,39.0,24.0,14.270581005813954,-7.582674262790698,-27.100115953488373,-0.14682581064709302,0.6771971663372093,9.683376537790698,0.0018290442473837207,-0.001995966523255814,0.0005824529267441859,-0.06985517516515626,0.015239920745316727,-1.9579352285972862,1015.5655610465114,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-79.0,-56.0,-68.0,-64.0,-86.0,-48.0,-74.0,-56.0,-100.0,-63.0,-71.0,-45.0,-56.0,-44.0,-36.0,-100.0,-56.0,-69.0,-65.0,-86.0,-48.0,-74.0,-61.0,-100.0,-63.0,-71.0,-45.0,-56.0,-44.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-64.0,-62.0,-74.0,-100.0,-70.0,-100.0,-100.0,-37.0,-100.0,-68.0,-100.0,-52.0,-69.0,-100.0,-62.0,-100.0,-67.0,-63.0,-82.0,-100.0,-62.0,-56.0,-100.0,-100.0,-65.0,-65.0,-64.0,-65.0,-100.0,-100.0,-62.0,-47.0,-70.0,-70.0,-100.0,-83.0,-100.0,-80.0,-79.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-76.0,-77.0,-75.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-77.0,-100.0,-100.0,-80.0,-91.0,-100.0,-91.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155319,42.0,24.0,18.3899998045977,3.7824137287356314,-31.743792643678162,-0.306925650683908,0.8084696219540232,9.679688646551725,0.0014639700928160923,-0.004511274866091954,-0.001779934993965517,-0.08329870932917481,0.031789456775154996,-1.2147542861686356,1015.6156475862067,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-75.0,-72.0,-100.0,-52.0,-71.0,-77.0,-100.0,-65.0,-75.0,-49.0,-61.0,-50.0,-57.0,-100.0,-60.0,-76.0,-73.0,-100.0,-53.0,-71.0,-78.0,-100.0,-63.0,-74.0,-50.0,-61.0,-50.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-61.0,-61.0,-100.0,-100.0,-79.0,-100.0,-100.0,-58.0,-100.0,-65.0,-100.0,-46.0,-66.0,-100.0,-62.0,-100.0,-75.0,-62.0,-100.0,-100.0,-62.0,-54.0,-69.0,-100.0,-61.0,-76.0,-61.0,-76.0,-100.0,-100.0,-69.0,-63.0,-100.0,-100.0,-73.0,-68.0,-100.0,-76.0,-82.0,-87.0,-100.0,-61.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-84.0,-73.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-85.0,-100.0,-100.0,-61.0,-86.0,-100.0,-100.0,-100.0,-85.0,-100.0,-87.0,-86.0,-100.0,-100.0,-100.0,-79.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155335,43.0,24.0,21.259162041884817,3.1743454989528797,-31.933507434554972,-0.07324251576230366,0.6394148116230366,9.713852819371729,0.0017686307688481678,-0.0003901863714659689,-0.002734501474607329,-0.06577583109833178,0.007549698297905748,-1.324554875259,1015.62310565445,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-73.0,-100.0,-100.0,-52.0,-71.0,-76.0,-100.0,-100.0,-79.0,-53.0,-67.0,-44.0,-54.0,-100.0,-57.0,-73.0,-100.0,-100.0,-53.0,-71.0,-100.0,-100.0,-100.0,-76.0,-55.0,-66.0,-43.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-63.0,-57.0,-100.0,-100.0,-92.0,-100.0,-100.0,-54.0,-100.0,-55.0,-100.0,-44.0,-57.0,-100.0,-64.0,-100.0,-79.0,-66.0,-82.0,-67.0,-58.0,-51.0,-55.0,-100.0,-70.0,-78.0,-100.0,-79.0,-100.0,-100.0,-100.0,-76.0,-74.0,-72.0,-100.0,-67.0,-100.0,-74.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-69.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155351,44.0,24.0,21.718255610465118,2.679767408139535,-30.537208848837206,-0.06602150370930232,0.7735498627906977,9.694011241279071,0.002880300536627907,-0.0011364934843023256,-0.0030294653959302325,-0.07969508047193978,0.006768645882354537,-1.3371750012386676,1015.6524055813952,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-59.0,-73.0,-70.0,-100.0,-51.0,-70.0,-100.0,-100.0,-100.0,-79.0,-58.0,-70.0,-42.0,-58.0,-100.0,-59.0,-73.0,-100.0,-100.0,-51.0,-70.0,-100.0,-100.0,-100.0,-80.0,-57.0,-72.0,-43.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-35.0,-59.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-52.0,-100.0,-35.0,-52.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-72.0,-58.0,-100.0,-64.0,-100.0,-74.0,-76.0,-74.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-54.0,-100.0,-81.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-94.0,-93.0,-100.0,-100.0,-100.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155408,45.0,24.0,21.84703888826816,3.6110613927374304,-30.648938067039104,-0.0931197336536313,0.7128300835195531,9.664990918994414,0.0020680688346368715,0.0009009409983240223,-0.003955267179608939,-0.0736348449601141,0.009670661061786073,-1.3046380667713102,1015.6721147486033,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-85.0,-55.0,-66.0,-100.0,-100.0,-100.0,-68.0,-100.0,-65.0,-46.0,-100.0,-100.0,-100.0,-63.0,-100.0,-84.0,-54.0,-66.0,-100.0,-100.0,-100.0,-68.0,-100.0,-64.0,-46.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-34.0,-57.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-100.0,-33.0,-43.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-60.0,-57.0,-57.0,-100.0,-77.0,-72.0,-77.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-47.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-62.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155445,46.0,24.0,22.704418360465116,5.689534801744185,-32.4282553372093,-0.03748596052034883,0.7062338263372092,9.667396630813954,0.005174596917151163,-0.00046170047151162765,-0.004425221457267442,-0.07293102127868072,0.0039240911377145665,-1.2283030263213224,1015.7288008139534,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-71.0,-100.0,-100.0,-50.0,-68.0,-100.0,-100.0,-65.0,-76.0,-100.0,-73.0,-41.0,-57.0,-100.0,-60.0,-72.0,-100.0,-100.0,-51.0,-67.0,-72.0,-100.0,-64.0,-77.0,-57.0,-73.0,-40.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-35.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-53.0,-100.0,-35.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-56.0,-64.0,-100.0,-73.0,-81.0,-73.0,-83.0,-100.0,-100.0,-100.0,-67.0,-100.0,-67.0,-60.0,-50.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-78.0,-62.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155532,49.0,24.0,25.308124718749998,3.6528124500000003,-27.151249583333335,-0.130870555859375,0.9266807526041667,9.651139218749998,0.001441260233854167,-0.0004963280440104169,7.317658151041653e-05,-0.09575951883258915,0.013566531944282615,-1.324439926693837,1015.77075125,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-73.0,-82.0,-100.0,-50.0,-65.0,-100.0,-100.0,-63.0,-76.0,-57.0,-67.0,-46.0,-64.0,-100.0,-61.0,-74.0,-79.0,-100.0,-49.0,-65.0,-76.0,-100.0,-62.0,-78.0,-100.0,-68.0,-46.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-34.0,-61.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-51.0,-100.0,-34.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-64.0,-59.0,-51.0,-100.0,-71.0,-85.0,-72.0,-86.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-59.0,-56.0,-100.0,-75.0,-82.0,-74.0,-100.0,-100.0,-100.0,-100.0,-82.0,-75.0,-81.0,-100.0,-100.0,-75.0,-59.0,-100.0,-100.0,-68.0,-75.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-79.0,-49.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-88.0,-68.0,-100.0,-100.0,-86.0,-87.0,-77.0,-85.0,-81.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155606,51.0,24.0,27.174999696428568,3.2246427982142856,-25.48714252380952,-0.2578612242619048,0.8850138040476191,9.699951377976191,0.0017816903907738098,0.0010508335874999993,-0.0007963065366071426,-0.09096918574401307,0.026627132990272733,-1.3626133636349724,1015.7579516666667,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-62.0,-77.0,-100.0,-100.0,-53.0,-69.0,-75.0,-100.0,-62.0,-76.0,-61.0,-70.0,-36.0,-62.0,-100.0,-61.0,-77.0,-100.0,-100.0,-54.0,-69.0,-71.0,-100.0,-64.0,-76.0,-60.0,-70.0,-37.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-35.0,-46.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-51.0,-100.0,-36.0,-57.0,-100.0,-79.0,-100.0,-100.0,-69.0,-100.0,-67.0,-53.0,-54.0,-55.0,-100.0,-100.0,-87.0,-100.0,-87.0,-100.0,-100.0,-100.0,-73.0,-63.0,-63.0,-57.0,-71.0,-100.0,-65.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-79.0,-100.0,-100.0,-67.0,-55.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-77.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-86.0,-86.0,-69.0,-100.0,-62.0,-81.0,-82.0,-100.0,-80.0,-100.0,-100.0,-93.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155621,52.0,24.0,25.090449134831463,3.815056096067416,-24.489774971910116,-0.22754331532022473,0.8335453508988764,9.672130946629213,-4.971910149504758e-11,-0.004022101483146067,-0.0010261163294943822,-0.08595232062795186,0.023543439670082975,-1.3323440149928747,1015.7625370786515,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-75.0,-79.0,-100.0,-55.0,-63.0,-100.0,-100.0,-66.0,-65.0,-60.0,-63.0,-37.0,-100.0,-100.0,-64.0,-75.0,-78.0,-100.0,-55.0,-63.0,-100.0,-100.0,-100.0,-65.0,-60.0,-64.0,-37.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-41.0,-47.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-41.0,-62.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-61.0,-54.0,-69.0,-47.0,-100.0,-100.0,-88.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-75.0,-100.0,-63.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-80.0,-79.0,-76.0,-66.0,-61.0,-87.0,-88.0,-100.0,-82.0,-88.0,-100.0,-82.0,-100.0,-79.0,-80.0,-84.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155654,54.0,24.0,29.431083915662647,2.918313204819277,-23.578192469879518,-0.25198251775903613,0.799273946445783,9.688439984939759,0.0033082401289156625,-0.0028519309807228917,-0.0022852247993975904,-0.08231112289141455,0.026049246927386624,-1.4018276089645294,1015.7938986746989,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-76.0,-82.0,-100.0,-53.0,-68.0,-76.0,-100.0,-100.0,-75.0,-54.0,-69.0,-32.0,-100.0,-100.0,-62.0,-75.0,-81.0,-100.0,-53.0,-70.0,-77.0,-100.0,-100.0,-74.0,-100.0,-69.0,-33.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-41.0,-51.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-42.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-63.0,-45.0,-100.0,-79.0,-85.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-54.0,-53.0,-62.0,-100.0,-100.0,-66.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-79.0,-79.0,-75.0,-100.0,-57.0,-89.0,-89.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.16 155740,57.0,24.0,26.008124687499997,-1.2209999739375,-24.598499662499997,-0.1004816520625,0.791612860875,9.704986328124999,0.0017333300412499999,-0.00014126263062500013,-0.00277943683,-0.08141476106829937,0.010350310451758517,-1.5392377533018589,1015.8141580625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-75.0,-100.0,-90.0,-53.0,-63.0,-100.0,-100.0,-100.0,-69.0,-63.0,-76.0,-33.0,-100.0,-100.0,-65.0,-74.0,-100.0,-87.0,-51.0,-61.0,-100.0,-100.0,-100.0,-67.0,-63.0,-75.0,-33.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-48.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-60.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-56.0,-72.0,-54.0,-100.0,-84.0,-88.0,-84.0,-88.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-75.0,-72.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-88.0,-63.0,-100.0,-100.0,-100.0,-63.0,-81.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-90.0,-81.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-73.0,-72.0,-100.0,-63.0,-60.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-71.0,-81.0,-80.0,-77.0,-79.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
