Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:k9,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f7,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:i9,88:36:6c:88:5b:3e,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:k6,90:9f:33:a4:06:5c,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:d2,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:u8,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:k5,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m6,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:j4
2021.01.30 155257,21.0,24.0,19.543683956140352,-35.58157839473684,-34.7657890877193,-5.129628755263158,8.496315114035088,0.11301397172456139,0.00016969200307017634,-0.0013243880121929822,0.004520992334561404,-1.0272055827734763,1.5489224686957241,1.6015221560210513,1016.134958245614,-62.0,-76.0,-100.0,-69.0,-75.0,-100.0,-59.0,-100.0,-100.0,-74.0,-73.0,-100.0,-48.0,-100.0,-86.0,-74.0,-84.0,-81.0,-62.0,-61.0,-60.0,-100.0,-23.0,-26.0,-49.0,-67.0,-66.0,-67.0,-64.0,-81.0,-71.0,-84.0,-54.0,-54.0,-56.0,-57.0,-58.0,-64.0,-75.0,-100.0,-67.0,-100.0,-23.0,-27.0,-48.0,-67.0,-100.0,-68.0,-63.0,-81.0,-71.0,-84.0,-53.0,-54.0,-56.0,-57.0,-57.0,-64.0,-100.0,-100.0,-100.0,-100.0,-75.0,-58.0,-75.0,-100.0,-89.0,-100.0,-59.0,-100.0,-90.0,-78.0,-100.0,-91.0,-76.0,-100.0,-100.0,-55.0,-79.0,-87.0,-100.0,-100.0,-72.0,-100.0,-78.0,-65.0,-88.0,-100.0,-100.0,-100.0,-100.0,-83.0,-88.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155306,22.0,24.0,18.837297135135135,-37.279458972972975,-35.37837799099099,-4.9803719990990984,8.57982991891892,0.02295052575135136,0.0037905673123423424,-0.006765838759819818,0.00478326763153153,-1.0446749163103533,1.5662651244584505,1.6368141797211793,1016.1488193693692,-60.0,-100.0,-100.0,-100.0,-77.0,-100.0,-52.0,-69.0,-77.0,-67.0,-100.0,-100.0,-43.0,-100.0,-100.0,-76.0,-83.0,-80.0,-63.0,-63.0,-71.0,-100.0,-30.0,-29.0,-46.0,-66.0,-68.0,-67.0,-69.0,-82.0,-72.0,-80.0,-54.0,-52.0,-55.0,-53.0,-59.0,-63.0,-100.0,-64.0,-71.0,-100.0,-29.0,-30.0,-46.0,-67.0,-68.0,-66.0,-68.0,-82.0,-72.0,-80.0,-54.0,-52.0,-55.0,-53.0,-59.0,-63.0,-100.0,-100.0,-100.0,-84.0,-81.0,-63.0,-81.0,-91.0,-89.0,-66.0,-62.0,-100.0,-87.0,-76.0,-100.0,-87.0,-100.0,-100.0,-100.0,-62.0,-100.0,-88.0,-100.0,-100.0,-72.0,-100.0,-75.0,-100.0,-88.0,-83.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155316,23.0,24.0,22.72789447368421,-38.31526269298246,-34.30526278947368,-5.002690207894737,8.56621118859649,-0.019532242008771922,0.0006144446941228066,-0.0016941222596491231,0.00010561535947368416,-1.0420578895953663,1.5749019603980214,1.5667682175050701,1016.1553824561405,-61.0,-100.0,-100.0,-72.0,-78.0,-100.0,-62.0,-65.0,-100.0,-66.0,-80.0,-100.0,-47.0,-100.0,-100.0,-100.0,-86.0,-77.0,-63.0,-64.0,-74.0,-100.0,-32.0,-31.0,-45.0,-64.0,-66.0,-72.0,-67.0,-84.0,-100.0,-76.0,-52.0,-55.0,-51.0,-54.0,-59.0,-66.0,-79.0,-63.0,-74.0,-100.0,-32.0,-31.0,-45.0,-64.0,-66.0,-73.0,-67.0,-85.0,-100.0,-77.0,-51.0,-55.0,-51.0,-54.0,-58.0,-66.0,-100.0,-100.0,-100.0,-82.0,-74.0,-55.0,-74.0,-100.0,-100.0,-59.0,-63.0,-100.0,-89.0,-100.0,-100.0,-88.0,-78.0,-82.0,-100.0,-55.0,-100.0,-88.0,-100.0,-100.0,-70.0,-100.0,-71.0,-100.0,-87.0,-79.0,-100.0,-64.0,-100.0,-75.0,-80.0,-72.0,-91.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155326,24.0,24.0,21.18545428181818,-39.840544872727264,-32.88763594545455,-4.84951654090909,8.656500540909091,0.07265535801272727,0.0018482561714545458,-0.0017946666045454544,0.002896889641636365,-1.0599016536365855,1.5559341018850152,1.5895504420453852,1016.1526713636363,-100.0,-100.0,-100.0,-75.0,-85.0,-100.0,-61.0,-69.0,-100.0,-68.0,-81.0,-100.0,-52.0,-100.0,-100.0,-100.0,-89.0,-100.0,-64.0,-56.0,-67.0,-100.0,-35.0,-35.0,-100.0,-69.0,-67.0,-76.0,-70.0,-85.0,-70.0,-81.0,-54.0,-62.0,-56.0,-50.0,-58.0,-64.0,-76.0,-56.0,-75.0,-100.0,-35.0,-35.0,-100.0,-69.0,-67.0,-76.0,-70.0,-85.0,-71.0,-82.0,-57.0,-62.0,-57.0,-50.0,-58.0,-64.0,-100.0,-80.0,-89.0,-82.0,-75.0,-64.0,-76.0,-100.0,-86.0,-100.0,-64.0,-100.0,-88.0,-78.0,-100.0,-87.0,-80.0,-100.0,-100.0,-60.0,-73.0,-88.0,-73.0,-100.0,-64.0,-100.0,-72.0,-100.0,-87.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155335,25.0,24.0,18.72263135964912,-39.60105212280702,-33.85736802631578,-4.7771662982456125,8.692078631578946,0.030873543229824555,0.0025542097823684213,-0.00333381318254386,0.003417148123333333,-1.0680965728927077,1.564388794857159,1.6453107072595965,1016.1520774561403,-64.0,-77.0,-100.0,-59.0,-85.0,-100.0,-61.0,-66.0,-100.0,-64.0,-84.0,-100.0,-52.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-51.0,-100.0,-100.0,-37.0,-42.0,-48.0,-74.0,-100.0,-70.0,-100.0,-84.0,-71.0,-79.0,-58.0,-61.0,-45.0,-49.0,-57.0,-63.0,-100.0,-51.0,-100.0,-100.0,-37.0,-42.0,-48.0,-74.0,-100.0,-70.0,-100.0,-83.0,-71.0,-79.0,-58.0,-61.0,-44.0,-49.0,-57.0,-63.0,-100.0,-100.0,-92.0,-100.0,-69.0,-62.0,-69.0,-100.0,-84.0,-100.0,-62.0,-77.0,-89.0,-74.0,-100.0,-88.0,-76.0,-100.0,-100.0,-63.0,-100.0,-86.0,-100.0,-100.0,-66.0,-100.0,-65.0,-100.0,-84.0,-77.0,-78.0,-100.0,-79.0,-100.0,-100.0,-74.0,-100.0,-100.0,-81.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155345,26.0,24.0,17.623090736363636,-37.20872670000001,-34.29818142727273,-4.831124143636364,8.662072727272728,0.019350093307272723,0.0032865660490909083,-0.003643922218,0.0016696057799999995,-1.0618558157574047,1.5668738332661716,1.6481419985944574,1016.1490350000003,-64.0,-100.0,-100.0,-71.0,-83.0,-100.0,-63.0,-61.0,-100.0,-61.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-92.0,-73.0,-69.0,-53.0,-86.0,-100.0,-37.0,-51.0,-57.0,-71.0,-100.0,-72.0,-73.0,-89.0,-69.0,-78.0,-55.0,-63.0,-48.0,-51.0,-61.0,-64.0,-74.0,-54.0,-85.0,-100.0,-37.0,-51.0,-57.0,-71.0,-100.0,-72.0,-72.0,-89.0,-69.0,-78.0,-55.0,-63.0,-48.0,-52.0,-59.0,-64.0,-100.0,-79.0,-100.0,-86.0,-74.0,-69.0,-74.0,-87.0,-87.0,-100.0,-71.0,-78.0,-100.0,-74.0,-100.0,-90.0,-100.0,-100.0,-87.0,-73.0,-81.0,-85.0,-82.0,-100.0,-74.0,-100.0,-70.0,-74.0,-84.0,-75.0,-88.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155355,27.0,24.0,12.108318274336286,-37.80212350442478,-31.618937530973447,-4.885655455752212,8.630852203539822,-0.09772031296460176,0.0007876701085840715,-0.0020105089436283185,0.0027904918738053098,-1.0554128072958078,1.5906475697998452,1.83655029693536,1016.147681681416,-67.0,-100.0,-100.0,-69.0,-85.0,-100.0,-66.0,-61.0,-71.0,-57.0,-100.0,-100.0,-57.0,-100.0,-100.0,-81.0,-91.0,-100.0,-65.0,-53.0,-100.0,-100.0,-38.0,-47.0,-61.0,-69.0,-67.0,-73.0,-74.0,-83.0,-100.0,-80.0,-59.0,-60.0,-38.0,-49.0,-62.0,-57.0,-100.0,-54.0,-100.0,-100.0,-38.0,-48.0,-61.0,-69.0,-65.0,-73.0,-74.0,-84.0,-100.0,-80.0,-60.0,-60.0,-38.0,-50.0,-61.0,-57.0,-100.0,-100.0,-100.0,-83.0,-67.0,-65.0,-66.0,-100.0,-100.0,-100.0,-79.0,-81.0,-89.0,-68.0,-100.0,-88.0,-100.0,-87.0,-100.0,-70.0,-100.0,-90.0,-100.0,-100.0,-74.0,-100.0,-75.0,-76.0,-89.0,-71.0,-100.0,-100.0,-100.0,-65.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-91.0,-70.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155404,28.0,24.0,8.079831771428571,-33.522352411764714,-30.276806352941183,-4.715051416806722,8.719868411764706,0.014426007957983187,-0.0027028066116806717,-0.0010184150119327729,0.0016235926260504204,-1.0748427875903475,1.567881968842835,1.8530272776339234,1016.1507526050418,-100.0,-100.0,-100.0,-72.0,-88.0,-100.0,-65.0,-58.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-50.0,-80.0,-100.0,-40.0,-50.0,-61.0,-69.0,-100.0,-76.0,-100.0,-100.0,-69.0,-81.0,-61.0,-62.0,-39.0,-52.0,-63.0,-55.0,-100.0,-49.0,-100.0,-100.0,-40.0,-50.0,-61.0,-69.0,-100.0,-76.0,-100.0,-100.0,-69.0,-81.0,-61.0,-62.0,-39.0,-52.0,-64.0,-55.0,-100.0,-79.0,-100.0,-84.0,-72.0,-100.0,-72.0,-100.0,-100.0,-63.0,-100.0,-100.0,-89.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-69.0,-100.0,-77.0,-100.0,-77.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-88.0,-56.0,-77.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155414,29.0,24.0,10.875293965686277,-31.15058773529412,-30.743529009803925,-4.754959361764707,8.707015102941176,-0.05370687088235295,0.004672065201666668,-0.004247274187549019,0.006447203683137255,-1.0708179684246288,1.582231598741868,1.7539651218582601,1016.1508582352943,-100.0,-100.0,-100.0,-78.0,-87.0,-100.0,-70.0,-54.0,-100.0,-50.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-90.0,-100.0,-64.0,-47.0,-74.0,-100.0,-42.0,-49.0,-56.0,-70.0,-68.0,-76.0,-100.0,-86.0,-100.0,-76.0,-59.0,-62.0,-40.0,-45.0,-63.0,-54.0,-71.0,-45.0,-100.0,-100.0,-42.0,-49.0,-56.0,-71.0,-66.0,-76.0,-100.0,-86.0,-100.0,-76.0,-58.0,-62.0,-40.0,-45.0,-63.0,-54.0,-100.0,-78.0,-100.0,-100.0,-70.0,-68.0,-70.0,-100.0,-85.0,-100.0,-74.0,-100.0,-90.0,-69.0,-100.0,-89.0,-70.0,-100.0,-100.0,-70.0,-75.0,-88.0,-74.0,-100.0,-76.0,-100.0,-76.0,-100.0,-90.0,-68.0,-82.0,-100.0,-70.0,-100.0,-85.0,-74.0,-100.0,-100.0,-100.0,-100.0,-88.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155424,30.0,24.0,11.239244985849055,-28.889433632075473,-32.15886750943397,-4.682569110377359,8.736912099056603,-0.012739348622641514,0.001653785038584905,-0.0038852297502830185,0.0013519139716981134,-1.0786028256956137,1.5733921629077983,1.6900667087087091,1016.1444905660373,-74.0,-100.0,-88.0,-100.0,-86.0,-100.0,-66.0,-56.0,-74.0,-57.0,-87.0,-100.0,-59.0,-100.0,-100.0,-100.0,-87.0,-75.0,-65.0,-48.0,-80.0,-100.0,-46.0,-52.0,-58.0,-70.0,-63.0,-70.0,-75.0,-88.0,-100.0,-75.0,-62.0,-61.0,-40.0,-47.0,-67.0,-58.0,-76.0,-49.0,-100.0,-100.0,-45.0,-52.0,-58.0,-70.0,-64.0,-71.0,-76.0,-88.0,-100.0,-75.0,-62.0,-61.0,-39.0,-47.0,-66.0,-58.0,-100.0,-100.0,-90.0,-81.0,-70.0,-65.0,-70.0,-100.0,-82.0,-100.0,-100.0,-72.0,-88.0,-65.0,-100.0,-88.0,-70.0,-84.0,-90.0,-77.0,-100.0,-88.0,-100.0,-100.0,-82.0,-100.0,-86.0,-100.0,-90.0,-76.0,-88.0,-100.0,-100.0,-76.0,-100.0,-100.0,-88.0,-89.0,-100.0,-100.0,-89.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155434,31.0,24.0,16.92717923076923,-29.80461494017094,-34.792307341880345,-4.755275336752137,8.70460096153846,0.060102437218803414,0.001141085728119658,-0.005445049213504275,0.0017921585157264952,-1.0705286060642993,1.558045455533215,1.5444243820304544,1016.1309481196581,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-73.0,-54.0,-100.0,-50.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-91.0,-100.0,-63.0,-52.0,-100.0,-100.0,-47.0,-48.0,-60.0,-72.0,-50.0,-74.0,-73.0,-87.0,-100.0,-77.0,-64.0,-57.0,-39.0,-40.0,-65.0,-60.0,-100.0,-52.0,-100.0,-100.0,-47.0,-48.0,-61.0,-72.0,-54.0,-74.0,-73.0,-88.0,-100.0,-77.0,-63.0,-57.0,-40.0,-40.0,-64.0,-60.0,-100.0,-77.0,-100.0,-82.0,-65.0,-100.0,-65.0,-100.0,-80.0,-63.0,-100.0,-100.0,-89.0,-100.0,-100.0,-89.0,-65.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-88.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 155444,32.0,24.0,17.15504566055046,-32.83871521100917,-37.05302700917431,-4.521071795412843,8.822046036697248,0.13434297898899084,0.0013498328995412844,-0.007464453934678899,0.004400107407706424,-1.0967351252879571,1.5411725831687997,1.5377435596711044,1016.1271181651375,-75.0,-100.0,-100.0,-79.0,-92.0,-100.0,-74.0,-56.0,-100.0,-48.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-79.0,-62.0,-41.0,-82.0,-100.0,-48.0,-57.0,-59.0,-74.0,-63.0,-73.0,-100.0,-91.0,-67.0,-78.0,-62.0,-56.0,-29.0,-41.0,-60.0,-61.0,-79.0,-44.0,-82.0,-100.0,-48.0,-57.0,-59.0,-74.0,-63.0,-73.0,-100.0,-89.0,-73.0,-78.0,-62.0,-57.0,-28.0,-41.0,-59.0,-61.0,-100.0,-73.0,-100.0,-100.0,-67.0,-63.0,-67.0,-100.0,-87.0,-100.0,-82.0,-76.0,-87.0,-63.0,-100.0,-89.0,-64.0,-100.0,-87.0,-75.0,-72.0,-90.0,-72.0,-100.0,-100.0,-100.0,-89.0,-100.0,-90.0,-79.0,-83.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
