Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:08:9f:7c:21:44,00:1a:ee:a0:de:01,00:1a:ee:a0:de:06,00:1a:ee:a0:de:07,00:1a:ee:a0:de:16,00:1a:ee:a0:de:22,00:1a:ee:a0:de:52,00:1a:ee:a0:de:58,00:1a:ee:a0:de:71,00:1a:ee:a0:de:77,00:1a:ee:a0:de:78,00:1a:ee:a0:de:84,00:1a:ee:a0:de:90,00:1a:ee:a0:de:95,00:1a:ee:a0:de:97,00:1a:ee:a0:df:02,00:1a:ee:a0:df:14,00:1a:ee:a0:df:16,00:1a:ee:a0:df:18,00:1a:ee:a0:df:19,00:1a:ee:a0:df:31,00:1a:ee:a0:df:32,00:1a:ee:a0:df:44,00:1a:ee:a0:df:45,00:1a:ee:a0:de:15,00:1a:ee:a0:de:61,00:1a:ee:a0:de:72,00:1a:ee:a0:de:86,00:1a:ee:a0:df:01,00:1a:ee:a0:df:13,00:1a:ee:a0:de:12,00:1a:ee:a0:de:53,00:1a:ee:a0:de:65,00:1a:ee:a0:df:09,00:1a:ee:a0:de:76,00:1a:ee:a0:de:99,00:1a:ee:a0:df:20,00:1a:ee:a0:df:07,00:1a:ee:a0:de:62,00:1a:ee:a0:de:80,00:1a:ee:a0:df:05,00:1a:ee:a0:de:66,00:1a:ee:a0:df:06,00:1a:ee:a0:de:02,00:1a:ee:a0:de:18,00:1a:ee:a0:de:51,00:1a:ee:a0:df:15,00:1a:ee:a0:df:23,00:1a:ee:a0:df:35,00:1a:ee:a0:de:17,00:1a:ee:a0:de:33,00:1a:ee:a0:de:03,00:1a:ee:a0:de:05,00:1a:ee:a0:de:09,00:1a:ee:a0:de:19,00:1a:ee:a0:de:21,00:1a:ee:a0:de:43,00:1a:ee:a0:de:64,00:1a:ee:a0:de:70,00:1a:ee:a0:df:04,00:1a:ee:a0:df:08,00:1a:ee:a0:de:08,00:1a:ee:a0:de:10,00:1a:ee:a0:de:20,00:1a:ee:a0:de:37,00:1a:ee:a0:de:44,00:1a:ee:a0:de:48,00:1a:ee:a0:de:91,00:1a:ee:a0:de:92,00:1a:ee:a0:df:10,00:1a:ee:a0:df:17,00:1a:ee:a0:de:11,00:1a:ee:a0:de:14,00:1a:ee:a0:de:36,00:1a:ee:a0:de:55,00:1a:ee:a0:de:68,00:1a:ee:a0:de:23,00:1a:ee:a0:de:29,00:1a:ee:a0:de:30,00:1a:ee:a0:de:81,00:1a:ee:a0:de:82,00:1a:ee:a0:de:93,00:1a:ee:a0:de:94,00:1a:ee:a0:df:03,00:1a:ee:a0:de:24,00:1a:ee:a0:de:39,00:1a:ee:a0:de:46,00:1a:ee:a0:df:27,00:1a:ee:a0:de:75,00:1a:ee:a0:df:39,00:1a:ee:a0:de:54,00:1a:ee:a0:de:31,00:1a:ee:a0:de:13,00:1a:ee:a0:de:63,00:1a:ee:a0:de:74,64:e5:99:c6:97:5c,00:1a:ee:a0:de:67,00:1a:ee:a0:df:11,00:1a:ee:a0:de:79,00:1a:ee:a0:de:56,00:1a:ee:a0:de:04,00:1a:ee:a0:de:32,00:1a:ee:a0:de:50,00:1a:ee:a0:de:69,00:1a:ee:a0:de:87,00:1a:ee:a0:de:73,00:1a:ee:a0:df:21,00:1a:ee:a0:de:40,00:1a:ee:a0:de:47,00:1a:ee:a0:de:89,00:1a:ee:a0:de:38,00:1a:ee:a0:de:45,00:1a:ee:a0:df:40,00:1a:ee:a0:de:59,00:1a:ee:a0:df:25,00:1a:ee:a0:df:37,00:1a:ee:a0:df:22,00:1a:ee:a0:df:24,00:1a:ee:a0:df:28,00:1a:ee:a0:df:33,00:1a:ee:a0:df:26,00:1a:ee:a0:df:38,00:1a:ee:a0:df:34,00:1a:ee:a0:de:34,00:1a:ee:a0:de:35,00:1a:ee:a0:de:41,00:1a:ee:a0:de:42,00:1a:ee:a0:df:12
2021.02.11 162603,28.0,25.0,-30.858103008620684,-12.889654810344826,-37.68310299137931,-0.2111915505172414,0.2376111346465517,10.014818038793104,-0.0015804559844827585,-0.0030908939273275866,-0.002312778041206897,-0.023739174528355313,0.021038620014161083,1.9340554650487571,1016.3370647413793,-75.0,-72.0,-100.0,-91.0,-100.0,-79.0,-86.0,-100.0,-100.0,-83.0,-86.0,-65.0,-65.0,-87.0,-100.0,-100.0,-84.0,-86.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-84.0,-100.0,-66.0,-72.0,-100.0,-100.0,-100.0,-77.0,-90.0,-100.0,-71.0,-100.0,-74.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-70.0,-100.0,-70.0,-88.0,-100.0,-100.0,-100.0,-100.0,-73.0,-76.0,-76.0,-70.0,-100.0,-78.0,-100.0,-86.0,-86.0,-100.0,-79.0,-92.0,-100.0,-100.0,-77.0,-100.0,-100.0,-85.0,-100.0,-72.0,-100.0,-100.0,-85.0,-87.0,-100.0,-83.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-86.0,-87.0,-100.0,-100.0,-100.0,-81.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162615,27.0,25.0,-31.457796211864405,-10.839660766949152,-38.6166096440678,-0.2385955716016949,0.23691146299999996,9.995123470338985,0.001083198615084746,-0.003986216713305084,0.003268998587627118,-0.023714550796469974,0.023859992406283607,1.8693586001961917,1016.3421926271187,-74.0,-74.0,-100.0,-100.0,-80.0,-79.0,-82.0,-100.0,-100.0,-83.0,-89.0,-70.0,-66.0,-100.0,-100.0,-91.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-81.0,-100.0,-89.0,-100.0,-65.0,-72.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-78.0,-100.0,-74.0,-70.0,-70.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-70.0,-88.0,-100.0,-66.0,-100.0,-76.0,-75.0,-90.0,-80.0,-90.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-77.0,-89.0,-77.0,-83.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162626,26.0,25.0,-31.60016913559322,-11.301355677966102,-39.66915203389832,-0.24439864466271183,0.22861266213728818,10.000277105932202,0.0007052903691525423,-0.004700618483559323,-0.003346982345169491,-0.02278010572004464,0.02439195636401335,1.8813591751001648,1016.3425773728814,-74.0,-75.0,-100.0,-100.0,-100.0,-80.0,-79.0,-100.0,-100.0,-82.0,-88.0,-58.0,-58.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-65.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-75.0,-100.0,-73.0,-65.0,-66.0,-100.0,-100.0,-100.0,-89.0,-61.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-74.0,-78.0,-75.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-75.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-80.0,-61.0,-86.0,-86.0,-79.0,-85.0,-80.0,-78.0,-100.0,-100.0,-87.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-82.0,-100.0,-100.0,-86.0,-81.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162637,25.0,25.0,-31.62315759649122,-11.175789271929824,-38.754736263157895,-0.18872766267543858,0.3158132481666667,10.012542188596493,0.0029124340914035082,-0.0005566161489473681,-0.0020514142035087716,-0.031527545561466586,0.018786509338634752,1.8706035561728895,1016.3518805263157,-71.0,-72.0,-100.0,-100.0,-76.0,-100.0,-100.0,-86.0,-89.0,-77.0,-88.0,-61.0,-56.0,-90.0,-100.0,-87.0,-84.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-90.0,-100.0,-100.0,-100.0,-100.0,-65.0,-75.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-79.0,-100.0,-73.0,-70.0,-71.0,-85.0,-100.0,-87.0,-88.0,-100.0,-100.0,-66.0,-87.0,-100.0,-67.0,-88.0,-86.0,-74.0,-77.0,-78.0,-72.0,-88.0,-72.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-72.0,-100.0,-89.0,-83.0,-81.0,-100.0,-87.0,-85.0,-75.0,-83.0,-72.0,-82.0,-100.0,-100.0,-83.0,-83.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-87.0,-87.0,-90.0,-85.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162648,24.0,25.0,-31.232104754385965,-10.272105087719298,-38.983683903508776,-0.15581688322280704,0.26706665309298244,10.003532201754387,0.004053787828421052,-0.0025499659135964923,-0.0054379655885964905,-0.02668604573971187,0.015545049666048177,1.8543527398193091,1016.3564562280703,-73.0,-72.0,-100.0,-100.0,-69.0,-100.0,-80.0,-100.0,-100.0,0.0,-89.0,-60.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-58.0,-78.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-68.0,-67.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-72.0,-91.0,-100.0,-72.0,-90.0,-100.0,-100.0,-100.0,-75.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-77.0,-67.0,-82.0,-84.0,-66.0,-100.0,-74.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-89.0,-85.0,-100.0,-88.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162702,23.0,25.0,-29.641538094017093,-10.77333308974359,-40.0907682991453,-0.28714926563247856,0.18693761023760688,10.001561166666667,-0.0007489102707692307,-0.0006446873239316248,-0.0037271029649572646,-0.01870039583141036,0.02872094629396098,1.887085950272715,1016.3586171794873,-72.0,-70.0,-100.0,-100.0,-100.0,-71.0,-86.0,-100.0,-100.0,-84.0,-86.0,-60.0,-57.0,-88.0,-76.0,-91.0,-89.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-58.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-68.0,-66.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-73.0,-88.0,-100.0,-73.0,-88.0,-100.0,-64.0,-80.0,-75.0,-74.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-83.0,-82.0,-80.0,-85.0,-72.0,-79.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-90.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162714,22.0,25.0,-28.636173495652173,-11.777738873913043,-40.60069507826086,-0.20155629913739126,0.14003384633739127,10.001052430434783,0.00038351671756521973,-0.005314049538695652,-0.0007463711981739131,-0.013927717082728814,0.02010823606181906,1.9364640847496364,1016.3541836521739,-75.0,-75.0,-100.0,-85.0,-100.0,-72.0,-100.0,-87.0,-100.0,-89.0,-89.0,-61.0,-55.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-80.0,-100.0,-100.0,-75.0,-83.0,-100.0,-100.0,-84.0,-100.0,-74.0,-67.0,-68.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-78.0,-90.0,-92.0,-75.0,-100.0,-100.0,-100.0,-74.0,-73.0,-72.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-89.0,-79.0,-71.0,-80.0,-79.0,-80.0,-85.0,-100.0,-80.0,-78.0,-100.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162725,21.0,25.0,-28.193499616666667,-10.254499716666666,-41.16149948333334,-0.20249579174000001,0.088548263025,10.0058540375,-0.0016004670951666666,-0.00430700745475,0.00011769326033333333,-0.008889149765673184,0.020214969896187502,1.900639404853185,1016.3574866666667,-73.0,-76.0,-100.0,-87.0,-100.0,-74.0,-87.0,-82.0,-100.0,-89.0,-88.0,-62.0,-59.0,-100.0,-100.0,-89.0,-93.0,-91.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-87.0,-100.0,-62.0,-75.0,-100.0,-100.0,-83.0,-100.0,-100.0,-93.0,-84.0,-100.0,-73.0,-73.0,-73.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-72.0,-100.0,-100.0,-73.0,-100.0,-100.0,-71.0,-82.0,-77.0,-73.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-80.0,-100.0,-58.0,-83.0,-81.0,-76.0,-86.0,-100.0,-81.0,-79.0,-100.0,-84.0,-83.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-83.0,-100.0,-100.0,-82.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162737,20.0,25.0,-27.985178214285714,-11.053928321428572,-43.071428035714284,-0.24855565276785715,0.08251697055357142,10.00732046875,0.0032460944608928566,-0.000991608964017857,-0.0029479048204464294,-0.008242124571812096,0.024816179500443684,1.9251546540430613,1016.3573834821428,-75.0,-76.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-88.0,-88.0,-67.0,-56.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-85.0,-100.0,-74.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-76.0,-90.0,-100.0,-76.0,-100.0,-100.0,-69.0,-75.0,-75.0,-73.0,-100.0,-74.0,-87.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-80.0,-100.0,-61.0,-80.0,-79.0,-76.0,-70.0,-80.0,-77.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-75.0,-100.0,-100.0,-80.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162748,19.0,25.0,-27.732521269565215,-13.064347604347827,-43.89756446956521,-0.2897280712104348,0.20107744490956522,10.012711456521737,-0.004253746486086956,-0.004341977086000001,-0.007067498411565217,-0.02008172467948217,0.02885182026530732,1.9700514451317166,1016.3578120869565,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-89.0,-88.0,-67.0,-56.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-63.0,-78.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-90.0,-79.0,-91.0,-100.0,-64.0,-76.0,-76.0,-77.0,-90.0,-69.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-83.0,-100.0,-64.0,-100.0,-100.0,-71.0,-83.0,-100.0,-77.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-90.0,-100.0,-78.0,-100.0,-100.0,-85.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162800,18.0,25.0,-26.311858070796458,-14.977167924778763,-43.32743305309735,-0.3878089541592921,0.16853152086725667,9.997749964601772,0.0028642554769911515,-0.003645416768584071,-0.00021711136415929268,-0.016896301502386586,0.0387088064829596,2.0434070160958617,1016.362986637168,-77.0,-74.0,-100.0,-100.0,-100.0,-81.0,-79.0,-100.0,-100.0,-89.0,-86.0,-70.0,-55.0,-100.0,-89.0,-91.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-77.0,-100.0,-100.0,-76.0,-100.0,-100.0,-72.0,-100.0,-80.0,-75.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-70.0,-94.0,-100.0,-100.0,-71.0,-100.0,-100.0,-74.0,-89.0,-62.0,-78.0,-100.0,-74.0,-79.0,-100.0,-79.0,-80.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-80.0,-89.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-86.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162814,17.0,25.0,-28.003008513274338,-14.12336249557522,-41.65061887610619,-0.16160295620884954,0.08500734957522123,10.007856827433628,0.0020263427821238934,-0.0017317326214159293,-0.003444425970442478,-0.00848722798683867,0.016126320756991372,2.0197508419509482,1016.3667559292035,-77.0,-74.0,-100.0,-100.0,-80.0,-79.0,-100.0,-100.0,-100.0,-91.0,-87.0,-75.0,-51.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-72.0,-78.0,-79.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-77.0,-90.0,-92.0,-100.0,-91.0,-100.0,-66.0,-80.0,-75.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-71.0,-100.0,-56.0,-77.0,-77.0,-74.0,-77.0,-81.0,-79.0,-87.0,-100.0,-85.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-77.0,-100.0,-100.0,-79.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162825,16.0,25.0,-29.250516879310343,-14.832930711206897,-40.77206847413793,-0.1632441324413793,0.3789971915431035,9.99403325,0.002706133004310346,-0.0028065257398275857,-0.0026919356382758618,-0.037844792840368034,0.01633128474889508,1.9903043970979493,1016.3700822413792,-82.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-72.0,-51.0,-100.0,-88.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-77.0,-90.0,-100.0,-59.0,-78.0,-75.0,-84.0,-100.0,-70.0,-88.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-83.0,-100.0,-55.0,-81.0,-80.0,-72.0,-81.0,-100.0,-78.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-78.0,-100.0,-100.0,-82.0,-100.0,-71.0,-80.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162836,15.0,25.0,-29.506725230088495,-15.621238597345133,-40.38849509734513,-0.2416522500141593,0.24148274250088497,10.00851364159292,0.005064451289911504,0.002657847803716814,-0.004703997442654868,-0.02416265024844784,0.02413161364394293,2.0201954018753185,1016.3694317699116,-81.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-89.0,-72.0,-54.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-90.0,-100.0,-81.0,-91.0,-100.0,-62.0,-75.0,-76.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-79.0,-100.0,-61.0,-77.0,-78.0,-66.0,-75.0,-81.0,-83.0,-87.0,-100.0,-100.0,-100.0,-90.0,-100.0,-91.0,-80.0,-90.0,-80.0,-78.0,-100.0,-100.0,-84.0,-85.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.11 162847,14.0,25.0,-29.143303947826084,-16.12434759130435,-40.42852115652175,-0.30532208584347825,0.12329474211304346,10.015480543478262,-0.0005513720798260863,0.0005608805176521741,-0.006111361442173913,-0.012308826035400233,0.030363886878299287,2.0471239463142727,1016.3671626086957,-76.0,-75.0,-100.0,-100.0,-100.0,-100.0,-85.0,-90.0,-100.0,-100.0,-90.0,-76.0,-54.0,-100.0,-90.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-66.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-79.0,-100.0,-100.0,-78.0,-100.0,-100.0,-69.0,-80.0,-78.0,-82.0,-93.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-91.0,-55.0,-82.0,-81.0,-67.0,-83.0,-100.0,-82.0,-86.0,-100.0,-84.0,-85.0,-100.0,-100.0,-100.0,-82.0,-91.0,-75.0,-72.0,-100.0,-100.0,-100.0,-100.0,-75.0,-81.0,-100.0,-87.0,-100.0,-100.0,-100.0,-89.0,-100.0,-88.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
