Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:f7,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:f2,90:9f:33:a4:06:5c,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:b4,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:m6,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:j3,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:e7
2021.01.30 164731,20.0,24.0,9.980869313043478,27.31982575652174,-33.71791275652174,4.741309525217392,-7.981804333043478,3.4633497469565215,0.001992297186347826,0.0007806857084347829,0.0024935252366086957,0.9365043059639309,-0.939936129424883,-1.3719702057216479,1016.8177476521739,-100.0,-100.0,-57.0,-69.0,-100.0,-100.0,-59.0,-100.0,-67.0,-74.0,-100.0,-76.0,-85.0,-58.0,-76.0,-100.0,-39.0,-38.0,-48.0,-60.0,-70.0,-72.0,-83.0,-83.0,-56.0,-48.0,-50.0,-54.0,-58.0,-66.0,-64.0,-100.0,-77.0,-100.0,-38.0,-47.0,-60.0,-100.0,-71.0,-100.0,-83.0,-100.0,-83.0,-58.0,-48.0,-49.0,-54.0,-58.0,-67.0,-100.0,-100.0,-81.0,-100.0,-62.0,-100.0,-78.0,-68.0,-78.0,-39.0,-56.0,-61.0,-100.0,-100.0,-100.0,-80.0,-100.0,-86.0,-78.0,-88.0,-51.0,-85.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-89.0,-100.0,-88.0,-71.0,-73.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164742,21.0,24.0,9.822930825862068,29.120689155172414,-37.60293037931034,4.847766636206897,-7.943151177586207,3.379436344827586,0.0018768096512068965,-0.0013689281457758618,0.00534622936413793,0.9310448668126402,-0.9619908635986263,-1.3918486145035973,1016.8199431034484,-66.0,-100.0,-58.0,-74.0,-100.0,-100.0,-56.0,-100.0,-63.0,-100.0,-100.0,-100.0,-90.0,-61.0,-77.0,-100.0,-27.0,-37.0,-48.0,-59.0,-76.0,-73.0,-81.0,-81.0,-58.0,-51.0,-46.0,-55.0,-63.0,-61.0,-60.0,-63.0,-100.0,-100.0,-37.0,-48.0,-59.0,-100.0,-78.0,-73.0,-82.0,-100.0,-81.0,-54.0,-51.0,-46.0,-55.0,-56.0,-61.0,-100.0,-84.0,-100.0,-100.0,-81.0,-100.0,-78.0,-100.0,-78.0,-27.0,-63.0,-58.0,-100.0,-90.0,-86.0,-66.0,-76.0,-100.0,-80.0,-83.0,-45.0,-81.0,-100.0,-100.0,-100.0,-100.0,-89.0,-90.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-67.0,-72.0,-89.0,-89.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164753,22.0,24.0,10.837565004347827,31.753042913043483,-40.25426012173913,4.691675167826087,-8.066624128695652,3.3262306765217393,0.004361392085826087,-0.005736980780521738,0.0045067246928695666,0.9513636920763099,-0.9541416069735651,-1.4016401145769202,1016.8284773913041,-65.0,-100.0,-100.0,-76.0,-100.0,-100.0,-55.0,-73.0,-66.0,-100.0,-100.0,-82.0,-100.0,-53.0,-76.0,-100.0,-40.0,-37.0,-52.0,-66.0,-78.0,-72.0,-83.0,-74.0,-56.0,-53.0,-47.0,-50.0,-58.0,-60.0,-60.0,-53.0,-76.0,-100.0,-37.0,-50.0,-66.0,-100.0,-78.0,-73.0,-83.0,-76.0,-74.0,-56.0,-54.0,-49.0,-50.0,-58.0,-60.0,-100.0,-81.0,-80.0,-100.0,-100.0,-63.0,-77.0,-69.0,-78.0,-38.0,-100.0,-56.0,-76.0,-92.0,-100.0,-100.0,-100.0,-86.0,-75.0,-100.0,-47.0,-84.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-83.0,-100.0,-100.0,-90.0,-100.0,-87.0,-100.0,-100.0,-86.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164803,23.0,24.0,7.12421040877193,33.222104807017544,-40.991051999999996,4.756541952631578,-8.085739070175439,3.150739636842105,-0.0034147689786842112,-0.00635572055508772,0.008298282837894737,0.956049360727009,-0.9859893719355265,-1.4268081658764888,1016.840163157895,-61.0,-100.0,-100.0,-77.0,-100.0,-100.0,-61.0,-67.0,-64.0,-100.0,-100.0,-81.0,-88.0,-54.0,-73.0,-100.0,-36.0,-39.0,-60.0,-67.0,-73.0,-100.0,-100.0,-75.0,-57.0,-58.0,-46.0,-52.0,-59.0,-61.0,-66.0,-54.0,-74.0,-100.0,-40.0,-59.0,-67.0,-58.0,-74.0,-100.0,-100.0,-100.0,-75.0,-57.0,-58.0,-47.0,-52.0,-58.0,-61.0,-100.0,-79.0,-84.0,-100.0,-100.0,-59.0,-77.0,-60.0,-76.0,-36.0,-65.0,-66.0,-100.0,-89.0,-100.0,-100.0,-100.0,-82.0,-71.0,-84.0,-47.0,-79.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164814,24.0,24.0,6.352631478070176,32.92736795614036,-41.016315210526315,4.570964619298246,-8.220007400877192,3.120580175438597,0.00017004576157894768,-0.0052572349408771925,0.004113320028508772,0.9781477425182075,-0.971825641498231,-1.4762570063273113,1016.8574012280702,-61.0,-100.0,-69.0,-79.0,-100.0,-100.0,-62.0,-72.0,-65.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-40.0,-39.0,-59.0,-68.0,-72.0,-76.0,-86.0,-79.0,-61.0,-54.0,-43.0,-51.0,-53.0,-62.0,-71.0,-56.0,-100.0,-100.0,-39.0,-59.0,-67.0,-100.0,-72.0,-75.0,-86.0,-73.0,-80.0,-61.0,-54.0,-43.0,-51.0,-54.0,-63.0,-100.0,-78.0,-85.0,-100.0,-100.0,-67.0,-72.0,-60.0,-72.0,-40.0,-100.0,-70.0,-72.0,-89.0,-100.0,-100.0,-100.0,-79.0,-69.0,-86.0,-51.0,-80.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-80.0,-100.0,-100.0,-90.0,-64.0,-72.0,-81.0,-80.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164825,25.0,24.0,4.933333262393162,30.74256365811966,-42.603589111111106,4.797246775213675,-8.066659726495725,3.1500061683760685,-0.0005026479579487174,-0.0025524455791452994,0.004453651541794871,0.9522657002139295,-0.9899768442170233,-1.515266909558549,1016.8790719658119,-68.0,-100.0,-79.0,-86.0,-100.0,-100.0,-61.0,-67.0,-60.0,-100.0,-100.0,-100.0,-86.0,-52.0,-79.0,-100.0,-39.0,-44.0,-54.0,-72.0,-71.0,-75.0,-82.0,-74.0,-59.0,-58.0,-44.0,-46.0,-55.0,-62.0,-65.0,-53.0,-81.0,-100.0,-44.0,-54.0,-72.0,-60.0,-71.0,-76.0,-82.0,-100.0,-74.0,-61.0,-59.0,-43.0,-46.0,-56.0,-63.0,-100.0,-76.0,-100.0,-100.0,-79.0,-100.0,-75.0,-60.0,-75.0,-39.0,-71.0,-61.0,-100.0,-88.0,-100.0,-100.0,-100.0,-77.0,-69.0,-82.0,-51.0,-83.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-69.0,-71.0,-86.0,-86.0,-100.0,-100.0,-63.0,-100.0,-73.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164835,26.0,24.0,5.506909010909091,28.048908700000002,-41.747453963636374,4.863991054545455,-7.971520292727273,3.2770003972727273,-0.0009195742489090911,-0.00309553178,0.005744632264181817,0.9364491527730768,-0.977972275018692,-1.5309014493768864,1016.8819903636363,-65.0,-100.0,-75.0,-86.0,-100.0,-100.0,-63.0,-67.0,-60.0,-100.0,-100.0,-100.0,-100.0,-54.0,-78.0,-100.0,-47.0,-42.0,-60.0,-70.0,-73.0,-100.0,-87.0,-77.0,-67.0,-58.0,-44.0,-51.0,-56.0,-61.0,-68.0,-59.0,-78.0,-100.0,-43.0,-61.0,-70.0,-60.0,-74.0,-100.0,-87.0,-69.0,-77.0,-68.0,-58.0,-45.0,-51.0,-58.0,-61.0,-100.0,-80.0,-85.0,-100.0,-81.0,-60.0,-70.0,-60.0,-71.0,-45.0,-75.0,-68.0,-69.0,-91.0,-100.0,-100.0,-100.0,-71.0,-65.0,-85.0,-54.0,-86.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-88.0,-87.0,-78.0,-100.0,-100.0,-89.0,-100.0,-88.0,-68.0,-73.0,-82.0,-81.0,-76.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-79.0,-76.0,-100.0,-90.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164846,27.0,24.0,8.455344657758621,27.416896267241373,-36.938275327586204,4.721736944827586,-8.006640743965516,3.4215012534482754,0.0021190494136206894,-0.007561837587327585,0.005130320229655174,0.9412546918309969,-0.9437206341274853,-1.4524189912039658,1016.8887076724138,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-63.0,-59.0,-61.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-51.0,-44.0,-100.0,-70.0,-77.0,-75.0,-83.0,-76.0,0.0,-61.0,-42.0,-46.0,0.0,-61.0,-100.0,-50.0,-100.0,-100.0,-45.0,-100.0,-70.0,-59.0,-76.0,-73.0,-82.0,-100.0,-76.0,0.0,-61.0,-44.0,-46.0,-100.0,-61.0,-100.0,-73.0,-88.0,-100.0,-80.0,-100.0,-71.0,-59.0,-71.0,-51.0,-100.0,-100.0,-100.0,-90.0,-100.0,-72.0,-100.0,-73.0,-77.0,-84.0,-54.0,-85.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-88.0,-100.0,-89.0,-100.0,-100.0,-91.0,-89.0,-71.0,-100.0,-75.0,-100.0,-74.0,-68.0,-100.0,-74.0,-100.0,-100.0,-89.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164857,28.0,24.0,9.841592738053096,27.07539778761062,-34.806902185840705,4.895020700884955,-7.90307737256637,3.393513762831858,0.004516094201946903,-0.011023609662831857,0.005361747997522123,0.9249012712883738,-0.9647883614607616,-1.3713744794372964,1016.9043056637167,-100.0,-100.0,-79.0,-83.0,-100.0,-100.0,-69.0,-63.0,-58.0,-87.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-47.0,-47.0,-62.0,-79.0,-76.0,-100.0,-87.0,-76.0,-60.0,-59.0,-44.0,-44.0,-60.0,-69.0,-71.0,-56.0,-100.0,-100.0,-47.0,-62.0,-78.0,-61.0,-76.0,-100.0,-87.0,-69.0,-76.0,-61.0,-60.0,-43.0,-44.0,-59.0,-69.0,-100.0,-77.0,-90.0,-100.0,-100.0,-70.0,-70.0,-62.0,-71.0,-62.0,-76.0,-69.0,-70.0,-92.0,-100.0,-100.0,-100.0,-69.0,-76.0,-89.0,-59.0,-79.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-53.0,-100.0,-100.0,-76.0,-82.0,-100.0,-100.0,-88.0,-100.0,-88.0,-100.0,-70.0,-86.0,-87.0,-100.0,-100.0,-74.0,-100.0,-73.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164907,29.0,24.0,10.30631553508772,25.219999631578947,-36.15105213157895,5.015669675438597,-7.83872971491228,3.3596296017543863,0.003213654883859649,-0.002433322815175439,0.0038882644992105273,0.9143794377644857,-0.9807249574284804,-1.3979231997540122,1016.893119385965,-70.0,-100.0,-81.0,-82.0,-100.0,-83.0,-67.0,-61.0,-57.0,-100.0,-100.0,-100.0,-89.0,-52.0,-100.0,-100.0,-51.0,-47.0,-64.0,-72.0,-77.0,-100.0,-88.0,-77.0,-64.0,-61.0,-39.0,-38.0,-56.0,-65.0,-68.0,-52.0,-100.0,-100.0,-47.0,-64.0,-72.0,-60.0,-76.0,-73.0,-89.0,-67.0,-78.0,-61.0,-62.0,-39.0,-38.0,-56.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-61.0,-66.0,-50.0,-100.0,-100.0,-63.0,-92.0,-100.0,-75.0,-79.0,-74.0,-80.0,-82.0,-62.0,-82.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-63.0,-91.0,-100.0,-73.0,-100.0,-86.0,-74.0,-88.0,-100.0,-91.0,-100.0,-100.0,-85.0,-86.0,-75.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-69.0,-80.0,-100.0,-85.0,-100.0,-90.0,-91.0,-89.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164918,30.0,24.0,11.9943587008547,23.810256102564104,-36.29640978632479,4.9032906085470085,-7.763016567521367,3.6945911367521376,0.0035854498958119646,-0.005899151862393164,-0.0006160080006837606,0.9015996914643508,-0.9252395446483905,-1.4291417425514286,1016.8644244444444,-71.0,-100.0,-79.0,-85.0,-100.0,-100.0,-69.0,-61.0,-56.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-49.0,-51.0,-61.0,-78.0,-79.0,-72.0,-89.0,-76.0,-67.0,-57.0,-36.0,-42.0,-54.0,-69.0,-67.0,-50.0,-100.0,-100.0,-51.0,-61.0,-79.0,-61.0,-78.0,-71.0,-88.0,-63.0,-76.0,-68.0,-57.0,-37.0,-42.0,-55.0,-69.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-65.0,-61.0,-66.0,-49.0,-100.0,-67.0,-63.0,-89.0,-73.0,-78.0,-100.0,-71.0,-82.0,-84.0,-100.0,-80.0,-100.0,-100.0,-100.0,-68.0,-91.0,-100.0,-100.0,-63.0,-100.0,-86.0,-100.0,-100.0,-100.0,-69.0,-89.0,-100.0,-89.0,-100.0,-80.0,-85.0,-86.0,-67.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-81.0,-84.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-87.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 164939,32.0,24.0,10.960754443396226,24.94132043396226,-43.09867860377359,5.059170401886793,-7.669359165094339,3.6615463990566037,0.005705746325943397,-0.006331860365000001,0.007729577560660376,0.8873961472286368,-0.9441930567318538,-1.498036928896634,1016.8317746226413,-79.0,-100.0,-100.0,-87.0,-100.0,-100.0,-68.0,-58.0,-51.0,-100.0,-100.0,-100.0,-100.0,-43.0,-82.0,-100.0,-52.0,-56.0,-63.0,-77.0,-76.0,-79.0,-88.0,-70.0,-72.0,-61.0,-31.0,-42.0,-64.0,-64.0,-74.0,-43.0,-86.0,-100.0,-56.0,-64.0,-77.0,-64.0,-76.0,-79.0,-87.0,-68.0,-70.0,-73.0,-61.0,-32.0,-42.0,-65.0,-64.0,-100.0,-75.0,-100.0,-100.0,-100.0,-69.0,-57.0,-63.0,-57.0,-51.0,-100.0,-55.0,-68.0,-81.0,-100.0,-76.0,-75.0,-77.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-69.0,-83.0,-100.0,-100.0,-68.0,-100.0,-100.0,-77.0,-82.0,-100.0,-69.0,-87.0,-100.0,-87.0,-79.0,-100.0,-89.0,-87.0,-62.0,-100.0,-79.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
