Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ia:ct:de:06,00:1a:ia:ct:de:09,00:1a:ia:ct:de:10,00:1a:ia:ct:de:16,00:1a:ia:ct:de:17,00:1a:ia:ct:de:18,00:1a:ia:ct:de:19,00:1a:ia:ct:de:23,00:1a:ia:ct:de:24,00:1a:ia:ct:de:29,00:1a:ia:ct:de:30,00:1a:ia:ct:de:31,00:1a:ia:ct:de:32,00:1a:ia:ct:de:36,00:1a:ia:ct:de:39,00:1a:ia:ct:de:40,00:1a:ia:ct:de:44,00:1a:ia:ct:de:46,00:1a:ia:ct:de:47,00:1a:ia:ct:de:62,00:1a:ia:ct:de:63,00:1a:ia:ct:de:64,00:1a:ia:ct:de:65,00:1a:ia:ct:de:66,00:1a:ia:ct:de:67,00:1a:ia:ct:de:68,00:1a:ia:ct:de:69,00:1a:ia:ct:de:70,00:1a:ia:ct:de:71,00:1a:ia:ct:de:72,00:1a:ia:ct:de:74,00:1a:ia:ct:de:75,00:1a:ia:ct:de:76,00:1a:ia:ct:de:77,00:1a:ia:ct:de:78,00:1a:ia:ct:de:79,00:1a:ia:ct:de:80,00:1a:ia:ct:de:81,00:1a:ia:ct:de:82,00:1a:ia:ct:de:83,00:1a:ia:ct:de:84,00:1a:ia:ct:de:85,00:1a:ia:ct:de:86,00:1a:ia:ct:de:87,00:1a:ia:ct:de:89,00:1a:ia:ct:de:90,00:1a:ia:ct:de:91,00:1a:ia:ct:de:92,00:1a:ia:ct:de:93,00:1a:ia:ct:de:94,00:1a:ia:ct:de:95,00:1a:ia:ct:de:96,00:1a:ia:ct:de:97,00:1a:ia:ct:de:98,00:1a:ia:ct:de:99,00:1a:ia:ct:df:01,00:1a:ia:ct:df:02,00:1a:ia:ct:df:03,00:1a:ia:ct:df:04,00:1a:ia:ct:df:05,00:1a:ia:ct:df:06,00:1a:ia:ct:df:07,00:1a:ia:ct:df:08,00:1a:ia:ct:df:09,00:1a:ia:ct:df:10,00:1a:ia:ct:df:11,00:1a:ia:ct:df:12,00:1a:ia:ct:df:13,00:1a:ia:ct:df:15,00:1a:ia:ct:de:07,94:f6:65:00:06:7c,88:57:1d:0b:2b:53,00:1a:ia:ct:de:58,00:1a:ia:ct:de:59,00:1a:ia:ct:de:35,00:1a:ia:ct:df:14,00:1a:ia:ct:de:57,00:1a:ia:ct:de:73,00:1a:ia:ct:de:88,88:3c:1c:7c:d0:74,00:23:eb:22:cc:77,50:64:2b:74:9e:a9,94:f6:65:40:06:7c,00:1a:ia:ct:de:51,00:1a:ia:ct:de:21,00:1a:ia:ct:de:34,00:1a:ia:ct:de:53,00:1a:ia:ct:de:05,00:1a:ia:ct:de:12,00:1a:ia:ct:de:13,00:1a:ia:ct:de:26,00:1a:ia:ct:de:27,00:1a:ia:ct:de:33,00:1a:ia:ct:de:50,00:1a:ia:ct:de:38,00:1a:ia:ct:df:16,00:1a:ia:ct:df:17,00:1a:ia:ct:de:41,00:1a:ia:ct:de:14,00:1a:ia:ct:de:20,00:1a:ia:ct:de:28,00:1a:ia:ct:de:45,00:1a:ia:ct:de:56,00:1a:ia:ct:de:42,00:1a:ia:ct:de:54,00:1a:ia:ct:de:61
2021.02.12 113624,20.0,18.0,28.660526017543855,1.7063157605263155,-36.58999943859649,-0.39965487166666663,0.2534150859333333,9.999478692982457,0.004931236436491229,-0.001600670551754386,-0.0026654299725438597,-0.025331713218883195,0.03988143877256985,-1.4725886886579949,1017.9340958771932,-89.0,-66.0,-73.0,-74.0,-67.0,-100.0,-83.0,-67.0,-73.0,-74.0,-67.0,-72.0,-82.0,-83.0,-100.0,-87.0,-100.0,-100.0,-76.0,-81.0,-75.0,-83.0,-65.0,-75.0,-87.0,-58.0,-69.0,-55.0,-64.0,-78.0,-71.0,-73.0,-56.0,-68.0,-75.0,-82.0,-66.0,-75.0,-87.0,-58.0,-70.0,-55.0,-64.0,-80.0,-71.0,-73.0,-57.0,-68.0,-51.0,-56.0,-64.0,-69.0,-62.0,-67.0,-70.0,-76.0,-60.0,-65.0,-50.0,-56.0,-50.0,-69.0,-61.0,-67.0,-70.0,-75.0,-61.0,-65.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-76.0,-78.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113638,21.0,18.0,28.46421012280702,-1.4878947040350878,-34.93421002631579,-0.3839450670175439,0.2260909501894737,10.002419057017542,-0.0032136333145614034,-0.001123767013859649,-0.0049695710726315795,-0.022579216068838226,0.038334777660406424,-1.594454965047669,1017.9377370175438,-91.0,-65.0,-71.0,-100.0,-69.0,-78.0,-80.0,-64.0,-70.0,-65.0,-70.0,-76.0,-79.0,-80.0,-100.0,-89.0,-100.0,-100.0,-78.0,-81.0,-100.0,-81.0,-70.0,-79.0,-86.0,-67.0,-71.0,-44.0,-67.0,-85.0,-73.0,-74.0,-61.0,-69.0,-100.0,-81.0,-71.0,-79.0,-85.0,-67.0,-71.0,-58.0,-67.0,-86.0,-73.0,-74.0,-62.0,-69.0,-47.0,-57.0,-65.0,-71.0,-66.0,-67.0,-70.0,-72.0,-61.0,-70.0,-47.0,-58.0,-65.0,-71.0,-66.0,-67.0,-69.0,-72.0,-61.0,-70.0,-69.0,-88.0,-100.0,-100.0,-100.0,-100.0,-71.0,-79.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113654,22.0,18.0,29.410475865079363,-2.119999960873016,-32.55666621428571,-0.4411356320634921,0.3753690838095239,10.00012584920635,-0.002846195748412698,-0.0005049914755555553,-0.00585371796190476,-0.037488357422666374,0.04406520138893805,-1.599983909773448,1017.9345512698416,-89.0,-75.0,-72.0,-67.0,-74.0,-76.0,-100.0,-76.0,-71.0,-67.0,-74.0,-75.0,-85.0,-76.0,-100.0,-100.0,-100.0,-100.0,-77.0,-82.0,-76.0,-84.0,-62.0,-77.0,-81.0,-69.0,-69.0,-58.0,-61.0,-80.0,-68.0,-73.0,-59.0,-68.0,-77.0,-85.0,-61.0,-77.0,-82.0,-69.0,-69.0,-58.0,-61.0,-80.0,-68.0,-74.0,-58.0,-68.0,-46.0,-61.0,-66.0,-68.0,-64.0,-66.0,-73.0,-73.0,-57.0,-67.0,-47.0,-62.0,-67.0,-68.0,-63.0,-66.0,-64.0,-73.0,-57.0,-67.0,-73.0,-100.0,-100.0,-100.0,-100.0,-83.0,-72.0,-75.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113715,22.0,17.0,2.900347787826087,-30.38086924347826,-29.54713010434783,-0.3802732990886956,0.1332674181652174,10.011608039130435,0.004832873738260869,-0.0012987795368695652,0.0012756991408695653,-0.01332681424227418,0.03792028831540724,-2.8645975361699643,1017.931870869565,-86.0,-65.0,-72.0,-74.0,-68.0,-76.0,-87.0,-66.0,-72.0,-72.0,-68.0,-75.0,-86.0,-80.0,-100.0,-85.0,-100.0,-100.0,-71.0,-82.0,-75.0,-83.0,-66.0,-75.0,-89.0,-60.0,-72.0,-58.0,-62.0,-82.0,-76.0,-72.0,-59.0,-70.0,-75.0,-85.0,-66.0,-75.0,-89.0,-60.0,-72.0,-58.0,-62.0,-82.0,-76.0,-72.0,-47.0,-70.0,-53.0,-67.0,-66.0,-71.0,-66.0,-69.0,-67.0,-70.0,-60.0,-70.0,-53.0,-66.0,-66.0,-71.0,-68.0,-69.0,-70.0,-71.0,-60.0,-70.0,-73.0,-81.0,-100.0,-100.0,-100.0,-93.0,-71.0,-78.0,-90.0,-100.0,-100.0,-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113737,22.0,16.0,4.137272657272727,-29.403817836363636,-30.84490861818182,-0.3844770036181818,0.07415722046727273,9.999645204545454,0.0034433364072727277,-0.0007528638146363648,-0.000709492345727273,-0.007416207770637043,0.03845281564122569,-2.9842357592149216,1017.9304729090908,-81.0,-70.0,-73.0,-62.0,-74.0,-72.0,-100.0,-69.0,-72.0,-63.0,-74.0,-72.0,-100.0,-83.0,-85.0,-86.0,-100.0,-84.0,-73.0,-76.0,-68.0,-85.0,-64.0,-75.0,-84.0,-59.0,-66.0,-56.0,-59.0,-76.0,-67.0,-74.0,-54.0,-62.0,-68.0,-84.0,-64.0,-75.0,-84.0,-60.0,-66.0,-56.0,-59.0,-77.0,-67.0,-73.0,-54.0,-62.0,-45.0,-56.0,-59.0,-65.0,-57.0,-67.0,-69.0,-69.0,-58.0,-69.0,-45.0,-56.0,-59.0,-65.0,-57.0,-67.0,-69.0,-69.0,-57.0,-69.0,-70.0,-84.0,-100.0,-100.0,-100.0,-86.0,-73.0,-75.0,-91.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113749,22.0,15.0,2.4164601406194692,-27.47097317699115,-28.446902150442476,-0.2894106164955752,0.13348611720530973,10.014912522123893,0.003977192229026549,-0.0007780746688495577,-5.449241150442089e-06,-0.013315816405764958,0.028816392486585265,-2.4725890180705923,1017.9242706194689,-76.0,-69.0,-100.0,-64.0,-72.0,-74.0,-76.0,-69.0,-100.0,-64.0,-72.0,-74.0,-76.0,-80.0,-86.0,-84.0,-100.0,-85.0,-71.0,-76.0,-100.0,-82.0,-66.0,-76.0,-85.0,-60.0,-67.0,-55.0,-59.0,-74.0,-67.0,-71.0,-58.0,-62.0,-100.0,-82.0,-66.0,-76.0,-85.0,-60.0,-67.0,-54.0,-59.0,-77.0,-67.0,-71.0,-58.0,-62.0,-47.0,-59.0,-57.0,-59.0,-59.0,-65.0,-63.0,-68.0,-58.0,-67.0,-47.0,-59.0,-57.0,-59.0,-58.0,-65.0,-63.0,-68.0,-57.0,-67.0,-69.0,-80.0,-100.0,-100.0,-100.0,-85.0,-71.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113803,22.0,14.0,2.8904347382608693,-25.060695356521737,-28.281912608695652,-0.34783608024347834,0.12879116456695655,10.005507921739131,-0.0004205674330434781,-0.0027117369590434785,-0.0024319872983478265,-0.0128898415236849,0.034741545531331804,-3.0664997556935187,1017.9213256521739,-73.0,-67.0,-75.0,-100.0,-63.0,-77.0,-74.0,-67.0,-72.0,-59.0,-65.0,-76.0,-74.0,-81.0,-84.0,-82.0,-100.0,-85.0,-73.0,-75.0,-72.0,-80.0,-60.0,-73.0,-87.0,-62.0,-64.0,-52.0,-57.0,-77.0,-73.0,-70.0,-48.0,-56.0,-75.0,-80.0,-60.0,-73.0,-86.0,-62.0,-65.0,-52.0,-57.0,-72.0,-72.0,-71.0,-49.0,-56.0,-53.0,-61.0,-56.0,-59.0,-60.0,-60.0,-62.0,-64.0,-59.0,-68.0,-53.0,-61.0,-56.0,-59.0,-59.0,-60.0,-62.0,-65.0,-58.0,-68.0,-69.0,-75.0,-100.0,-100.0,-100.0,-83.0,-72.0,-83.0,-100.0,-84.0,-84.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113817,22.0,13.0,2.908421010526316,-22.996841824561404,-30.678420675438595,-0.2069577536350877,0.08081727558421054,10.021531175438597,-0.00354585827491228,-0.0007379571724561404,-0.00549470077631579,-0.008070193173791639,0.020611371509546957,-3.043916788017541,1017.9258288596491,-72.0,-66.0,-80.0,-64.0,-68.0,-75.0,-75.0,-65.0,-80.0,-63.0,-68.0,-74.0,-75.0,-84.0,-85.0,-76.0,-100.0,-84.0,-74.0,-77.0,-100.0,-80.0,-67.0,-75.0,-100.0,-61.0,-66.0,-50.0,-60.0,-77.0,-64.0,-68.0,-50.0,-54.0,-65.0,-80.0,-66.0,-75.0,-100.0,-62.0,-66.0,-50.0,-60.0,-77.0,-64.0,-68.0,-50.0,-55.0,-52.0,-60.0,-53.0,-61.0,-59.0,-60.0,-59.0,-67.0,-56.0,-67.0,-52.0,-60.0,-54.0,-61.0,-59.0,-60.0,-59.0,-67.0,-56.0,-67.0,-72.0,-84.0,-100.0,-100.0,-100.0,-82.0,-72.0,-80.0,-100.0,-86.0,-86.0,-90.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113833,22.0,12.0,3.677355310743802,-23.6523963553719,-34.21388388429752,-0.23922960678512395,0.08148449269752064,10.00692103305785,0.0002683516880991737,-0.0009199681159504124,-0.004272704460082644,-0.008143947474251876,0.023899206406752388,-3.0215728893752924,1017.9203778512396,-73.0,-73.0,-100.0,-65.0,-70.0,-63.0,-78.0,-72.0,-100.0,-65.0,-70.0,-63.0,-78.0,-82.0,-87.0,-100.0,-100.0,-86.0,-76.0,-76.0,-78.0,-83.0,-66.0,-78.0,-81.0,-66.0,-63.0,-52.0,-60.0,-79.0,-64.0,-69.0,-46.0,-52.0,-75.0,-82.0,-66.0,-78.0,-82.0,-64.0,-63.0,-52.0,-60.0,-79.0,-63.0,-69.0,-46.0,-52.0,-48.0,-60.0,-58.0,-59.0,-58.0,-58.0,-62.0,-61.0,-56.0,-64.0,-48.0,-60.0,-57.0,-59.0,-58.0,-58.0,-62.0,-62.0,-57.0,-65.0,-75.0,-100.0,-100.0,-100.0,-100.0,-85.0,-78.0,-81.0,-91.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113846,22.0,11.0,4.867304290434782,-26.353043043478255,-37.117564782608696,-0.26549384822608696,0.22524921079130433,10.009713417391303,0.002564704114086957,0.0027701146830434783,-0.005443818499565218,-0.022496941531805842,0.026485417111088354,-2.991783150382664,1017.9069039999999,-75.0,-65.0,-77.0,-62.0,-62.0,-69.0,-100.0,-65.0,-76.0,-63.0,-62.0,-69.0,-100.0,-85.0,-84.0,-75.0,-100.0,-83.0,-75.0,-100.0,-72.0,-86.0,-68.0,-80.0,-78.0,-65.0,-68.0,-53.0,-63.0,-73.0,-65.0,-71.0,-43.0,-53.0,-73.0,-86.0,-68.0,-80.0,-77.0,-65.0,-68.0,-53.0,-63.0,-72.0,-65.0,-71.0,-42.0,-53.0,-53.0,-62.0,0.0,-57.0,-55.0,-61.0,-61.0,-65.0,-61.0,-67.0,-53.0,-62.0,0.0,-57.0,-55.0,-61.0,-61.0,-65.0,-61.0,-68.0,-74.0,-84.0,-100.0,-100.0,-100.0,-81.0,-76.0,-83.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113900,22.0,10.0,5.927368309649122,-27.170525921052633,-40.40368370175438,-0.22625896903508771,0.09591800928421051,10.004687271929827,-0.0024688064305263156,-0.00401733921622807,0.00016384042500000004,-0.009587543728820572,0.02260388056502526,-2.95811440861016,1017.9046920175439,-77.0,-72.0,-80.0,-64.0,-65.0,-71.0,-76.0,-72.0,-80.0,-63.0,-65.0,-71.0,-76.0,-83.0,-84.0,-74.0,-100.0,-83.0,-72.0,-78.0,-72.0,-87.0,-60.0,-82.0,-100.0,-62.0,-72.0,-57.0,-62.0,-81.0,-64.0,-70.0,-46.0,-60.0,-75.0,-87.0,-61.0,-81.0,-100.0,-62.0,-71.0,-57.0,-62.0,-81.0,-64.0,-70.0,-46.0,-60.0,-54.0,-62.0,-56.0,-62.0,-54.0,-61.0,-60.0,-67.0,-57.0,-68.0,-53.0,-63.0,-56.0,-62.0,-54.0,-61.0,-60.0,-67.0,-57.0,-68.0,-72.0,-80.0,-100.0,-100.0,-100.0,-100.0,-81.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113918,22.0,9.0,6.503999885600001,-29.120159536,-41.921279248,-0.33519847296,0.3109684127808,9.997974472000001,0.0026456571614400003,0.0002083051124800005,-0.0034012978595199996,-0.031119271640028215,0.03350503171980377,-2.9619840259552004,1017.88935592,-79.0,-76.0,-79.0,-63.0,-69.0,-70.0,-74.0,-74.0,-80.0,-62.0,-69.0,-69.0,-74.0,-87.0,-86.0,-80.0,-100.0,-86.0,-100.0,-72.0,-74.0,-88.0,-69.0,-78.0,-85.0,-72.0,-70.0,-57.0,-65.0,-74.0,-64.0,-66.0,-58.0,-60.0,-72.0,-88.0,-100.0,-78.0,-87.0,-72.0,-71.0,-57.0,-65.0,-74.0,-65.0,-66.0,-58.0,-61.0,-55.0,-65.0,-59.0,-58.0,-54.0,-59.0,-59.0,-68.0,-61.0,-68.0,-55.0,-65.0,-59.0,-58.0,-55.0,-59.0,-59.0,-68.0,-61.0,-68.0,-100.0,-85.0,-100.0,-100.0,-100.0,-86.0,-82.0,-83.0,-90.0,-100.0,-100.0,-91.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113941,23.0,9.0,24.30930996551724,2.332241341379311,-41.660689250000004,-0.24533060576551727,0.1718717781672414,10.014405237068964,-0.002999664330172413,-0.0010494877201724139,-0.0010071695025862064,-0.017183407086940623,0.02451296377945125,-1.4391642038164467,1017.8879698275861,-84.0,-77.0,-80.0,-57.0,-65.0,-71.0,-75.0,-77.0,-80.0,-57.0,-65.0,-72.0,-75.0,-84.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-72.0,-88.0,-73.0,-81.0,-86.0,-67.0,-73.0,-62.0,-65.0,-75.0,-70.0,-69.0,-56.0,-59.0,-71.0,-88.0,-72.0,-81.0,-87.0,-68.0,-74.0,-62.0,-65.0,-75.0,-70.0,-69.0,-57.0,-59.0,-58.0,-63.0,-62.0,-62.0,-62.0,-68.0,-70.0,-71.0,-62.0,-68.0,-57.0,-63.0,-62.0,-62.0,-62.0,-68.0,-69.0,-71.0,-62.0,-67.0,-100.0,-87.0,-100.0,-100.0,-100.0,-86.0,-83.0,-83.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 113954,24.0,9.0,21.45398214159292,3.727433581415929,-43.648672,-0.2240659822159292,0.21453126041946904,10.013810725663719,-0.005829086864601771,0.0005085264397345134,-0.002194833446991151,-0.02136604352428232,0.02241679386954866,-1.3439187602659242,1017.8806369911504,-89.0,-73.0,-76.0,-62.0,-60.0,-74.0,-83.0,-72.0,-76.0,-61.0,-61.0,-74.0,-82.0,-78.0,-100.0,-100.0,-100.0,-100.0,-74.0,-80.0,-100.0,-89.0,-70.0,-82.0,-100.0,-66.0,-74.0,-61.0,-60.0,-73.0,-66.0,-78.0,-53.0,-62.0,-100.0,-91.0,-70.0,-82.0,-100.0,-67.0,-74.0,-61.0,-60.0,-71.0,-67.0,-77.0,-53.0,-62.0,-55.0,-70.0,-61.0,-68.0,-61.0,-63.0,-62.0,-70.0,-62.0,-68.0,-55.0,-70.0,-60.0,-69.0,-62.0,-63.0,-63.0,-70.0,-62.0,-68.0,-68.0,-81.0,-100.0,-100.0,-100.0,-86.0,-80.0,-83.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114006,25.0,9.0,18.60482113392857,3.7001785080357146,-45.07339223214286,-0.2592443800982143,0.18645415074642857,10.009586508928573,0.0033769939860714285,-0.0013261449533928573,-0.0027466681890178563,-0.018655969572656785,0.025844286511918217,-1.31248054759843,1017.8786984821428,-86.0,-70.0,-74.0,-58.0,-57.0,-70.0,-79.0,-70.0,-77.0,-58.0,-57.0,-71.0,-80.0,-81.0,-100.0,-100.0,-100.0,-100.0,-79.0,-78.0,-78.0,-89.0,-73.0,-85.0,-74.0,-67.0,-76.0,-59.0,-66.0,-71.0,-76.0,-75.0,-54.0,-60.0,-77.0,-89.0,-72.0,-86.0,-89.0,-67.0,-75.0,-59.0,-66.0,-71.0,-75.0,-75.0,-54.0,-60.0,-57.0,-67.0,-67.0,-66.0,-60.0,-62.0,-63.0,-74.0,-58.0,-75.0,-57.0,-67.0,-66.0,-66.0,-60.0,-62.0,-64.0,-74.0,-58.0,-75.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-86.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114018,26.0,9.0,19.411967032786887,-1.715409813114754,-42.11901591803279,-0.19470164116065572,0.23196990292786884,10.01584026229508,-0.00386692721704918,-0.003234651614590164,-0.0011704177304098357,-0.02315178768698324,0.019389746438704204,-1.6087079399921855,1017.8663670491804,-88.0,-71.0,-100.0,-56.0,-58.0,-79.0,-83.0,-71.0,-100.0,-57.0,-58.0,-100.0,-82.0,-83.0,-100.0,-100.0,-100.0,-100.0,-80.0,-81.0,-70.0,-88.0,-74.0,-84.0,-100.0,-66.0,-78.0,-57.0,-63.0,-67.0,-72.0,-81.0,-57.0,-59.0,-69.0,-88.0,-74.0,-84.0,-100.0,-66.0,-79.0,-57.0,-63.0,-67.0,-72.0,-82.0,-57.0,-59.0,-61.0,-71.0,-63.0,-73.0,-62.0,-69.0,-66.0,-71.0,-65.0,-73.0,-61.0,-71.0,-63.0,-73.0,-61.0,-69.0,-71.0,-71.0,-64.0,-73.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-84.0,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114031,27.0,9.0,18.75599975,-4.2109999433333325,-37.48449933333333,-0.181725458255,0.23809067816666662,10.009066383333334,0.0026501370305000004,-0.002893668661416666,0.0014308499503333332,-0.023746144746416023,0.018253003335848877,-1.7503577133019765,1017.866978,-86.0,-73.0,-75.0,-50.0,-52.0,-75.0,-81.0,-72.0,-74.0,-50.0,-52.0,-74.0,-81.0,-83.0,-100.0,-87.0,-100.0,-100.0,-81.0,-85.0,-77.0,-82.0,-72.0,-85.0,-100.0,-67.0,-80.0,-58.0,-64.0,-66.0,-74.0,-79.0,-49.0,-62.0,-72.0,-83.0,-72.0,-85.0,-100.0,-67.0,-80.0,-60.0,-64.0,-67.0,-74.0,-80.0,-49.0,-66.0,-58.0,-69.0,-65.0,-76.0,-64.0,-64.0,-69.0,-75.0,-62.0,-77.0,-58.0,-69.0,-65.0,-76.0,-62.0,-64.0,-69.0,-75.0,-63.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-90.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.02.12 114043,28.0,9.0,15.282856910714287,-2.65178566875,-34.415356758928574,-0.16225487274642858,0.23380521114642858,10.005482058035714,-0.0024971298910714296,-0.006016717442232143,-0.004759251313125,-0.023370424096356097,0.016210114125767266,-1.6924916026847703,1017.8592786607143,-87.0,-78.0,-76.0,-49.0,-45.0,-73.0,-83.0,-79.0,-76.0,-49.0,-45.0,-74.0,-83.0,-84.0,-100.0,-100.0,-100.0,-100.0,-82.0,-82.0,-71.0,-88.0,-78.0,-86.0,-100.0,-68.0,-77.0,-58.0,-70.0,-66.0,-71.0,-77.0,-54.0,-63.0,-71.0,-88.0,-76.0,-86.0,-100.0,-68.0,-77.0,-58.0,-70.0,-66.0,-71.0,-78.0,-55.0,-63.0,-62.0,-73.0,-64.0,-74.0,-63.0,-70.0,-77.0,-80.0,-66.0,-77.0,-61.0,-73.0,-64.0,-75.0,-63.0,-70.0,-77.0,-81.0,-66.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
