Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,70:5d:cc:b6:d1:c8,70:5d:cc:e8:73:1c,70:5d:cc:e8:73:1e,86:25:19:b5:ef:50,88:36:6c:4b:14:1c,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:v7,88:36:6c:51:f3:22,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:f3,70:5d:cc:05:03:10,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:m9,00:1a:ac:a0:de:l2,ea:d8:d1:b4:cf:21,32:24:a9:c6:2d:75,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:i9,70:5d:cc:b1:75:50,00:1a:ac:a0:de:f9,90:9f:33:a4:06:5c,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g7,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:k3,72:5d:cc:4b:31:60,00:1a:ac:a0:de:j8,28:b3:71:0f:d8:ec,28:b3:71:0f:d8:ed,28:b3:71:4f:d8:ec,28:b3:71:8f:d8:ec,28:b3:71:cf:d8:ec,70:5d:cc:ea:72:5c,70:5d:cc:ea:72:5e,00:1a:ac:a0:de:j1,00:1b:ad:a1:df:a8,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,70:5d:cc:1b:31:60,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4
2021.05.22 150026,20.0,24.0,34.60409031060606,5.71181808560606,-35.91363591666667,-0.1946436591969697,0.5830240575,9.953816609848486,0.0007014399087121218,-0.004105292138636364,-0.0015038019037878784,-0.058542943093925666,0.019525178142816187,-1.3430323140187697,1000.8899565909092,-100.0,-100.0,-65.0,-83.0,-100.0,-100.0,-100.0,-56.0,-49.0,-81.0,-74.0,-64.0,-85.0,-85.0,-100.0,-79.0,-100.0,-100.0,-82.0,-66.0,-58.0,-78.0,-76.0,-100.0,-33.0,-38.0,-47.0,-66.0,-65.0,-74.0,-100.0,-81.0,-76.0,-63.0,-65.0,-53.0,-55.0,-59.0,-72.0,-81.0,-66.0,-57.0,-79.0,-100.0,-100.0,-33.0,-38.0,-49.0,-66.0,-74.0,-100.0,-81.0,-75.0,-63.0,-66.0,-53.0,-55.0,-60.0,-72.0,-100.0,-100.0,-66.0,-52.0,-84.0,-100.0,-77.0,-100.0,-78.0,-100.0,-66.0,-100.0,-68.0,-100.0,-100.0,-100.0,-68.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-89.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150039,21.0,24.0,36.22645113709678,5.357419265322582,-38.80596714516128,-0.18781541162419355,0.5955565499193548,9.94852075806452,-0.00194489643467742,-0.002860721284677419,-0.0025117600653225794,-0.05982086189361585,0.018905347082885927,-1.3564063272168558,1000.8983055645162,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-53.0,-81.0,-71.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-89.0,-68.0,-66.0,-80.0,-100.0,-100.0,-31.0,-42.0,-58.0,-64.0,-100.0,-80.0,-100.0,-86.0,-100.0,-65.0,-69.0,-47.0,-59.0,-63.0,-77.0,-100.0,-68.0,-59.0,-79.0,-100.0,-100.0,-31.0,-43.0,-59.0,-64.0,-81.0,-100.0,-87.0,-100.0,-100.0,-69.0,-48.0,-59.0,-100.0,-77.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-82.0,-100.0,-82.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-83.0,-82.0,-84.0,-100.0,-100.0,-100.0,-68.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150050,22.0,24.0,37.021726093525174,6.982014283453236,-39.84561088489209,-0.31530359988489204,0.5201605080575539,9.965281758992806,0.0021315197107697847,0.00024687304035971215,0.0022834758291366904,-0.052168047886422174,0.031619672521131355,-1.320753622398102,1000.9025777697843,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-59.0,-77.0,-72.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-56.0,-63.0,-80.0,-78.0,-100.0,-37.0,-42.0,-59.0,-65.0,-100.0,-73.0,-100.0,-85.0,-76.0,-69.0,-73.0,-52.0,-57.0,-59.0,-66.0,-100.0,-55.0,-64.0,-80.0,-78.0,-100.0,-38.0,-42.0,-59.0,-65.0,-73.0,-100.0,-85.0,-76.0,-100.0,-72.0,-49.0,-57.0,-58.0,-66.0,-100.0,-100.0,-56.0,-55.0,-100.0,-100.0,-77.0,-100.0,-77.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-80.0,-80.0,-86.0,-89.0,-100.0,-100.0,-57.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150102,23.0,24.0,36.373384176923075,4.311692240769231,-42.7956919,-0.22373577181538462,0.44120959464615384,9.9712521,-0.0025903975988692297,-0.005177082973538462,0.006049069568461537,-0.044302879130611,0.02237826164614835,-1.3957986996724054,1000.901593923077,-100.0,-100.0,-67.0,-85.0,-100.0,-100.0,-100.0,-100.0,-59.0,-72.0,-67.0,-58.0,-100.0,-85.0,-100.0,-67.0,-100.0,-100.0,-80.0,-64.0,-62.0,-76.0,-84.0,-100.0,-40.0,-47.0,-100.0,-70.0,-67.0,-72.0,-71.0,-83.0,-73.0,-66.0,-70.0,-52.0,-52.0,-53.0,-73.0,-80.0,-64.0,-64.0,-76.0,-85.0,-100.0,-41.0,-47.0,-100.0,-71.0,-72.0,-71.0,-83.0,-73.0,-65.0,-70.0,-52.0,-52.0,-54.0,-74.0,-100.0,-100.0,-58.0,-58.0,-100.0,-100.0,-77.0,-100.0,-78.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-88.0,-100.0,-100.0,-100.0,-91.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150113,24.0,24.0,36.32014539416059,3.69503643649635,-44.71226216788322,-0.18570484666715326,0.45494716807299274,9.95216148540146,0.0004868061671094887,-0.005718389921459854,0.004101572162408759,-0.04573733507771122,0.018672984455950874,-1.4090540435192358,1000.9055339416058,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-68.0,-70.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-56.0,-57.0,-73.0,-100.0,-100.0,-44.0,-49.0,-63.0,-70.0,-63.0,-76.0,-71.0,-84.0,-73.0,-66.0,-70.0,-46.0,-53.0,-52.0,-65.0,-100.0,-56.0,-58.0,-72.0,-100.0,-100.0,-43.0,-49.0,-64.0,-70.0,-76.0,-72.0,-86.0,-100.0,-65.0,-70.0,-45.0,-53.0,-52.0,-66.0,-100.0,-100.0,-63.0,-56.0,-100.0,-100.0,-76.0,-92.0,-76.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-88.0,-90.0,-80.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150125,25.0,24.0,35.2329227,3.6876922561538463,-42.13292231538461,-0.045767483778461536,0.5596709451507692,9.95522888076923,0.0010747939291846143,-0.0012957392577692308,0.0036197054342307702,-0.05629175934412227,0.0045549928274376044,-1.399044224849114,1000.8937693846154,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-56.0,-64.0,-56.0,-83.0,-88.0,-100.0,-64.0,-100.0,-100.0,-76.0,-100.0,-61.0,-76.0,-100.0,-100.0,-52.0,-51.0,-59.0,-72.0,-100.0,-73.0,-100.0,-86.0,-100.0,-66.0,-71.0,-43.0,-48.0,-55.0,-67.0,-75.0,-65.0,-58.0,-74.0,-100.0,-100.0,-52.0,-52.0,-57.0,-72.0,-75.0,-100.0,-87.0,-100.0,-67.0,-71.0,-38.0,-48.0,-54.0,-69.0,-100.0,-100.0,-59.0,-59.0,-100.0,-100.0,-75.0,-100.0,-74.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-79.0,-88.0,-100.0,-100.0,-90.0,-100.0,-81.0,-81.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150136,26.0,24.0,35.25541619444444,6.514999922222223,-38.636249506944445,-0.1533832297847222,0.46292638291666666,9.973950225694445,-0.0007651765857638892,-0.0038399666436805566,0.0031324491822916664,-0.046406624631749216,0.015382227335216195,-1.334138724539015,1000.8987375694443,-100.0,-100.0,-77.0,-91.0,-100.0,-100.0,-100.0,-71.0,-59.0,-72.0,-61.0,-52.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-68.0,-58.0,-71.0,-100.0,-100.0,-51.0,-100.0,-64.0,-74.0,-100.0,-76.0,-66.0,-100.0,-78.0,-57.0,-70.0,-42.0,-52.0,-100.0,-71.0,-78.0,-68.0,-58.0,-71.0,-100.0,-100.0,-50.0,-100.0,-64.0,-74.0,-76.0,-69.0,-100.0,-77.0,-57.0,-71.0,-42.0,-52.0,-100.0,-71.0,-100.0,-100.0,-70.0,-62.0,-100.0,-100.0,-75.0,-100.0,-74.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-80.0,-100.0,-100.0,-100.0,-85.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150149,27.0,24.0,32.42104428358209,8.736716125373135,-36.50238757462687,-0.08478234266417911,0.515019230641791,9.969706776119402,0.0015655200410000004,-0.002896823455746269,0.0034453528436567183,-0.05178316372252107,0.008368249175610654,-1.2510013660388206,1000.9049239552238,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-76.0,-82.0,-61.0,-39.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-58.0,-69.0,-81.0,-100.0,-51.0,-59.0,-64.0,-74.0,-68.0,-81.0,-69.0,-86.0,-100.0,-67.0,-74.0,-47.0,-49.0,-56.0,-71.0,-100.0,-65.0,-58.0,-70.0,-81.0,-100.0,-51.0,-59.0,-64.0,-75.0,-81.0,-100.0,-86.0,-100.0,-68.0,-74.0,-47.0,-49.0,-54.0,-80.0,-100.0,-100.0,-73.0,-69.0,-100.0,-100.0,-77.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-88.0,-82.0,-100.0,-100.0,-100.0,-87.0,-87.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-69.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150200,28.0,24.0,30.9459370234375,10.2004685234375,-32.332968390625,-0.2020917583515625,0.46422744150000006,9.968282574218751,0.002075453013257813,-0.00242628024578125,0.0035725688812500004,-0.046578012170357355,0.020275985056741726,-1.200725143775344,1000.92433140625,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-63.0,-37.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-67.0,-54.0,-67.0,-88.0,-100.0,-49.0,-59.0,-69.0,-77.0,-68.0,-75.0,-71.0,-100.0,-73.0,-66.0,-74.0,-38.0,-42.0,-56.0,-69.0,-100.0,-69.0,-53.0,-67.0,-88.0,-100.0,-49.0,-59.0,-69.0,-78.0,-75.0,-71.0,-100.0,-73.0,-67.0,-74.0,-37.0,-42.0,-52.0,-69.0,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-78.0,-100.0,-78.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-65.0,-68.0,-74.0,-86.0,-100.0,-100.0,-85.0,-85.0,-88.0,-88.0,-69.0,-100.0,-100.0,-100.0,0.0,-77.0,-82.0,-50.0,-76.0,-70.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150211,29.0,24.0,31.485563533834583,9.525112578947368,-31.230225150375936,-0.11796753950526316,0.3638577630751879,9.967690056390976,0.004393145401127819,-0.004991527051203008,0.0007367679026315797,-0.03650767233264734,0.011827212380939929,-1.2396211265621329,1000.9128573684209,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-89.0,-61.0,-100.0,-100.0,-89.0,-100.0,-78.0,-100.0,-100.0,-100.0,-65.0,-58.0,-64.0,-91.0,-100.0,-53.0,-58.0,-69.0,-79.0,-63.0,-75.0,-75.0,-100.0,-72.0,-64.0,-70.0,-43.0,-42.0,-55.0,-66.0,-100.0,-65.0,-58.0,-64.0,-91.0,-100.0,-54.0,-58.0,-69.0,-79.0,-75.0,-74.0,-89.0,-73.0,-64.0,-70.0,-43.0,-42.0,-55.0,-67.0,-100.0,-100.0,-76.0,-65.0,-100.0,-100.0,-77.0,-100.0,-77.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-89.0,-89.0,-86.0,-86.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-80.0,-100.0,-100.0,-87.0,-89.0,-89.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150223,30.0,24.0,33.06761149253732,8.297910259701496,-30.915223447761193,-0.149552835919403,0.5227738241791046,9.969688832089552,-0.00014854941044776143,-0.002987997147686567,0.0035456440350746274,-0.05244265657974708,0.014978693659506782,-1.2738631074108295,1000.9197502985077,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-89.0,-58.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-50.0,-63.0,-100.0,-100.0,-56.0,-65.0,-100.0,-82.0,-100.0,-77.0,-67.0,-100.0,-100.0,-66.0,-71.0,-38.0,-41.0,-54.0,-65.0,-77.0,-100.0,-49.0,-63.0,-100.0,-100.0,-55.0,-65.0,-100.0,-83.0,-77.0,-74.0,-100.0,-100.0,-66.0,-71.0,-38.0,-42.0,-53.0,-64.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-73.0,-100.0,-73.0,-100.0,-100.0,-78.0,-82.0,-100.0,-100.0,-100.0,-100.0,-66.0,-88.0,-100.0,-100.0,-89.0,-89.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-70.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150236,31.0,24.0,35.3781813986014,6.8995803146853145,-33.37132827272728,-0.11829056983916082,0.46758680555944065,9.956767552447554,0.001634824869209789,-0.003735782642727273,0.0061985821695804185,-0.04696913329246157,0.011852702411905646,-1.3323877616362139,1000.9000733566431,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-88.0,-61.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-67.0,-54.0,-62.0,-100.0,-100.0,-51.0,-66.0,-100.0,-83.0,-59.0,-77.0,-100.0,-100.0,-66.0,-66.0,-70.0,-37.0,-37.0,-49.0,-65.0,-80.0,-67.0,-55.0,-63.0,-100.0,-100.0,-52.0,-66.0,-100.0,-83.0,-77.0,-100.0,-100.0,-66.0,-66.0,-70.0,-37.0,-37.0,-49.0,-65.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-77.0,-100.0,-76.0,-100.0,-63.0,-100.0,-79.0,-100.0,-100.0,-71.0,-100.0,-64.0,-84.0,-100.0,-100.0,-91.0,-89.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-76.0,-100.0,-88.0,-90.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
