Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1b:ad:a1:df:a8,70:5d:cc:1b:31:60,70:5d:cc:ea:72:5c,70:5d:cc:ea:72:5e,72:5d:cc:4b:31:60,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x2,86:25:19:b5:ef:50,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:x1,70:5d:cc:e8:73:1c,00:1a:ac:a0:de:m3,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:m2,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:x7,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:h9,70:5d:cc:e8:73:1e,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:d5,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:r3,ea:d8:d1:b4:cf:21,00:1a:ac:a0:de:f2,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:l2,32:24:a9:c6:2d:75,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:t2,88:36:6c:51:f3:22,00:1a:ac:a0:de:b2,70:5d:cc:b1:75:50,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:b4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:w1,00:1a:ab:a0:de:a7,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:u8,28:b3:71:0f:d8:ed,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:s9,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:x6,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:q8
2021.05.22 150713,55.0,24.0,34.97851795679013,-0.3507407338888889,-16.162592361111113,-0.48408689280864203,0.9177182025925927,9.637060864197531,0.0012632088379629632,-0.005693867401234567,0.0026885613299382715,-0.09490084257206795,0.050156256596106466,-1.531230135464374,1002.2078814197531,-80.0,-100.0,-100.0,-68.0,-100.0,-100.0,-57.0,-56.0,-55.0,-33.0,-40.0,-57.0,-57.0,-34.0,-40.0,-100.0,-100.0,-61.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-70.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-68.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-50.0,-61.0,-68.0,-57.0,-100.0,-100.0,-61.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-71.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-78.0,-77.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150724,56.0,24.0,33.622993497005986,-2.301197569161677,-15.804430844311376,-0.4751845242275449,0.9014241122754493,9.64988007784431,-0.0006474440467065867,-0.008530166334431138,0.00957997646197605,-0.09326463703534556,0.04915592271638026,-1.590945030400853,1002.2061258682636,-75.0,-66.0,-100.0,-74.0,-85.0,-50.0,-45.0,-64.0,-60.0,-32.0,-47.0,-63.0,-60.0,-32.0,-47.0,-100.0,-100.0,-63.0,-88.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-74.0,-82.0,-78.0,-100.0,-64.0,-72.0,-60.0,-73.0,-100.0,-71.0,-82.0,-100.0,-100.0,-64.0,-70.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-54.0,-63.0,-71.0,-45.0,-72.0,-100.0,-63.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-80.0,-78.0,-78.0,-74.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150901,64.0,24.0,38.35499944318181,3.289431756818182,-19.873295198863634,-0.41280934582386364,0.9673935257386365,9.64306902840909,-0.00015618703892045541,-0.008021077102556819,0.004286469144602272,-0.1000343926293267,0.04282332856779575,-1.4270275438373738,1002.2069472727272,-75.0,-61.0,-100.0,-63.0,-85.0,-100.0,-54.0,-55.0,-61.0,-36.0,-41.0,-56.0,-61.0,-34.0,-41.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-86.0,-100.0,-100.0,-65.0,-71.0,-100.0,-72.0,-100.0,-69.0,-86.0,-100.0,-100.0,-100.0,-72.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-57.0,-66.0,-78.0,-54.0,-100.0,-100.0,-66.0,-77.0,-100.0,-100.0,-100.0,-88.0,-90.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-71.0,-100.0,-100.0,-100.0,-86.0,-100.0,-100.0,-83.0,-69.0,-78.0,-79.0,-78.0,-78.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150913,65.0,24.0,44.276510947674424,6.701860346511628,-19.371976488372095,-0.4557195917709302,0.8405039902325582,9.65740234011628,0.006747930038953488,-0.010828652005232559,0.0015413694116279072,-0.08683435270172908,0.04721810033261978,-1.376079523286154,1002.210055872093,-60.0,-61.0,-100.0,-57.0,-76.0,-100.0,-47.0,-63.0,-66.0,-39.0,-60.0,-60.0,-68.0,-40.0,-63.0,-56.0,-79.0,-46.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-82.0,-100.0,-100.0,-100.0,-74.0,-100.0,-77.0,-100.0,-72.0,-82.0,-100.0,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-44.0,-65.0,-80.0,-48.0,-100.0,-100.0,-62.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-85.0,-85.0,-79.0,-100.0,-86.0,-71.0,-87.0,-78.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150925,66.0,24.0,42.61349069822485,6.040473279289942,-24.81372755621302,-0.29406180346745564,0.9046257381065087,9.65785546153846,0.004500161013609467,-0.008277404938165681,0.001579574326035503,-0.09356826972547011,0.030403180900618474,-1.3714408119754677,1002.205787337278,-69.0,-61.0,-100.0,-60.0,-73.0,-100.0,-56.0,-62.0,-72.0,-44.0,-56.0,-63.0,-71.0,-44.0,-56.0,-53.0,-74.0,-55.0,-71.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-78.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-68.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-70.0,-63.0,-100.0,-100.0,-100.0,-43.0,-62.0,-85.0,-54.0,-74.0,-100.0,-62.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-41.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-84.0,-80.0,-79.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 150936,67.0,24.0,45.79771005421687,-1.0395180524096388,-27.039397234939752,-0.2732274520783133,0.8891574737951808,9.657171120481927,-0.0017994765731927703,-0.006347846606626506,0.0009310175274096392,-0.09186869033847943,0.02820816263135698,-1.5360119034008808,1002.2051590361444,-67.0,-58.0,-63.0,-52.0,-64.0,-100.0,-48.0,-63.0,-74.0,-48.0,-58.0,-63.0,-76.0,-48.0,-57.0,-49.0,-79.0,-53.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-66.0,-78.0,-66.0,-71.0,-100.0,-73.0,-100.0,-100.0,-100.0,-67.0,-78.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-72.0,-64.0,-100.0,-100.0,-100.0,-48.0,-56.0,-80.0,-48.0,-100.0,-100.0,-56.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-75.0,-100.0,-88.0,-100.0,-67.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-88.0,-72.0,-100.0,-100.0,-80.0,-79.0,-80.0,-80.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151102,74.0,24.0,42.58561360818714,6.01999990643275,-25.23508749122807,-0.15819932733450293,0.7860542207017542,9.679043423976609,0.0013038935444444448,-0.010288256836842103,0.0004644004619883052,-0.08114465576602001,0.016313691955735076,-1.3809045114015277,1002.1711861988305,-65.0,-61.0,-100.0,-57.0,-64.0,-64.0,-58.0,-64.0,-70.0,-41.0,-62.0,-64.0,-69.0,-41.0,-62.0,-45.0,-73.0,-100.0,-77.0,-57.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-76.0,-84.0,-100.0,-100.0,-68.0,-74.0,-100.0,-78.0,-90.0,-76.0,-84.0,-100.0,-100.0,-68.0,-75.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-51.0,-57.0,-84.0,-60.0,-79.0,-100.0,-56.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-71.0,-100.0,-100.0,-100.0,-72.0,-72.0,-100.0,-77.0,-100.0,-85.0,-84.0,-100.0,-79.0,-88.0,-100.0,-81.0,-78.0,-78.0,-75.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151114,75.0,24.0,49.221656289940825,7.624260194082842,-22.3693488816568,-0.213593958304142,0.7374849558579881,9.676725677514794,-0.000571104676627219,-0.007301466313905326,0.0018000644538461537,-0.07613708173646726,0.022065558809653767,-1.3804064848013884,1002.1647931952663,-84.0,-100.0,-100.0,-72.0,-100.0,-71.0,-61.0,-100.0,-77.0,-57.0,-72.0,-100.0,-78.0,-57.0,-72.0,-61.0,-73.0,-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-82.0,-100.0,-100.0,-75.0,-100.0,-81.0,-100.0,-77.0,-100.0,-100.0,-100.0,-66.0,-75.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-44.0,-49.0,-100.0,-61.0,-100.0,-100.0,-49.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-44.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-68.0,-69.0,-66.0,-67.0,-73.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151126,76.0,24.0,43.87999947619048,4.428571354761905,-23.58821400595238,-0.15582262699940475,0.6746090830952381,9.687025547619047,0.0008944811541666658,-0.011362820648809523,0.0008544839616071442,-0.06967074120239838,0.01618280667112444,-1.4312217505205245,1002.1607885714286,-88.0,-100.0,-100.0,-73.0,-100.0,-100.0,-69.0,-100.0,-77.0,-62.0,-71.0,-100.0,-77.0,-61.0,-71.0,-100.0,-75.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-65.0,-74.0,-100.0,-82.0,-100.0,-80.0,-100.0,-100.0,-100.0,-69.0,-75.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-66.0,-69.0,-100.0,-100.0,-100.0,-40.0,-50.0,-90.0,-69.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-77.0,-100.0,-100.0,-56.0,-57.0,-70.0,-71.0,-80.0,-88.0,-81.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.05.22 151138,77.0,24.0,40.381083837349394,4.579156556024095,-27.18433694578313,-0.26914577161445785,0.8370619464457831,9.67344021084337,0.001909873830421687,-0.005630264022590362,0.0012438099617469894,-0.0863338198108845,0.027842192962812352,-1.3957434188888733,1002.1575858433737,-85.0,-100.0,-100.0,-70.0,-100.0,-100.0,-65.0,-100.0,-78.0,-100.0,-72.0,-100.0,-76.0,-57.0,-70.0,-71.0,-79.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-73.0,-75.0,-100.0,-80.0,-100.0,-80.0,-100.0,-100.0,-100.0,-72.0,-76.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-68.0,-68.0,-100.0,-100.0,-100.0,-39.0,-46.0,-100.0,-66.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-40.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-49.0,-47.0,-60.0,-59.0,-77.0,-87.0,-100.0,-88.0,-87.0,-78.0,-72.0,-87.0,-100.0,-100.0
2021.05.22 151309,85.0,24.0,48.68838263473054,0.16706586413173652,-24.603592479041918,-0.42312855685029943,0.8589449434131735,9.653435583832335,-0.00035481380898203646,-0.006408598125149702,-0.003815164458682634,-0.08871102466911608,0.04383643953029262,-1.5175288501613868,1002.1302017964072,-88.0,-100.0,-100.0,-100.0,-100.0,-78.0,-70.0,-100.0,-78.0,-52.0,-71.0,-100.0,-78.0,-57.0,-68.0,-100.0,-79.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-62.0,-76.0,-100.0,-80.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-75.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-30.0,-50.0,-100.0,-69.0,-100.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-30.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58.0,-72.0,-72.0,-73.0,-59.0,-56.0,-68.0,-67.0,-76.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0
2021.05.22 151320,86.0,24.0,46.994457120481925,-0.6777108266265061,-27.516505644578316,-0.36319751343373496,0.8025767906626505,9.663978807228915,0.005843698832228916,-0.009350654174096385,0.002134348431325302,-0.08294364152453745,0.037538602981851,-1.5326857789453254,1002.124196987952,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-77.0,-100.0,-79.0,-56.0,-74.0,-100.0,-79.0,-56.0,-75.0,-100.0,-100.0,-86.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-77.0,-100.0,-77.0,-100.0,-74.0,-77.0,-100.0,-84.0,-100.0,-77.0,-100.0,-79.0,-100.0,-73.0,-77.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-36.0,-52.0,-100.0,-78.0,-84.0,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-36.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-75.0,-100.0,-100.0,-100.0,-87.0,-100.0,-90.0,-100.0,-75.0,-100.0,-100.0,-100.0,-75.0
2021.05.22 151331,87.0,24.0,46.395265721893495,-1.0583431752662722,-29.09183384023669,-0.4910521862011834,0.8844096031952662,9.650120357988166,0.0008313550198224844,-0.008197883673964497,-0.00046628193254437866,-0.09136326910828693,0.050901777651050695,-1.5301392233583349,1002.1270544378699,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-82.0,-61.0,-76.0,-100.0,-81.0,-62.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-75.0,-100.0,-71.0,-75.0,-75.0,-80.0,-100.0,-79.0,-100.0,-75.0,-100.0,-72.0,-75.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-48.0,-54.0,-87.0,-73.0,-100.0,-100.0,-54.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-79.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
